,ID,barangay_name,city_name,province_name,popden_chi,popden_eld,popden_wom,popden_you,popden_w_1,popden_all,flood_probability_value,rain intensity_value,drought_value,buildability_landcov,RHU_Presence,Road_Presence,POI_Presence,Nearest_RHU,Distance_to_Nearest_RHU_km,Neighbors,HCFAI,Cluster
32,2868181,Baruan,Agno,Pangasinan,35.4594979999999,35.094128,149.575471,49.26185,68.1341959999999,523.915902554988,0.926651032,1.173055376,1.198836075,1,0,0,0,2877844,21.3844340626412,"2868181, 2869564, 2868181, 2869564, 2869563, 2868180, 2869563, 2868180",0.50216556,0
33,2868182,Baruan,Agno,Pangasinan,103.140899999999,67.0415999999999,389.35695,122.737699999999,178.4338,397.443430066108,0.926651032,1.173055376,1.198836075,1,0,0,0,2877844,22.6717486379622,"2868182, 2868181, 2869565, 2869564, 2868181, 2869564",0.50176835,0
34,2868183,Allabon,Agno,Pangasinan,107.114315999999,71.6099639999999,409.755234,129.898345999999,187.74052,649.220622330904,0.860151653,1.176558568,1.230244575,1,0,0,0,2877844,24.4273723767917,"2868183, 2869566, 2869565, 2868184, 2868183, 2868182, 2869566, 2869565, 2868184, 2869566, 2868184",0.5004888,0
35,2868184,Allabon,Agno,Pangasinan,13.906956,15.9892739999999,71.393994,25.062261,32.57352,210.51235410571,0.860151653,1.176558568,1.230244575,1,0,0,0,2877844,25.9291095362427,"2868184, 2868183, 2869566, 2868184, 2868183, 2869566, 2868184, 2869567, 2869566, 2868185, 2868184, 2869567, 2868185",0.50067985,0
36,2868185,Pogoruac,Burgos,Pangasinan,10.595776,12.1823039999999,54.395424,19.095056,24.81792,148.49242503941,0.955769606,1.182768345,1.186073125,1,0,0,0,2877844,27.4586695556339,"2868185, 2869568, 2868184, 2869567, 2868186, 2868185, 2869568",0.5025635,0
37,2868186,Ilio-ilio (Iliw-iliw),Burgos,Pangasinan,28.584446,28.149132,125.220149999999,46.286482,56.008084,304.653280138969,0.934143909,1.178482135,1.166831299,1,0,0,0,2877844,29.0014195143385,"2868186, 2868185, 2869569, 2869568, 2868187, 2869569, 2869569, 2868187",0.506058,0
38,2868187,Ilio-ilio (Iliw-iliw),Burgos,Pangasinan,5.648277,5.079146,23.820233,7.52872299999999,10.511334,167.020994842052,0.934143909,1.178482135,1.166831299,1,0,0,0,2877844,30.5553615888823,"2868187, 2869570, 2869569, 2869570, 2869569, 2868188, 2868187, 2869570",0.5061855,0
39,2868188,Tambobong,Dasol,Pangasinan,24.463035,21.372975,101.972295,30.5144549999999,44.8060049999999,128.242064148187,0.899873165,1.021503448,1.165183332,1,0,0,0,2877844,32.1057557774888,"2868188, 2868187, 2869570, 2869571, 2868189",0.5118896,0
40,2868189,Tambobong,Dasol,Pangasinan,22.288543,19.473155,92.908091,27.8020589999999,40.8232489999999,124.114647835493,0.899873165,1.021503448,1.165183332,1,0,0,0,2877844,33.4789807265791,2868189,0.51191235,0
41,2868190,Tambobong,Dasol,Pangasinan,0,0,0,0,0,13.3011621236801,0.899873165,1.021503448,1.165183332,1,0,0,0,2877844,34.5410381542385,"2868190, 2868189",0.5119793,0
42,2869544,Patar,Bolinao,Pangasinan,10.5545899999999,7.0364,45.14259,16.67717,21.38333,37.9013481736183,0.851582478,1.201138115,1.345912733,,0,1,0,2880597,11.9582814127085,2869544,,
43,2869545,Patar,Bolinao,Pangasinan,104.490440999999,69.66036,446.911640999999,165.103983,211.694966999999,243.064643085002,0.851582478,1.201138115,1.345912733,0,0,1,0,2880597,12.9130722017827,"2869545, 2869544",0.44184646,0
44,2869546,Catuday,Bolinao,Pangasinan,88.2276229999999,56.6905069999999,363.078255,132.363502999999,170.131036999999,536.350043952465,0.747140191,1.094020117,1.117813889,0,0,1,0,2877844,12.9417342396934,"2869546, 2869546, 2869545",0.47414553,0
45,2869547,Centro Toma,Bani,Pangasinan,1.24212399994279,0.59164299997275,3.72637199982837,1.18001799994565,1.55919199992817,410.986360251903,0.706414798,1.092625713,1.152045543,0,0,0,0,2877844,11.813756023954,"2869547, 2868165, 2869548, 2869547, 2869547, 2869546, 2869546",0.4020316,0
46,2869548,Centro Toma,Bani,Pangasinan,0,0,0,0,0,251.899295866489,0.706414798,1.092625713,1.152045543,1,0,0,0,2877844,10.818315475458,"2869548, 2869547, 2868165, 2869548, 2869547, 2869547",0.5198624,0
47,2869549,Centro Toma,Bani,Pangasinan,56.845938,40.44807,209.892693,69.96423,99.75369,696.438264757394,0.706414798,1.092625713,1.152045543,1,0,1,0,2877844,9.89858294956275,"2869549, 2869548, 2869548, 2869550",0.5890959,1
48,2869550,Centro Toma,Bani,Pangasinan,98.777617,62.5591719999999,395.110514,132.115082,192.20479,571.388795018196,0.706414798,1.092625713,1.152045543,0,0,1,0,2877844,9.05431867848148,"2869550, 2869549, 2869550, 2869551, 2869551",0.47048816,0
49,2869551,Dacap Sur,Bani,Pangasinan,8.589358,5.439928,34.357436,11.488268,16.71346,493.265196859836,0.717827816,1.107051611,1.159697305,1,0,1,0,2877844,8.70839038984807,"2869551, 2868169, 2869552, 2869551",0.5880092,1
50,2869552,San Simon,Bani,Pangasinan,37.4039729999999,27.383817,167.76624,62.51649,79.032468,395.592211484909,0.695192921,1.106414223,1.178718628,0,0,0,0,2877844,8.57227949552263,"2869552, 2869551, 2868170, 2869553, 2868170, 2869553",0.39914384,0
51,2869553,San Simon,Bani,Pangasinan,103.338574,65.5190579999999,407.357364,147.187796,193.417648,340.869181632995,0.695192921,1.106414223,1.178718628,0,0,0,0,2877844,8.72960496178094,"2869553, 2869554, 2868170, 2868171, 2869553",0.40045905,0
52,2869554,Patar,Agno,Pangasinan,70.982884,34.4372279999999,253.476803999999,93.941036,124.629987999999,185.745083749294,0.851582478,1.201138115,1.345912733,1,0,0,0,2877844,9.18542533244387,"2869554, 2869553, 2869555, 2869554, 2868171, 2869553, 2868172",0.48468626,0
53,2869555,Boboy,Agno,Pangasinan,0,0,0,0,0,249.135401219129,1.103491785,1.127814849,1.214560048,1,0,0,1,2877844,9.8985899624273,"2869555, 2869555, 2869554, 2868173, 2869555, 2869554, 2868172",0.5434596,1
54,2869556,Boboy,Agno,Pangasinan,60.9384,35.2549439999999,238.96788,93.321888,114.060096,233.224987983703,1.103491785,1.127814849,1.214560048,1,0,0,1,2877844,10.8183241380054,"2869556, 2869555, 2869555, 2868173, 2869555",0.5433648,1
55,2869557,Aloleng,Agno,Pangasinan,221.938609999999,129.620406,870.326435,337.135292,414.783923999999,1606.94793462753,1.089601628,1.154037078,1.221724545,1,0,1,1,2877844,11.8965332917283,"2869557, 2869558, 2868175, 2869557, 2868174, 2869556, 2869558",0.57546276,1
56,2869558,Dangley,Agno,Pangasinan,247.021955999999,161.509682,969.176136000001,337.194562,453.206917,1626.96387255191,1.104217753,1.153924068,1.213156189,1,0,0,1,2877844,13.0598889686624,"2869558, 2869559, 2869558, 2868176, 2868175, 2869557, 2869558, 2868175, 2869557, 2869559, 2869558",0.52616984,0
57,2869559,Dangley,Agno,Pangasinan,22.603285,17.092563,95.011774,32.94886,44.98134,294.907081007957,1.104217753,1.153924068,1.213156189,1,0,0,1,2877844,14.3827103348512,"2869559, 2869558, 2869559, 2869558, 2868177, 2868176, 2869558, 2869559, 2868177, 2869560, 2869558, 2869560",0.5429425,1
58,2869560,Magsaysay,Agno,Pangasinan,37.6369919999999,43.152768,198.567599999999,68.4603839999999,97.33704,184.610479801893,0.904484395,0.270884752,1.119130326,1,0,0,0,2877844,15.7382479890777,"2869560, 2868178, 2869561, 2869560, 2868178, 2869561",0.53732306,1
59,2869561,Magsaysay,Agno,Pangasinan,32.5258859999999,35.7882269999999,167.515063,63.9442999999999,85.182511,521.56380406022,0.904484395,0.270884752,1.119130326,1,0,0,0,2877844,17.1454528487389,"2869561, 2869562, 2869560, 2868179, 2869562, 2868178, 2869561",0.5367256,1
60,2869562,Gayusan,Agno,Pangasinan,64.334806,75.5008749999999,296.824196,100.547859,137.45468,347.308298528194,0.853294888,1.143231201,1.233991516,1,0,0,0,2877844,18.5925971205908,"2869562, 2869561, 2869563, 2869562, 2868180, 2868179, 2869562, 2869561",0.50123113,0
61,2869563,Gayusan,Agno,Pangasinan,108.439572,122.431736999999,477.134034,159.511095,216.879144,309.059143066406,0.853294888,1.143231201,1.233991516,1,0,0,0,2877844,20.071043642784,"2869563, 2868180, 2869562, 2869563, 2869562, 2868180, 2869562",0.5009698,0
62,2869564,Allabon,Agno,Pangasinan,6.777582,6.663951,28.532097,9.390019,12.998204,338.364184200763,0.860151653,1.176558568,1.230244575,1,0,0,0,2877844,21.5743581433609,"2869564, 2868182, 2868181, 2869565, 2869564, 2868181, 2869564, 2869563, 2869563",0.5006751,0
63,2869565,Allabon,Agno,Pangasinan,20.62818,13.40832,77.8713899999999,24.54754,35.6867599999999,320.089256629347,0.860151653,1.176558568,1.230244575,1,0,0,0,2877844,23.097685535442,"2869565, 2869564, 2868183, 2868182, 2869566, 2869565, 2869564, 2869564, 2869566",0.50067466,0
64,2869566,Allabon,Agno,Pangasinan,0,0,0,0,0,106.944388955831,0.860151653,1.176558568,1.230244575,1,0,0,0,2877844,24.6373139067946,"2869566, 2869565, 2868184, 2868183, 2869566, 2869565, 2868184, 2869567, 2869566, 2868184, 2869567",0.50068074,0
65,2869567,Pogoruac,Burgos,Pangasinan,2.728784,4.11044799999999,15.5782879999999,5.146704,7.184656,192.984934002161,0.955769606,1.182768345,1.186073125,1,0,0,0,2877844,26.1903686091614,"2869567, 2869566, 2868185, 2869568, 2868184, 2869567, 2868185, 2869568",0.50256187,0
66,2869568,Pogoruac,Burgos,Pangasinan,7.273727,10.248175,40.3820749999999,13.552062,18.573631,147.310756579041,0.955769606,1.182768345,1.186073125,1,0,0,0,2877844,27.7545958601744,"2869568, 2869567, 2868186, 2868185, 2869569, 2869568, 2869569, 2869569",0.5025635,0
67,2869569,Pogoruac,Burgos,Pangasinan,5.257064,3.994004,23.247148,10.27517,11.401684,266.052299439907,0.955769606,1.182768345,1.186073125,1,0,0,0,2877844,29.3282080464723,"2869569, 2869568, 2868186, 2869569, 2869568, 2868187, 2869570, 2869569, 2869570, 2869569, 2868187, 2869570",0.5025335,0
68,2869570,Osmena,Dasol,Pangasinan,3.805361,3.324685,15.862357,4.746693,6.969823,137.177168354392,1.003562473,0.715974867,1.177828699,1,0,0,0,2877844,30.9097718479388,"2869570, 2869571, 2869569, 2869570, 2869569, 2868188, 2868187, 2869570, 2869571",0.51403666,0
69,2869571,Osmena,Dasol,Pangasinan,75.0199739999997,65.5437900000001,312.715038,93.5776620000002,137.405081999999,250.4769256711,1.003562473,0.715974867,1.177828699,1,0,0,0,2877844,32.2178038501961,"2869571, 2869570, 2868188, 2869570, 2869571, 2868189",0.5101064,0
70,2870925,Patar,Bolinao,Pangasinan,119.305947999999,78.964347,468.890789999999,169.398209,222.178517,299.16436111927,0.851582478,1.201138115,1.345912733,0,0,1,0,2880597,10.6902739756579,"2870925, 2872308, 2872307, 2870925, 2872308, 2872307",0.44000968,0
71,2870926,Patar,Bolinao,Pangasinan,1.45138088230988,0.967588171618725,6.20763971920779,2.29330800239819,2.94046063012615,160.128726571798,0.851582478,1.201138115,1.345912733,0,0,1,0,2880597,11.5484301176916,"2870926, 2872309, 2870925, 2872308, 2872309, 2870925, 2872308",0.43644077,0
72,2870927,Catuday,Bolinao,Pangasinan,0,0,0,0,0,118.541823506355,0.747140191,1.094020117,1.117813889,0,0,0,0,2880597,12.4556244404343,"2870927, 2872310, 2872309, 2870927, 2870926, 2872309, 2872310, 2872309",0.4043699,0
73,2870928,Catuday,Bolinao,Pangasinan,9.936992,4.733144,29.810976,9.440144,12.4735359999999,213.015358954668,0.747140191,1.094020117,1.117813889,1,0,0,0,2877844,11.5486646146693,"2870928, 2870927, 2872310, 2870927, 2872310",0.5227689,0
74,2870929,Colayo,Bani,Pangasinan,52.1692079999999,24.849006,156.507623999999,49.5607559999999,65.486064,287.260809719562,0.717834037,1.093274321,1.153678421,0,0,0,0,2877844,10.3029855838709,"2870929, 2872311, 2872312, 2870929, 2872311, 2870928",0.40140757,0
75,2870930,Centro Toma,Bani,Pangasinan,51.7814959999999,40.1991029999999,203.981969,66.675078,94.7874719999999,301.779176324605,0.706414798,1.092625713,1.152045543,0,0,0,0,2877844,9.18560837701232,"2870930, 2872313, 2870930, 2872312, 2870929, 2872313, 2870931, 2872312, 2870929",0.40199515,0
76,2870931,Centro Toma,Bani,Pangasinan,35.302544,34.915386,172.407812,53.59513,76.0131699999998,351.783979415893,0.706414798,1.092625713,1.152045543,0,0,0,0,2877844,8.24883764993713,"2870931, 2872313, 2870930, 2872313, 2870930, 2872314, 2872313, 2870932, 2872314, 2870931",0.40198156,0
77,2870932,Centro Toma,Bani,Pangasinan,179.89822,120.888722999999,758.530429999999,258.213242999999,362.742095,426.413581967353,0.706414798,1.092625713,1.152045543,0,0,1,0,2877844,7.56011085556462,"2870932, 2872314, 2870931, 2872315, 2872314, 2870933, 2872315, 2870932, 2872314, 2870931, 2870933, 2872315",0.47255024,0
78,2870933,Dacap Sur,Bani,Pangasinan,155.012679,90.0427329999999,662.085502999999,259.105546999999,324.264764999999,381.120928227901,0.717827816,1.107051611,1.159697305,0,0,1,0,2877844,7.19105431943239,"2870933, 2872316, 2872315, 2870932, 2870933, 2870934, 2872316, 2872315",0.4697171,0
