popden_chi,popden_eld,popden_wom,popden_you,popden_w_1,popden_all,flood_probability_value,rain intensity_value,drought_value,Distance_to_Nearest_RHU_km,HCFAI,total_population,RHU_Presence,ID,buildability_landcov,Road_Presence,POI_Presence,Nearest_RHU,Neighbors,Cluster
0.022226540816204947,0.01536452028580327,0.017173152753679626,0.016150380165415666,0.01628102547939819,0.008097859578952501,0.4023510520730067,0.3623027558072853,0.5292271460866249,0.18471140234227812,0.2012908664230526,0.008097859578952501,0,2868171,0,0,0,2877844,"2868171, 2869553, 2868172",0
0.017287309523714958,0.011950182444513657,0.013356896586195263,0.012561406795323301,0.012663019817309704,0.008677391817819433,0.4023510520730067,0.3623027558072853,0.5292271460866249,0.19395380267946305,0.565287785442313,0.008677391817819433,0,2868172,1,0,0,2877844,2868172,0
0.0008474293098709937,0.000698562141048941,0.000719027561345075,0.0007125332208518828,0.0006617396117074829,0.007118494813745407,0.5986028925190894,0.38155724840205996,0.5856220952965645,0.2299795624928332,0.27428442575340806,0.007118494813745407,0,2868175,0,0,1,2877844,"2868175, 2869557, 2869558, 2868175, 2869557, 2869558",0
0.024833516391635068,0.023126995371484514,0.021071312650708857,0.018580697194279603,0.018994182033932234,0.010556204674958651,0.5986028925190894,0.38155724840205996,0.5856220952965645,0.2659683467061116,0.28279842212811207,0.010556204674958651,0,2868176,0,0,1,2877844,"2868176, 2869558, 2869559, 2868177, 2869558",0
0.015737982380178726,0.028604400549976303,0.015417240759680914,0.012110841207402648,0.013028268637707247,0.012191227450926422,0.45998528611917977,0.36277064573921786,0.393462735007627,0.33272245741587025,0.5919774844976966,0.012191227450926422,0,2868179,1,0,0,2877844,"2868179, 2869562, 2868178, 2869561",0
0.029177888044369254,0.051646547885994126,0.02840013552111409,0.022706012561317452,0.024197725003684344,0.008995481986006571,0.4680094922435284,0.37774454795925183,0.6023143890786467,0.358625284108251,0.522763968995175,0.008995481986006571,0,2868180,1,0,0,2877844,"2868180, 2869562, 2869563, 2869562, 2868180, 2868179, 2869562",0
0.011514500077352944,0.01623751413561763,0.010509122551918399,0.008782787781053028,0.009230359274200397,0.019533694739376956,0.5085492935038043,0.38826758512031595,0.5544765854993718,0.3833927470870855,0.5261853885614489,0.019533694739376956,0,2868181,1,0,0,2877844,"2868181, 2869564, 2868181, 2869564, 2869563, 2868180, 2869563, 2868180",0
0.033492180318747074,0.031019118858699735,0.02735608904745597,0.021882636803825902,0.024173002359355933,0.014818291640360049,0.5085492935038043,0.38826758512031595,0.5544765854993718,0.40647248209208053,0.5249463771416507,0.014818291640360049,0,2868182,1,0,0,2877844,"2868182, 2868181, 2869565, 2869564, 2868181, 2869564",0
0.03478243825864673,0.03313283073171297,0.028789265657040822,0.023159292759565415,0.02543381373319803,0.024205559314529834,0.47179883932791733,0.38950363673275257,0.5972157351439362,0.43794834000393656,0.5209550952952657,0.024205559314529834,0,2868183,1,0,0,2877844,"2868183, 2869566, 2869565, 2868184, 2868183, 2868182, 2869566, 2869565, 2868184, 2869566, 2868184",0
0.004515902789648743,0.0073979915555463654,0.005016118133546959,0.004468295845088274,0.004412839808447323,0.007848748327575322,0.47179883932791733,0.38950363673275257,0.5972157351439362,0.4648723695704019,0.5215510348027114,0.007848748327575322,0,2868184,1,0,0,2877844,"2868184, 2868183, 2869566, 2868184, 2868183, 2869566, 2868184, 2869567, 2869566, 2868185, 2868184, 2869567, 2868185",0
0.003440687839732376,0.005636564994701994,0.003821804292226253,0.0034044158819720185,0.0033621636635789128,0.0055363956079291215,0.5246414861760723,0.3916946684757236,0.537109387767672,0.49229522378067236,0.5274266770597105,0.0055363956079291215,0,2868185,1,0,0,2877844,"2868185, 2869568, 2868184, 2869567, 2868186, 2868185, 2869568",0
0.009282015376475187,0.013024171130719265,0.008797925846542074,0.008252315910537891,0.007587595773194347,0.01135870117048016,0.5126901837944348,0.3901823400673058,0.5109260526562,0.5199545550027969,0.5383270204712162,0.01135870117048016,0,2868186,1,0,0,2877844,"2868186, 2868185, 2869569, 2869568, 2868187, 2869569, 2869569, 2868187",0
0.0018341231439150914,0.0023500428610696844,0.0016736016015102566,0.0013422796011788609,0.0014240043174666365,0.006227215307650026,0.5126901837944348,0.3901823400673058,0.5109260526562,0.5478145450791462,0.5387247293809219,0.006227215307650026,0,2868187,1,0,0,2877844,"2868187, 2869570, 2869569, 2869570, 2869569, 2868188, 2868187, 2869570",0
0.007943700116673618,0.00988894733850353,0.007164539331822504,0.005440355620414018,0.006070014002830815,0.004781380602501128,0.4937506775030219,0.3347946367428699,0.5086835798153351,0.5756109265637581,0.5565174461797687,0.004781380602501128,0,2868188,1,0,0,2877844,"2868188, 2868187, 2869570, 2869571, 2868189",0
0.007237593439635963,0.009009929797303213,0.0065276913912160565,0.004956768454154994,0.005530457202579187,0.004627493900606183,0.4937506775030219,0.3347946367428699,0.5086835798153351,0.6002309134223316,0.5565884099264027,0.004627493900606183,0,2868189,1,0,0,2877844,2868189,0
0.0,0.0,0.0,0.0,0.0,0.0004959208898524705,0.4937506775030219,0.3347946367428699,0.5086835798153351,0.6192721054202972,0.5567972460950679,0.0004959208898524705,0,2868190,1,0,0,2877844,"2868190, 2868189",0
0.033930406769355353,0.03223077889817389,0.03139986238216796,0.02943602898582956,0.02867899992464863,0.009062428753934846,0.4670631398687892,0.39817618128706544,0.7546113036643409,0.23151317496984436,0.33803289055802554,0.009062428753934848,0,2869545,0,1,0,2880597,"2869545, 2869544",0
0.02864950236628185,0.026229827074427656,0.02550975672830528,0.02359880022381975,0.023048200278202164,0.01999728960492708,0.4093437815809722,0.3603811149164853,0.4442255600768354,0.2320270448912797,0.43878291341459047,0.01999728960492708,0,2869546,0,1,0,2877844,"2869546, 2869546, 2869545",0
0.00040334572399821397,0.0002737441310779042,0.0002618136500485004,0.0002103828352233076,0.00021122876883725335,0.015323226617206344,0.38683715502673793,0.3598891192415158,0.4908063195173358,0.21180398612246162,0.213838972434967,0.015323226617206344,0,2869547,0,0,0,2877844,"2869547, 2868165, 2869548, 2869547, 2869547, 2869546, 2869546",0
0.0,0.0,0.0,0.0,0.0,0.009391820188171437,0.38683715502673793,0.3598891192415158,0.4908063195173358,0.19395714082686868,0.5813868861429262,0.009391820188171437,0,2869548,1,0,0,2877844,"2869548, 2869547, 2868165, 2869548, 2869547, 2869547",0
0.03207532375633858,0.028945168253291093,0.027760332529238506,0.02355450978561339,0.026038602787978017,0.021303675351244774,0.38683715502673793,0.3598891192415158,0.4908063195173358,0.16233116578985918,0.4273745319628981,0.021303675351244774,0,2869550,0,1,0,2877844,"2869550, 2869549, 2869550, 2869551, 2869551",0
0.012145915038103684,0.012670071632059536,0.011787199896128392,0.011145928634152471,0.010706783330454895,0.014749270756503176,0.3806354568656778,0.36475419943654896,0.527101748184645,0.1536888829958958,0.20483122434797035,0.014749270756503176,0,2869552,0,0,0,2877844,"2869552, 2869551, 2868170, 2869553, 2868170, 2869553",0
0.0335563695322631,0.030314662054784492,0.02862079211304931,0.02624179108638684,0.0262029125728706,0.012708975825335485,0.3806354568656778,0.36475419943654896,0.527101748184645,0.15650950675048478,0.20893373991765019,0.012708975825335485,0,2869553,0,0,0,2877844,"2869553, 2869554, 2868170, 2868171, 2869553",0
0.023049746031619946,0.01593357659268487,0.017809195448260352,0.016748542393764394,0.016884026423079602,0.006925324746976746,0.4670631398687892,0.39817618128706544,0.7546113036643409,0.16468172321292646,0.47166246036206855,0.006925324746976746,0,2869554,1,0,0,2877844,"2869554, 2869553, 2869555, 2869554, 2868171, 2869553, 2868172",0
0.08021360966446489,0.07472804978981415,0.06809399107704465,0.06011768293255589,0.061397402700146785,0.06065976520933749,0.606680400010423,0.38151737442634825,0.5739626957935031,0.2341453925636126,0.6010615926953569,0.06065976520933749,0,2869558,1,0,1,2877844,"2869558, 2869559, 2869558, 2868176, 2868175, 2869557, 2869558, 2868175, 2869557, 2869559, 2869558",0
0.02089096491618372,0.0349330955042963,0.020854768708290724,0.017926458454894472,0.018621428809701503,0.01294905203452972,0.4680094922435284,0.37774454795925183,0.6023143890786467,0.33333904767673445,0.5232706345497122,0.01294905203452972,0,2869562,1,0,0,2877844,"2869562, 2869561, 2869563, 2869562, 2868180, 2868179, 2869562, 2869561",0
0.03521277882112493,0.0566472847020367,0.03352327760343272,0.028438885184141276,0.02938131710251702,0.011522969483521212,0.4680094922435284,0.37774454795925183,0.6023143890786467,0.35984550896089207,0.5224554716526659,0.011522969483521212,0,2869563,1,0,0,2877844,"2869563, 2868180, 2869562, 2869563, 2869562, 2868180, 2869562",0
0.0022008339899021114,0.0030833077990016795,0.0020046555897940198,0.001674126004952225,0.00176090861686177,0.012615579433041387,0.47179883932791733,0.38950363673275257,0.5972157351439362,0.38679781802942637,0.5215362181962714,0.012615579433041387,0,2869564,1,0,0,2877844,"2869564, 2868182, 2868181, 2869565, 2869564, 2868181, 2869564, 2869563, 2869563",0
0.006698436063749423,0.0062038237717399495,0.005471217809491189,0.004376527360765185,0.004834600471871186,0.011934216537157932,0.47179883932791733,0.38950363673275257,0.5972157351439362,0.4141089300210822,0.5215348457106223,0.011934216537157932,0,2869565,1,0,0,2877844,"2869565, 2869564, 2868183, 2868182, 2869566, 2869565, 2869564, 2869564, 2869566",0
0.0,0.0,0.0,0.0,0.0,0.003987317502226707,0.47179883932791733,0.38950363673275257,0.5972157351439362,0.44171229558394876,0.5215538109668652,0.003987317502226707,0,2869566,1,0,0,2877844,"2869566, 2869565, 2868184, 2868183, 2869566, 2869565, 2868184, 2869567, 2869566, 2868184, 2869567",0
0.0008860978116238275,0.0019018411713697854,0.00109452530315669,0.0009175946295946404,0.0009733285198160935,0.007195255520424603,0.5246414861760723,0.3916946684757236,0.537109387767672,0.46955637632851044,0.527421592624237,0.007195255520424603,0,2869567,1,0,0,2877844,"2869567, 2869566, 2868185, 2869568, 2868184, 2869567, 2868185, 2869568",0
0.0023619434799709866,0.004741673206035585,0.0028372310796585098,0.0024161675727093694,0.002516229694064726,0.005492338248960948,0.5246414861760723,0.3916946684757236,0.537109387767672,0.49760076511512064,0.5274266770597105,0.005492338248960948,0,2869568,1,0,0,2877844,"2869568, 2869567, 2868186, 2868185, 2869569, 2869568, 2869569, 2869569",0
0.0017070874447982708,0.0018479643206325952,0.0016333368411361024,0.0018319376459520426,0.0015446229034668923,0.009919501157770247,0.5246414861760723,0.3916946684757236,0.537109387767672,0.5258134125570502,0.5273330984927206,0.009919501157770247,0,2869569,1,0,0,2877844,"2869569, 2869568, 2868186, 2869569, 2869568, 2868187, 2869570, 2869569, 2869570, 2869569, 2868187, 2869570",0
0.0012356866848158958,0.0015382806971005489,0.0011144838960612778,0.0008462775409532921,0.0009442244004403497,0.005114517270384962,0.5510539067885679,0.22699321016090404,0.5258907763552346,0.5541686212458342,0.5632147394477924,0.005114517270384962,0,2869570,1,0,0,2877844,"2869570, 2869571, 2869569, 2869570, 2869569, 2868188, 2868187, 2869570, 2869571",0
0.024360680357799012,0.030326105171410864,0.021971253950922368,0.01668375723593638,0.018614709608681158,0.009338788499177807,0.5510539067885679,0.22699321016090404,0.5258907763552346,0.577619790500733,0.5509551361579066,0.009338788499177807,0,2869571,1,0,0,2877844,"2869571, 2869570, 2868188, 2869570, 2869571, 2868189",0
0.03874133659406757,0.036535590815144785,0.03294411003777369,0.03020163717232439,0.030099240254028117,0.011154052164681546,0.4670631398687892,0.39817618128706544,0.7546113036643409,0.19166153729554786,0.33230344921552,0.011154052164681546,0,2870925,0,1,0,2880597,"2870925, 2872308, 2872307, 2870925, 2872308, 2872307",0
0.00047129616109133185,0.0004476881891499188,0.0004361466899028588,0.00040886888132812664,0.0003983536849500081,0.005970243790281535,0.4670631398687892,0.39817618128706544,0.7546113036643409,0.20704706677742038,0.32117099976502417,0.005970243790281535,0,2870926,0,1,0,2880597,"2870926, 2872309, 2870925, 2872308, 2872309, 2870925, 2872308",0
0.0,0.0,0.0,0.0,0.0,0.004419716566971755,0.4093437815809722,0.3603811149164853,0.4442255600768354,0.22331178168730825,0.2211327978746935,0.004419716566971755,0,2870927,0,0,0,2880597,"2870927, 2872310, 2872309, 2870927, 2870926, 2872309, 2872310, 2872309",0
0.0032267657921343285,0.0021899530487240987,0.002094509200484471,0.0016830626818639793,0.0016898301507758682,0.007942070428340487,0.4093437815809722,0.3603811149164853,0.4442255600768354,0.2070512709775512,0.590453089641436,0.007942070428340487,0,2870928,1,0,0,2877844,"2870928, 2870927, 2872310, 2870927, 2872310",0
0.01694052040870521,0.011497253505801525,0.010996173302543466,0.008836079079785883,0.008871608291573317,0.010710239831017994,0.39314792402794924,0.3601179713752952,0.4930282599854674,0.18471800257271118,0.2118924446630162,0.010710239831017994,0,2870929,0,0,0,2877844,"2870929, 2872311, 2872312, 2870929, 2872311, 2870928",0
0.01681462156338059,0.01859950767836854,0.01433170489967984,0.011887354217496052,0.01284116453437288,0.011251543005810473,0.38683715502673793,0.3598891192415158,0.4908063195173358,0.16468500494391516,0.21372527447607473,0.011251543005810473,0,2870930,0,0,0,2877844,"2870930, 2872313, 2870930, 2872312, 2870929, 2872313, 2870931, 2872312, 2870929",0
0.011463533567755426,0.01615481295690111,0.012113315192008374,0.00955535882001891,0.010297749292746784,0.01311592344229731,0.38683715502673793,0.3598891192415158,0.4908063195173358,0.14789002681206156,0.21368288338522842,0.01311592344229731,0,2870931,0,0,0,2877844,"2870931, 2872313, 2870930, 2872313, 2870930, 2872314, 2872313, 2870932, 2872314, 2870931",0
0.058417016171680124,0.055933355818080524,0.05329409424510091,0.04603627585091659,0.04914184150240996,0.015898415570617934,0.38683715502673793,0.3598891192415158,0.4908063195173358,0.1355421266098177,0.43380674834349564,0.015898415570617934,0,2870932,0,1,0,2877844,"2870932, 2872314, 2870931, 2872315, 2872314, 2870933, 2872315, 2870932, 2872314, 2870931, 2870933, 2872315",0
0.050336118811839595,0.04166138990252563,0.04651790593977493,0.04619536278468346,0.04392919351266966,0.014209723038537556,0.3931444860323038,0.3649790927524585,0.5012184627639914,0.12892546334888208,0.4249693756341313,0.014209723038537554,0,2870933,0,1,0,2877844,"2870933, 2872316, 2872315, 2870932, 2870933, 2870934, 2872316, 2872315",0
0.01829615669625021,0.02483083157463542,0.018408283807123938,0.016073773277193826,0.015962771914380818,0.021485515853180575,0.3914605506808337,0.3636325421357785,0.5498716964155242,0.12892548682008653,0.5611135886903189,0.021485515853180575,0,2870934,1,0,0,2877844,"2870934, 2872316, 2872317, 2870933, 2872316, 2870935, 2870933, 2870934, 2872316, 2872317, 2870935",0
0.00041670220880134294,0.000535488433205452,0.00035996391720344707,0.0003013105505533985,0.00032604473618981413,0.014019225042279908,0.4670631398687892,0.39817618128706544,0.7546113036643409,0.13554219388035132,0.4716117407787602,0.014019225042279908,0,2870935,1,0,0,2877844,"2870935, 2872318, 2870935, 2872318, 2870934, 2872317, 2870935, 2870934, 2872317, 2870936, 2870935",0
0.0004186849697661304,0.000569695274349336,0.00038847651024113164,0.00041419362487442774,0.00036351069890229123,0.006053154938857916,0.4670631398687892,0.39817618128706544,0.7546113036643409,0.14789013046743155,0.4716117407787602,0.006053154938857916,0,2870936,1,0,0,2877844,"2870936, 2870935, 2872318, 2870935, 2872318, 2870935, 2870936, 2870935",0
0.01727084836139332,0.02838821623939274,0.019671267407924686,0.017027595278394682,0.018478723210967895,0.017627571242830195,0.606680400010423,0.38151737442634825,0.5739626957935031,0.25616206446562445,0.4995861175946329,0.017627571242830195,0,2870941,1,0,0,2877844,"2870941, 2870940, 2872323, 2870940, 2870940, 2872323, 2872324, 2870940, 2870941, 2872323, 2872324, 2870942, 2870940, 2872323, 2870940",0
0.018529516638164493,0.02856543926412189,0.020657584395129252,0.02163570033027852,0.019685040479998837,0.024643436620617888,0.4680094922435284,0.37774454795925183,0.6023143890786467,0.33595580998054725,0.5232554124361486,0.024643436620617888,0,2870944,1,0,0,2877844,"2870944, 2870943, 2870945, 2870944, 2870943, 2872326, 2872327, 2870943",0
0.005784793333594557,0.008900940265143537,0.006373972658007621,0.007467459949425284,0.006453238765471713,0.014181447194830239,0.47179883932791733,0.38950363673275257,0.5972157351439362,0.36347655628378917,0.5215302915536953,0.014181447194830239,0,2870945,1,0,0,2877844,"2870945, 2870946, 2870945, 2870944, 2872328, 2870945, 2870944, 2872327",0
0.002897078841841475,0.004456296720299203,0.0031840428354496333,0.003813901103861783,0.003268855125033916,0.004822014127576745,0.47179883932791733,0.38950363673275257,0.5972157351439362,0.3912978503171655,0.5215538109668652,0.004822014127576745,0,2870946,1,0,0,2877844,"2870946, 2870947, 2870945, 2872328, 2872329, 2870945, 2870947, 2872329",0
0.012879605600383346,0.021634128560289748,0.014437201052026312,0.012792323216922452,0.012713265210834098,0.003861434465477974,0.47179883932791733,0.38950363673275257,0.5972157351439362,0.41935987936686,0.5214551167715468,0.003861434465477974,0,2870947,1,0,0,2877844,"2870947, 2870948, 2872329, 2872330, 2870947, 2870948, 2872329, 2872330",0
0.008734221029104821,0.01858207510902003,0.010732696254903397,0.00901261539894345,0.009541765480526479,0.01177348767600696,0.47179883932791733,0.38950363673275257,0.5972157351439362,0.44761736932921214,0.5215155373329666,0.01177348767600696,0,2870948,1,0,0,2877844,"2870948, 2872330, 2872331, 2870947, 2870948, 2870949, 2872331, 2870949, 2872330, 2872331",0
0.010916768590999512,0.021576267532079283,0.01285278236244011,0.010442578732231424,0.011281871506302428,0.012200879745044205,0.5246414861760723,0.3916946684757236,0.537109387767672,0.47603551385225457,0.18730570555073442,0.012200879745044205,0,2870949,0,0,0,2877844,"2870949, 2870950, 2872331, 2872332, 2870949, 2870950, 2872331, 2872332, 2870950",0
0.0007083121928778784,0.0012809664977341067,0.0007933954684652125,0.0006222337581889369,0.0006864818480553348,0.005553714246146954,0.5246414861760723,0.3916946684757236,0.537109387767672,0.5045871697442453,0.17138799130580248,0.005553714246146954,0,2870950,0,0,0,2877844,"2870950, 2872332, 2870949, 2870950, 2872332, 2872333, 2870950, 2870951",0
0.02389922422717581,0.025871500488856336,0.022866715775905436,0.0256471270433286,0.021624720648536485,0.014411482323868463,0.5286885851159594,0.3889261154198515,0.5478416395365111,0.5332508918591891,0.2683156104365431,0.014411482323868463,0,2870951,0,0,0,2877844,2870951,0
0.007092145320146296,0.008135980966382742,0.006630733865266037,0.006514192779916206,0.006019784459673739,0.005913258488568977,0.5510539067885679,0.22699321016090404,0.5258907763552346,0.5620095336561415,0.5629921472297795,0.005913258488568977,0,2870952,1,0,0,2877844,"2870952, 2870953, 2872334, 2872335, 2870952, 2870951",0
0.011297706832602474,0.014064280659205031,0.01018956704970312,0.0077373946601443895,0.008632908804026045,0.0065730682890910615,0.5510539067885679,0.22699321016090404,0.5258907763552346,0.5840330298173648,0.5614320989394961,0.0065730682890910615,0,2870953,1,0,0,2877844,"2870953, 2872335, 2870952",0
0.04312882783498005,0.04062811931576931,0.036179757332822034,0.03304149879292173,0.03305729257048074,0.0262444264649595,0.4670631398687892,0.39817618128706544,0.7546113036643409,0.16339275552176596,0.3300350111731249,0.0262444264649595,0,2872307,0,1,0,2880597,"2872307, 2870925, 2872308, 2872307, 2872306",0
0.0020059919923246564,0.0018896799681753212,0.001682779410828934,0.0015368138973451944,0.0015375484916502658,0.010443047140426981,0.4670631398687892,0.39817618128706544,0.7546113036643409,0.17746930561238425,0.13083490828660982,0.010443047140426981,0,2872308,0,0,0,2880597,"2872308, 2872307, 2872309, 2870925, 2872308, 2872307",0
0.0,0.0,0.0,0.0,0.0,0.0035962829374222957,0.4093437815809722,0.3603811149164853,0.4442255600768354,0.19395898326393304,0.590453089641436,0.0035962829374222957,0,2872309,1,0,0,2880597,"2872309, 2870927, 2870926, 2872309, 2872308, 2872310, 2872309, 2872308",0
0.019360594752805948,0.013139718292344602,0.01256705520290682,0.010098376091183862,0.010138980904655216,0.008276875324951416,0.4093437815809722,0.3603811149164853,0.4442255600768354,0.20492995076343742,0.5904313794138943,0.008276875324951416,0,2872310,1,0,0,2877844,"2872310, 2872309, 2870927, 2872309, 2872310, 2872309",0
0.06374967778386087,0.0433597502329097,0.04145948368880458,0.03340292902931339,0.03348162126436022,0.015804062622109163,0.39314792402794924,0.3601179713752952,0.4930282599854674,0.17992165785603173,0.239537830430209,0.015804062622109163,0,2872311,0,0,0,2877844,"2872311, 2872312, 2870929, 2872311, 2870928, 2872310, 2872310",0
0.041498654832606334,0.029334036652241876,0.027537912279181242,0.022111239227826363,0.02229407163632688,0.012641444327739199,0.39314792402794924,0.3601179713752952,0.4930282599854674,0.15651590231527276,0.21499292093737152,0.012641444327739199,0,2872312,0,0,0,2877844,"2872312, 2870929, 2872311, 2872313, 2872312, 2870929, 2872311",0
0.00791178021066978,0.011273189213038501,0.008168869421795325,0.006477804057834086,0.006977947293828698,0.012229376039918865,0.38683715502673793,0.3598891192415158,0.4908063195173358,0.13554541281807767,0.21368160447814621,0.012229376039918865,0,2872313,0,0,0,2877844,"2872313, 2870930, 2872313, 2870930, 2872312, 2872314, 2872313, 2872314, 2870931, 2872312",0
0.019323012658977432,0.027126930958379078,0.020578861671937648,0.016204761159296293,0.01746640319391266,0.017159648341255534,0.38683715502673793,0.3598891192415158,0.4908063195173358,0.11831228516640546,0.21372156252625069,0.017159648341255534,0,2872314,0,0,0,2877844,"2872314, 2870931, 2872313, 2872313, 2872315, 2872314, 2872313, 2872315, 2870932, 2872314, 2870931, 2872315",0
0.014582367740265263,0.017277281740151147,0.014806970715580405,0.012604127409286132,0.013028767721068627,0.013001221330654886,0.3770270823130416,0.36508127365230925,0.5120063447576347,0.10664399379942624,0.4207205031856795,0.013001221330654886,0,2872315,0,1,0,2877844,"2872315, 2872314, 2870933, 2872316, 2872315, 2870932, 2872314, 2870933, 2872316, 2872315",0
0.022283559505459436,0.028659063964608995,0.020477678549674135,0.01761282736098084,0.018276661508846197,0.02357576740406536,0.3914605506808337,0.3636325421357785,0.5498716964155242,0.1024597130223568,0.4062194748664033,0.02357576740406536,0,2872316,0,1,0,2877844,"2872316, 2872317, 2872315, 2870933, 2872316, 2872315, 2870933, 2870934, 2872316, 2872317, 2872315",0
