fid,neighbours
2974463,"2973080,2973081,2974462,2974464"
2974464,"2973081,2973082,2974463,2974465"
2974465,"2973082,2973083,2974464,2974466"
2974466,"2973083,2973084,2974465,2974467"
2974467,"2973084,2973085,2974466,2974468"
2974468,"2973085,2973086,2974467,2974469,2975850"
2974469,"2973086,2973087,2974468,2974470,2975850,2975851"
2974470,"2973087,2973088,2974469"
2974520,"2974521"
2974521,"2973138,2973139,2974520,2974522"
2974522,"2973139,2973140,2974521,2974523"
2974523,"2973140,2973141,2974522"
2974586,"2973203,2973204,2974587,2975968"
2974587,"2973204,2973205,2974586,2974588,2975968"
2974588,"2973205,2973206,2974587,2974589"
2974589,"2973206,2973207,2974588,2974590"
2974590,"2973207,2973208,2974589,2974591"
2974591,"2973208,2973209,2974590,2974592"
2974592,"2973209,2973210,2974591,2974593"
2974593,"2973210,2973211,2974592,2974594"
2974594,"2973211,2973212,2974593,2974595"
2974595,"2973212,2973213,2974594,2974596"
2974596,"2973213,2973214,2974595,2974597"
2974597,"2973214,2973215,2974596,2974598"
2974598,"2973215,2973216,2974597,2974599"
2974599,"2973216,2973217,2974598,2974600"
2974600,"2973217,2973218,2974599,2974601"
2974601,"2973218,2973219,2974600,2974602"
2974602,"2973219,2973220,2974601,2974603"
2974603,"2973220,2973221,2974602,2974604"
2974604,"2973221,2973222,2974603,2974605"
2974605,"2973222,2973223,2974604,2974606"
2974606,"2973223,2973224,2974605,2974607"
2974607,"2973224,2973225,2974606,2974608"
2974608,"2973225,2973226,2974607,2974609"
2974609,"2973226,2973227,2974608,2974610"
2974610,"2973227,2973228,2974609,2974611"
2974611,"2973228,2974610"
2975803,"2975804"
2975804,"2975803,2975805,2977186,2977187"
2975805,"2975804,2975806,2977187,2977188"
2975806,"2975805,2975807,2977188,2977189"
2975807,"2975806,2975808,2977189,2977190"
2975808,"2975807,2975809,2977190,2977191"
2975809,"2975808,2975810,2977191,2977192"
2975810,"2975809,2975811,2977192,2977193"
2975811,"2975810,2975812,2977193,2977194"
2975812,"2975811,2975813,2977194,2977195"
2975813,"2975812,2975814,2977195,2977196"
2975814,"2975813,2975815,2977196,2977197"
2975815,"2975814,2975816,2977197,2977198"
2975816,"2975815,2975817,2977198,2977199"
2975817,"2975816,2975818,2977199,2977200"
2975818,"2975817,2975819,2977200,2977201"
2975819,"2975818,2975820,2977201,2977202"
2975820,"2975819,2975821,2977202,2977203"
2975821,"2975820,2975822,2977203,2977204"
2975822,"2975821,2975823,2977204,2977205"
2975823,"2975822,2975824,2977205,2977206"
2975824,"2975823,2975825,2977206,2977207"
2975825,"2975824,2975826,2977207,2977208"
2975826,"2975825,2975827,2977208,2977209"
2975827,"2975826,2975828,2977209,2977210"
2975828,"2975827,2975829,2977210,2977211"
2975829,"2975828,2975830,2977211,2977212"
2975830,"2975829,2975831,2977212,2977213"
2975831,"2975830,2975832,2977213,2977214"
2975832,"2975831,2975833,2977214,2977215"
2975833,"2975832,2975834,2977215,2977216"
2975834,"2975833,2975835,2977216,2977217"
2975835,"2975834,2975836,2977217,2977218"
2975836,"2975835,2975837,2977218,2977219"
2975837,"2975836,2975838,2977219,2977220"
2975838,"2975837,2975839,2977220,2977221"
2975839,"2975838,2975840,2977221,2977222"
2975840,"2975839,2975841,2977222,2977223"
2975841,"2975840,2975842,2977223,2977224"
2975842,"2975841,2975843,2977224,2977225"
2975843,"2975842,2975844,2977225,2977226"
2975844,"2975843,2975845,2977226,2977227"
2975845,"2975844,2975846,2977227,2977228"
2975846,"2975845,2975847,2977228,2977229"
2975847,"2975846,2975848,2977229,2977230"
2975848,"2975847,2975849,2977230,2977231"
2975849,"2975848,2975850,2977231,2977232"
2975850,"2974468,2974469,2975849,2975851,2977232"
2975851,"2974469,2975850"
2975902,"2975903"
2975903,"2975902"
2975968,"2974586,2974587,2975969,2977351"
2975969,"2975968,2975970,2977351,2977352"
2975970,"2975969,2975971,2977352,2977353"
2975971,"2975970,2975972,2977353,2977354"
2975972,"2975971,2975973,2977354,2977355"
2975973,"2975972,2975974,2977355,2977356"
2975974,"2975973,2975975,2977356,2977357"
2975975,"2975974,2975976,2977357,2977358"
2975976,"2975975,2975977,2977358,2977359"
2975977,"2975976,2975978,2977359,2977360"
2975978,"2975977,2975979,2977360,2977361"
2975979,"2975978,2975980,2977361,2977362"
2975980,"2975979,2975981,2977362,2977363"
2975981,"2975980,2975982,2977363,2977364"
2975982,"2975981,2975983,2977364,2977365"
2975983,"2975982,2975984,2977365,2977366"
2975984,"2975983,2975985,2977366,2977367"
2975985,"2975984,2975986,2977367,2977368"
2975986,"2975985,2975987,2977368,2977369"
2975987,"2975986,2975988,2977369,2977370"
2975988,"2975987,2975989,2977370,2977371"
2975989,"2975988,2975990,2977371,2977372"
2975990,"2975989,2975991,2977372,2977373"
2975991,"2975990,2975992,2977373,2977374"
2975992,"2975991,2975993,2977374,2977375"
2975993,"2975992,2975994,2977375,2977376"
2975994,"2975993,2977376"
2977186,"2975804,2977187,2978567,2978568"
2977187,"2975804,2975805,2977186,2977188,2978568,2978569"
2977188,"2975805,2975806,2977187,2977189,2978569,2978570"
2977189,"2975806,2975807,2977188,2977190,2978570,2978571"
2977190,"2975807,2975808,2977189,2977191,2978571,2978572"
2977191,"2975808,2975809,2977190,2977192,2978572,2978573"
2977192,"2975809,2975810,2977191,2977193,2978573,2978574"
2977193,"2975810,2975811,2977192,2977194,2978574,2978575"
2977194,"2975811,2975812,2977193,2977195,2978575,2978576"
2977195,"2975812,2975813,2977194,2977196,2978576,2978577"
2977196,"2975813,2975814,2977195,2977197,2978577,2978578"
2977197,"2975814,2975815,2977196,2977198,2978578,2978579"
2977198,"2975815,2975816,2977197,2977199,2978579,2978580"
2977199,"2975816,2975817,2977198,2977200,2978580,2978581"
2977200,"2975817,2975818,2977199,2977201,2978581,2978582"
2977201,"2975818,2975819,2977200,2977202,2978582,2978583"
2977202,"2975819,2975820,2977201,2977203,2978583,2978584"
2977203,"2975820,2975821,2977202,2977204,2978584,2978585"
2977204,"2975821,2975822,2977203,2977205,2978585,2978586"
2977205,"2975822,2975823,2977204,2977206,2978586,2978587"
2977206,"2975823,2975824,2977205,2977207,2978587,2978588"
2977207,"2975824,2975825,2977206,2977208,2978588,2978589"
2977208,"2975825,2975826,2977207,2977209,2978589,2978590"
2977209,"2975826,2975827,2977208,2977210,2978590,2978591"
2977210,"2975827,2975828,2977209,2977211,2978591,2978592"
2977211,"2975828,2975829,2977210,2977212,2978592,2978593"
2977212,"2975829,2975830,2977211,2977213,2978593,2978594"
2977213,"2975830,2975831,2977212,2977214,2978594,2978595"
2977214,"2975831,2975832,2977213,2977215,2978595,2978596"
2977215,"2975832,2975833,2977214,2977216,2978596,2978597"
2977216,"2975833,2975834,2977215,2977217,2978597,2978598"
2977217,"2975834,2975835,2977216,2977218,2978598,2978599"
2977218,"2975835,2975836,2977217,2977219,2978599,2978600"
2977219,"2975836,2975837,2977218,2977220,2978600,2978601"
2977220,"2975837,2975838,2977219,2977221,2978601,2978602"
2977221,"2975838,2975839,2977220,2977222,2978602,2978603"
2977222,"2975839,2975840,2977221,2977223,2978603,2978604"
2977223,"2975840,2975841,2977222,2977224,2978604,2978605"
2977224,"2975841,2975842,2977223,2977225,2978605,2978606"
2977225,"2975842,2975843,2977224,2977226,2978606,2978607"
2977226,"2975843,2975844,2977225,2977227,2978607,2978608"
2977227,"2975844,2975845,2977226,2977228,2978608,2978609"
2977228,"2975845,2975846,2977227,2977229,2978609,2978610"
2977229,"2975846,2975847,2977228,2977230,2978610,2978611"
2977230,"2975847,2975848,2977229,2977231,2978611,2978612"
2977231,"2975848,2975849,2977230,2977232,2978612,2978613"
2977232,"2975849,2975850,2977231"
2977351,"2975968,2975969,2977352,2978733"
2977352,"2975969,2975970,2977351,2977353,2978733,2978734"
2977353,"2975970,2975971,2977352,2977354,2978734,2978735"
2977354,"2975971,2975972,2977353,2977355,2978735,2978736"
2977355,"2975972,2975973,2977354,2977356,2978736,2978737"
2977356,"2975973,2975974,2977355,2977357,2978737,2978738"
2977357,"2975974,2975975,2977356,2977358,2978738,2978739"
2977358,"2975975,2975976,2977357,2977359,2978739,2978740"
2977359,"2975976,2975977,2977358,2977360,2978740,2978741"
2977360,"2975977,2975978,2977359,2977361,2978741,2978742"
2977361,"2975978,2975979,2977360,2977362,2978742,2978743"
2977362,"2975979,2975980,2977361,2977363,2978743,2978744"
2977363,"2975980,2975981,2977362,2977364,2978744,2978745"
2977364,"2975981,2975982,2977363,2977365,2978745,2978746"
2977365,"2975982,2975983,2977364,2977366,2978746,2978747"
2977366,"2975983,2975984,2977365,2977367,2978747,2978748"
2977367,"2975984,2975985,2977366,2977368,2978748,2978749"
2977368,"2975985,2975986,2977367,2977369,2978749,2978750"
2977369,"2975986,2975987,2977368,2977370,2978750,2978751"
2977370,"2975987,2975988,2977369,2977371,2978751,2978752"
2977371,"2975988,2975989,2977370,2977372,2978752,2978753"
2977372,"2975989,2975990,2977371,2977373,2978753,2978754"
2977373,"2975990,2975991,2977372,2977374,2978754,2978755"
2977374,"2975991,2975992,2977373,2977375,2978755,2978756"
2977375,"2975992,2975993,2977374,2977376,2978756"
2977376,"2975993,2975994,2977375"
2978566,"2978567"
2978567,"2977186,2978566,2978568"
2978568,"2977186,2977187,2978567,2978569"
2978569,"2977187,2977188,2978568,2978570"
2978570,"2977188,2977189,2978569,2978571"
2978571,"2977189,2977190,2978570,2978572"
2978572,"2977190,2977191,2978571,2978573"
2978573,"2977191,2977192,2978572,2978574"
2978574,"2977192,2977193,2978573,2978575"
2978575,"2977193,2977194,2978574,2978576"
2978576,"2977194,2977195,2978575,2978577"
2978577,"2977195,2977196,2978576,2978578"
2978578,"2977196,2977197,2978577,2978579"
2978579,"2977197,2977198,2978578,2978580"
2978580,"2977198,2977199,2978579,2978581"
2978581,"2977199,2977200,2978580,2978582"
2978582,"2977200,2977201,2978581,2978583"
2978583,"2977201,2977202,2978582,2978584"
2978584,"2977202,2977203,2978583,2978585"
2978585,"2977203,2977204,2978584,2978586"
2978586,"2977204,2977205,2978585,2978587"
2978587,"2977205,2977206,2978586,2978588"
2978588,"2977206,2977207,2978587,2978589"
2978589,"2977207,2977208,2978588,2978590"
2978590,"2977208,2977209,2978589,2978591"
2978591,"2977209,2977210,2978590,2978592"
2978592,"2977210,2977211,2978591,2978593"
2978593,"2977211,2977212,2978592,2978594"
2978594,"2977212,2977213,2978593,2978595"
2978595,"2977213,2977214,2978594,2978596"
2978596,"2977214,2977215,2978595,2978597"
2978597,"2977215,2977216,2978596,2978598"
2978598,"2977216,2977217,2978597,2978599"
2978599,"2977217,2977218,2978598,2978600"
2978600,"2977218,2977219,2978599,2978601"
2978601,"2977219,2977220,2978600,2978602"
2978602,"2977220,2977221,2978601,2978603"
2978603,"2977221,2977222,2978602,2978604"
2978604,"2977222,2977223,2978603,2978605"
2978605,"2977223,2977224,2978604,2978606"
2978606,"2977224,2977225,2978605,2978607"
2978607,"2977225,2977226,2978606,2978608"
2978608,"2977226,2977227,2978607,2978609"
2978609,"2977227,2977228,2978608,2978610"
2978610,"2977228,2977229,2978609,2978611"
2978611,"2977229,2977230,2978610,2978612"
2978612,"2977230,2977231,2978611,2978613"
2978613,"2977231,2978612"
2978733,"2977351,2977352,2978734"
2978734,"2977352,2977353,2978733,2978735"
2978735,"2977353,2977354,2978734,2978736"
2978736,"2977354,2977355,2978735,2978737"
2978737,"2977355,2977356,2978736,2978738"
2978738,"2977356,2977357,2978737,2978739"
2978739,"2977357,2977358,2978738,2978740"
2978740,"2977358,2977359,2978739,2978741"
2978741,"2977359,2977360,2978740,2978742"
2978742,"2977360,2977361,2978741,2978743"
2978743,"2977361,2977362,2978742,2978744"
2978744,"2977362,2977363,2978743,2978745"
2978745,"2977363,2977364,2978744,2978746"
2978746,"2977364,2977365,2978745,2978747"
2978747,"2977365,2977366,2978746,2978748"
2978748,"2977366,2977367,2978747,2978749"
2978749,"2977367,2977368,2978748,2978750"
2978750,"2977368,2977369,2978749,2978751"
2978751,"2977369,2977370,2978750,2978752"
2978752,"2977370,2977371,2978751,2978753"
2978753,"2977371,2977372,2978752,2978754"
2978754,"2977372,2977373,2978753,2978755,2980137"
2978755,"2977373,2977374,2978754,2978756,2980137"
2978756,"2977374,2977375,2978755"
2979949,"2979950,2981331"
2979950,"2979949,2979951,2981331,2981332"
2979951,"2979950,2979952,2981332,2981333"
2979952,"2979951,2979953,2981333,2981334"
2979953,"2979952,2979954,2981334,2981335"
2979954,"2979953,2979955,2981335,2981336"
2979955,"2979954,2979956,2981336,2981337"
2979956,"2979955,2979957,2981337,2981338"
2979957,"2979956,2979958,2981338,2981339"
2979958,"2979957,2979959,2981339,2981340"
2979959,"2979958,2979960,2981340,2981341"
2979960,"2979959,2979961,2981341,2981342"
2979961,"2979960,2979962,2981342,2981343"
2979962,"2979961,2979963,2981343,2981344"
2979963,"2979962,2979964,2981344,2981345"
2979964,"2979963,2979965,2981345,2981346"
2979965,"2979964,2979966,2981346,2981347"
2979966,"2979965,2979967,2981347,2981348"
2979967,"2979966,2979968,2981348,2981349"
2979968,"2979967,2979969,2981349,2981350"
2979969,"2979968,2979970,2981350,2981351"
2979970,"2979969,2979971,2981351,2981352"
2979971,"2979970,2979972,2981352,2981353"
2979972,"2979971,2979973,2981353,2981354"
2979973,"2979972,2979974,2981354,2981355"
2979974,"2979973,2979975,2981355,2981356"
2979975,"2979974,2979976,2981356,2981357"
2979976,"2979975,2979977,2981357,2981358"
2979977,"2979976,2979978,2981358,2981359"
2979978,"2979977,2979979,2981359,2981360"
2979979,"2979978,2979980,2981360,2981361"
2979980,"2979979,2979981,2981361,2981362"
2979981,"2979980,2979982,2981362,2981363"
2979982,"2979981,2979983,2981363,2981364"
2979983,"2979982,2979984,2981364,2981365"
2979984,"2979983,2979985,2981365,2981366"
2979985,"2979984,2979986,2981366,2981367"
2979986,"2979985,2979987,2981367,2981368"
2979987,"2979986,2979988,2981368,2981369"
2979988,"2979987,2979989,2981369,2981370"
2979989,"2979988,2979990,2981370,2981371"
2979990,"2979989,2979991,2981371,2981372"
2979991,"2979990,2979992,2981372,2981373"
2979992,"2979991,2979993,2981373,2981374"
2979993,"2979992,2979994,2981374,2981375"
2979994,"2979993,2979995,2981375,2981376"
2979995,"2979994,2981376"
2980116,"2980117"
2980117,"2980116,2980118"
2980118,"2980117,2980119,2981500"
2980119,"2980118,2980120,2981500,2981501"
2980120,"2980119,2980121,2981501,2981502"
2980121,"2980120,2980122,2981502,2981503"
2980122,"2980121,2980123,2981503,2981504"
2980123,"2980122,2980124,2981504,2981505"
2980124,"2980123,2980125,2981505,2981506"
2980125,"2980124,2980126,2981506,2981507"
2980126,"2980125,2980127,2981507,2981508"
2980127,"2980126,2980128,2981508,2981509"
2980128,"2980127,2980129,2981509,2981510"
2980129,"2980128,2980130,2981510,2981511"
2980130,"2980129,2980131,2981511,2981512"
2980131,"2980130,2980132,2981512,2981513"
2980132,"2980131,2980133,2981513,2981514"
2980133,"2980132,2980134,2981514,2981515"
2980134,"2980133,2980135,2981515,2981516"
2980135,"2980134,2980136,2981516,2981517"
2980136,"2980135,2980137,2981517,2981518"
2980137,"2978754,2978755,2980136,2980138,2981518,2981519"
2980138,"2980137,2981519"
2981331,"2979949,2979950,2981332"
2981332,"2979950,2979951,2981331,2981333"
2981333,"2979951,2979952,2981332,2981334,2982716"
2981334,"2979952,2979953,2981333,2981335,2982716"
2981335,"2979953,2979954,2981334,2981336"
2981336,"2979954,2979955,2981335,2981337"
2981337,"2979955,2979956,2981336,2981338"
2981338,"2979956,2979957,2981337,2981339"
2981339,"2979957,2979958,2981338,2981340"
2981340,"2979958,2979959,2981339,2981341"
2981341,"2979959,2979960,2981340,2981342"
2981342,"2979960,2979961,2981341,2981343"
2981343,"2979961,2979962,2981342,2981344"
2981344,"2979962,2979963,2981343,2981345"
2981345,"2979963,2979964,2981344,2981346"
2981346,"2979964,2979965,2981345,2981347"
2981347,"2979965,2979966,2981346,2981348"
2981348,"2979966,2979967,2981347,2981349"
2981349,"2979967,2979968,2981348,2981350"
2981350,"2979968,2979969,2981349,2981351"
2981351,"2979969,2979970,2981350,2981352"
2981352,"2979970,2979971,2981351,2981353"
2981353,"2979971,2979972,2981352,2981354"
2981354,"2979972,2979973,2981353,2981355"
2981355,"2979973,2979974,2981354,2981356"
2981356,"2979974,2979975,2981355,2981357"
2981357,"2979975,2979976,2981356,2981358"
2981358,"2979976,2979977,2981357,2981359"
2981359,"2979977,2979978,2981358,2981360"
2981360,"2979978,2979979,2981359,2981361"
2981361,"2979979,2979980,2981360,2981362"
2981362,"2979980,2979981,2981361,2981363"
2981363,"2979981,2979982,2981362,2981364"
2981364,"2979982,2979983,2981363,2981365"
2981365,"2979983,2979984,2981364,2981366"
2981366,"2979984,2979985,2981365,2981367"
2981367,"2979985,2979986,2981366,2981368"
2981368,"2979986,2979987,2981367,2981369"
2981369,"2979987,2979988,2981368,2981370"
2981370,"2979988,2979989,2981369,2981371"
2981371,"2979989,2979990,2981370,2981372"
2981372,"2979990,2979991,2981371,2981373"
2981373,"2979991,2979992,2981372,2981374"
2981374,"2979992,2979993,2981373,2981375"
2981375,"2979993,2979994,2981374,2981376"
2981376,"2979994,2979995,2981375,2981377,2982759"
2981377,"2981376,2982759"
2981500,"2980118,2980119,2981501"
2981501,"2980119,2980120,2981500,2981502"
2981502,"2980120,2980121,2981501,2981503"
2981503,"2980121,2980122,2981502,2981504"
2981504,"2980122,2980123,2981503,2981505"
2981505,"2980123,2980124,2981504,2981506"
2981506,"2980124,2980125,2981505,2981507"
2981507,"2980125,2980126,2981506,2981508"
2981508,"2980126,2980127,2981507,2981509"
2981509,"2980127,2980128,2981508,2981510"
2981510,"2980128,2980129,2981509,2981511"
2981511,"2980129,2980130,2981510,2981512"
2981512,"2980130,2980131,2981511,2981513"
2981513,"2980131,2980132,2981512,2981514"
2981514,"2980132,2980133,2981513,2981515"
2981515,"2980133,2980134,2981514,2981516,2982898"
2981516,"2980134,2980135,2981515,2981517,2982898"
2981517,"2980135,2980136,2981516,2981518"
2981518,"2980136,2980137,2981517"
2981519,"2980137,2980138"
2982716,"2981333,2981334,2982717,2984098"
2982717,"2982716,2982718,2984098,2984099"
2982718,"2982717,2982719,2984099,2984100"
2982719,"2982718,2982720,2984100,2984101"
2982720,"2982719,2982721,2984101,2984102"
2982721,"2982720,2982722,2984102,2984103"
2982722,"2982721,2982723,2984103,2984104"
2982723,"2982722,2982724,2984104,2984105"
2982724,"2982723,2982725,2984105,2984106"
2982725,"2982724,2982726,2984106,2984107"
2982726,"2982725,2982727,2984107,2984108"
2982727,"2982726,2982728,2984108,2984109"
2982728,"2982727,2982729,2984109,2984110"
2982729,"2982728,2982730,2984110,2984111"
2982730,"2982729,2982731,2984111,2984112"
2982731,"2982730,2982732,2984112,2984113"
2982732,"2982731,2982733,2984113,2984114"
2982733,"2982732,2982734,2984114,2984115"
2982734,"2982733,2982735,2984115,2984116"
2982735,"2982734,2982736,2984116,2984117"
