,ID,barangay_name,city_name,province_name,flood_probability_value,rain intensity_value,drought_value,buildability_landcov,RHU_Presence,Road_Presence,POI_Presence,Nearest_RHU,Distance_to_Nearest_RHU_km,popden_chi,popden_eld,popden_all,popden_wom,popden_w_1,popden_you,HCFAI,Cluster
0,2971819,Santa Rosa,Santa Fe,Nueva Vizcaya,0.208310229,0.459050978,0.788849959,1.0,0,0,0,3010498,48.477582833075225,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
1,2971820,Santa Rosa,Santa Fe,Nueva Vizcaya,0.208310229,0.459050978,0.788849959,1.0,0,0,0,3010498,49.70015736291742,1.517112,1.166999,19.722437,9.452766,5.018128,5.018128,0.56318605,1
2,2971821,Santa Rosa,Santa Fe,Nueva Vizcaya,0.208310229,0.459050978,0.788849959,1.0,0,0,0,3010498,50.744799842061305,8.33679800000001,7.39122100000001,109.550918,52.319314,27.894692,26.271077,0.56298876,1
3,2973198,Lawigan,Kayapa,Nueva Vizcaya,0.134009154,0.468439314,0.711946941,1.0,0,0,0,3010498,45.20687346208348,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
4,2973199,Lawigan,Kayapa,Nueva Vizcaya,0.134009154,0.468439314,0.711946941,1.0,0,0,0,3010498,46.230097933460186,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
5,2973200,Santa Rosa,Santa Fe,Nueva Vizcaya,0.208310229,0.459050978,0.788849959,1.0,0,0,0,3010498,47.31774325517171,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
6,2973201,Santa Rosa,Santa Fe,Nueva Vizcaya,0.208310229,0.459050978,0.788849959,1.0,0,0,0,3010498,48.37272330960244,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
7,2973202,Santa Rosa,Santa Fe,Nueva Vizcaya,0.208310229,0.459050978,0.788849959,1.0,0,0,0,3010498,49.365439419032754,0.638784,0.491368,8.304184,3.980112,2.112896,2.112896,0.56318605,1
8,2973203,Santa Rosa,Santa Fe,Nueva Vizcaya,0.208310229,0.459050978,0.788849959,1.0,0,0,0,3010498,50.178053630438725,2.453464,2.669948,32.83312,15.586712,8.37064,7.071748,0.56318605,1
9,2974578,Lawigan,Kayapa,Nueva Vizcaya,0.134009154,0.468439314,0.711946941,1.0,0,0,0,3010498,42.30810870977269,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
10,2974579,Lawigan,Kayapa,Nueva Vizcaya,0.134009154,0.468439314,0.711946941,1.0,0,0,0,3010498,42.98131470508726,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
11,2974580,Lawigan,Kayapa,Nueva Vizcaya,0.134009154,0.468439314,0.711946941,1.0,0,0,0,3010498,43.949963241689744,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
12,2974581,Lawigan,Kayapa,Nueva Vizcaya,0.134009154,0.468439314,0.711946941,1.0,0,0,0,3010498,44.86246573200079,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
13,2974582,Santa Rosa,Santa Fe,Nueva Vizcaya,0.208310229,0.459050978,0.788849959,1.0,0,0,0,3010498,45.77892403504063,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
14,2974583,Santa Rosa,Santa Fe,Nueva Vizcaya,0.208310229,0.459050978,0.788849959,1.0,0,0,0,3010498,46.73569374516676,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
15,2974584,Santa Rosa,Santa Fe,Nueva Vizcaya,0.208310229,0.459050978,0.788849959,1.0,0,0,0,3010498,47.7303507625534,0.159696,0.122842,2.076046,0.995028,0.528224,0.528224,0.56318605,1
16,2974585,Santa Rosa,Santa Fe,Nueva Vizcaya,0.208310229,0.459050978,0.788849959,1.0,0,0,0,3010498,48.76057657865325,0.319392,0.245684,4.152092,1.990056,1.056448,1.056448,0.56318605,1
17,2974586,Santa Rosa,Santa Fe,Nueva Vizcaya,0.208310229,0.459050978,0.788849959,1.0,0,0,0,3010498,49.4558631890698,0.319392,0.245684,4.152092,1.990056,1.056448,1.056448,0.56318605,1
18,2975959,Ansipsip,Kayapa,Nueva Vizcaya,0.115191026,0.556996187,0.62651693,1.0,0,0,0,3010498,40.37398336667586,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
19,2975960,Lawigan,Kayapa,Nueva Vizcaya,0.134009154,0.468439314,0.711946941,1.0,0,0,0,3010498,41.5296540507089,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
20,2975961,Lawigan,Kayapa,Nueva Vizcaya,0.134009154,0.468439314,0.711946941,1.0,0,0,0,3010498,42.339050941469054,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
21,2975962,Lawigan,Kayapa,Nueva Vizcaya,0.134009154,0.468439314,0.711946941,1.0,0,0,0,3010498,43.214524367826186,2.39234699990426,2.35437299990578,30.1511639987933,14.5819229994164,7.48082999970061,7.13906699971429,0.5723064,1
22,2975963,Lawigan,Kayapa,Nueva Vizcaya,0.134009154,0.468439314,0.711946941,1.0,0,0,0,3010498,44.13435316300024,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
23,2975964,Santa Rosa,Santa Fe,Nueva Vizcaya,0.208310229,0.459050978,0.788849959,1.0,0,0,0,3010498,45.09582323469432,0.079848,0.061421,1.038023,0.497514,0.264112,0.264112,0.56318605,1
24,2975965,Santa Rosa,Santa Fe,Nueva Vizcaya,0.208310229,0.459050978,0.788849959,1.0,0,0,0,3010498,46.09632901746411,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
25,2975966,Santa Rosa,Santa Fe,Nueva Vizcaya,0.208310229,0.459050978,0.788849959,1.0,0,0,0,3010498,47.13338473295507,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
