,ID,barangay_name,city_name,province_name,popden_chi,popden_eld,popden_wom,popden_w_1,popden_you,popden_all,flood_probability_value,rain intensity_value,drought_value,buildability_landcov,RHU_Presence,Road_Presence,POI_Presence,Nearest_RHU,Distance_to_Nearest_RHU_km,HubDist,HCFAI,Cluster
3,2561920,Agutayan,Balabac,Palawan,5.248662,0.761903,14.941755,5.164006,6.814795,0.865716431762131,0.488369281,0.933480399,0.894437341,0.0,0,0,0,2561920,0.109651551637239,,0.4037486,0.0
10,2564678,Catagupan,Balabac,Palawan,4.966476,1.299369,13.152498,4.850976,6.06372,1.084833240509033,0.502208183,0.925575843,0.917858161,0.0,0,0,0,2564678,0.0416756357243436,,0.40231484,0.0
11,2564679,Catagupan,Balabac,Palawan,4.966476,1.299369,13.152498,4.850976000000002,6.063720000000002,0.848242880344391,0.502208183,0.925575843,0.917858161,0.0,0,0,0,2564679,0.0418653893214682,,0.40231484,0.0
12,2564680,Catagupan,Balabac,Palawan,4.966476,1.299369,13.152498,4.850976,6.06372,1.592487347936167,0.502208183,0.925575843,0.917858161,0.0,0,0,0,2564680,0.163800317629543,,0.40231484,0.0
17,2564685,Agutayan,Balabac,Palawan,5.248662,0.761903,14.941755,5.164006,6.814795000000004,0.426188871101781,0.488369281,0.933480399,0.894437341,0.0,0,0,0,2564685,0.0456133092017212,,0.4037486,0.0
19,2566058,Catagupan,Balabac,Palawan,4.966476,1.299369,13.152498,4.850976,6.06372,2.005698645193326,0.502208183,0.925575843,0.917858161,0.0,0,0,0,2566058,0.114844984826842,,0.40231484,0.0
23,2566062,Catagupan,Balabac,Palawan,4.966476,1.299369,13.152498,4.850976,6.06372,0.261223736105205,0.502208183,0.925575843,0.917858161,0.0,0,0,0,2566062,0.0,,0.40231484,0.0
24,2566063,Catagupan,Balabac,Palawan,4.966476,1.299368999999999,13.152498,4.850976000000002,6.063719999999996,0.325820494762489,0.502208183,0.925575843,0.917858161,0.0,0,0,1,2566063,1.76559626190646e-13,,0.44638878,0.0
26,2566065,Catagupan,Balabac,Palawan,5.248662,0.761903,14.941755,5.164006,6.814795,0.361934140991809,0.502208183,0.925575843,0.917858161,0.0,0,0,0,2566065,0.0142839235387523,,0.40231484,0.0
27,2566066,Agutayan,Balabac,Palawan,5.248662,0.761903,14.941755,5.164006,6.814795000000002,0.141873376630247,0.488369281,0.933480399,0.894437341,0.0,0,0,0,2566066,0.0,,0.4037486,0.0
28,2566067,Agutayan,Balabac,Palawan,5.248662,0.761903,14.941755,5.164006,6.814795000000002,0.128630119235181,0.488369281,0.933480399,0.894437341,0.0,0,0,1,2566067,0.0,,0.4480526,0.0
29,2566068,Agutayan,Balabac,Palawan,3.4325545,0.767493,10.1590995,3.8294785,4.7427235,0.179068092095981,0.488369281,0.933480399,0.894437341,0.0,0,0,0,2566068,3.5346443249114697e-13,,0.4037486,0.0
30,2566069,Rabor,Balabac,Palawan,1.616447,0.773083,5.376444,2.494951,2.670652,0.51531663635927,0.480262569,0.933982849,0.845035207,0.0,0,0,0,2566069,0.0630361179595597,,0.40696302,0.0
31,2566070,Rabor,Balabac,Palawan,1.616447,0.773083,5.376444,2.494951,2.670652,0.860782381244328,0.480262569,0.933982849,0.845035207,0.0,0,0,0,2566070,0.0865149071820425,,0.40696302,0.0
33,2567437,Ramos,Balabac,Palawan,11.315131,3.057194,34.718477,14.723726999999998,16.621295,1.390550376319174,0.51701949,0.910136359,0.776415239,0.0,0,0,0,2567437,0.0713182321428441,,0.41149682,0.0
35,2567441,Salang,Balabac,Palawan,4.966476,1.299369,13.152498,4.850976,6.06372,2.009449970509325,0.499181278,0.922168422,0.792529756,0.0,0,0,0,2567441,0.289665668714881,,0.410373,0.0
36,2567442,Catagupan,Balabac,Palawan,4.966476,1.299369,13.152498,4.850976,6.06372,0.346819904596148,0.502208183,0.925575843,0.917858161,0.0,0,0,0,2567442,0.0,,0.40231484,0.0
38,2567444,Catagupan,Balabac,Palawan,4.966476,1.299369,13.152498,4.850976000000002,6.063720000000002,0.296980581331602,0.502208183,0.925575843,0.917858161,0.0,0,0,0,2567444,0.0,,0.40231484,0.0
39,2567445,Catagupan,Balabac,Palawan,4.966476,1.299369,13.152498,4.850976,6.06372,0.249400150523904,0.502208183,0.925575843,0.917858161,0.0,0,0,0,2567445,0.0,,0.40231484,0.0
40,2567446,Catagupan,Balabac,Palawan,5.17170218181818,0.908484636363637,14.4537758181818,5.078634181818182,6.609956363636366,0.158539135301752,0.502208183,0.925575843,0.917858161,0.0,0,0,1,2567446,1.76387036135719e-13,,0.44638878,0.0
41,2567447,Catagupan,Balabac,Palawan,5.248662,0.761903,14.941755,5.164006,6.814795,0.110832191360511,0.502208183,0.925575843,0.917858161,0.0,0,0,1,2567447,0.0,,0.44638878,0.0
45,2567451,Rabor,Balabac,Palawan,1.616447,0.773083,5.376444,2.494951,2.670652,0.159312019178617,0.480262569,0.933982849,0.845035207,0.0,0,0,0,2567451,1.76559626190646e-13,,0.40696302,0.0
46,2567452,Rabor,Balabac,Palawan,1.24884315384615,0.245492615384616,3.55104496153846,1.347359653846155,1.764058730769231,0.3466997263687,0.480262569,0.933982849,0.845035207,0.0,0,0,1,2567452,0.0133401647515338,,0.45176473,0.0
51,2568820,Ramos,Balabac,Palawan,11.315131,3.057194,34.718477,14.723727,16.621295,1.02218376994133,0.51701949,0.910136359,0.776415239,0.0,0,0,0,2568820,0.340734237671981,,0.41149682,0.0
55,2568824,Salang,Balabac,Palawan,4.966476,1.299369,13.152498,4.850976000000002,6.063720000000002,0.301857563767502,0.499181278,0.922168422,0.792529756,0.0,0,0,0,2568824,0.0042749851550477,,0.410373,0.0
57,2568826,Catagupan,Balabac,Palawan,4.966476,1.299369,13.152498,4.850976,6.06372,0.286545449006024,0.502208183,0.925575843,0.917858161,0.0,0,0,0,2568826,0.0,,0.40231484,0.0
58,2568827,Catagupan,Balabac,Palawan,4.966476,1.299369,13.152498,4.850976,6.06372,0.236322756697025,0.502208183,0.925575843,0.917858161,0.0,0,0,0,2568827,1.76387036135719e-13,,0.40231484,0.0
59,2568828,Catagupan,Balabac,Palawan,4.966476,1.299369,13.152498,4.850976,6.06372,0.20583394317211,0.502208183,0.925575843,0.917858161,0.0,0,0,0,2568828,0.0,,0.40231484,0.0
64,2568833,Rabor,Balabac,Palawan,1.616447,0.773083,5.376444,2.494951,2.670652,0.147121191218662,0.480262569,0.933982849,0.845035207,0.0,0,0,0,2568833,0.0,,0.40696302,0.0
65,2568834,Pasig,Balabac,Palawan,1.616447,0.773083,5.376444,2.494951,2.670652,0.155226236496348,0.488206637,0.932954894,0.81292982,0.0,0,0,0,2568834,1.76387036135719e-13,,0.40891096,0.0
66,2568835,Rabor,Balabac,Palawan,1.234139,0.224389,3.478029,1.301456000000001,1.727795,0.206954438426941,0.480262569,0.933982849,0.845035207,0.0,0,0,0,2568835,0.0,,0.40696302,0.0
67,2568836,Melville,Balabac,Palawan,1.234139,0.224389,3.478029,1.301456,1.727795,0.968654400884768,0.472949508,0.936346632,0.76028611,0.0,0,0,0,2568836,0.0966904888330041,,0.4124334,0.0
68,2568837,Melville,Balabac,Palawan,3.929519,0.81865,11.256435,4.072783000000001,5.096095000000002,0.702059694929012,0.472949508,0.936346632,0.76028611,0.0,0,0,1,2568837,0.0421881926288377,,0.4580251,0.0
69,2568838,Melville,Balabac,Palawan,3.929519,0.81865,11.256435,4.072783000000001,5.096095,0.93202432387405,0.472949508,0.936346632,0.76028611,0.0,0,0,1,2568838,0.0420011162481833,,0.4580251,0.0
72,2570200,Ramos,Balabac,Palawan,11.315131,3.057194,34.718477,14.723727,16.621295,0.299271226793096,0.51701949,0.910136359,0.776415239,0.0,0,0,0,2570200,0.0073396084467745,,0.41149682,0.0
73,2570201,Ramos,Balabac,Palawan,11.315131,3.057194,34.718477,14.723727,16.621295,0.687709337648223,0.51701949,0.910136359,0.776415239,0.0,0,0,0,2570201,0.134554694691058,,0.41149682,0.0
74,2570202,Ramos,Balabac,Palawan,11.315131,3.057194,34.718477,14.723727,16.621295,0.992473130456863,0.51701949,0.910136359,0.776415239,0.0,0,0,0,2570202,0.152962313982099,,0.41149682,0.0
79,2570207,Catagupan,Balabac,Palawan,7.619393,2.7902,27.472743,10.087648,13.629056,0.343969063266464,0.502208183,0.925575843,0.917858161,0.0,0,0,0,2570207,0.0,,0.40231484,0.0
80,2570208,Catagupan,Balabac,Palawan,5.298090625,1.485722875,14.942528625,5.505560000000002,7.009387000000002,0.566254168427248,0.502208183,0.925575843,0.917858161,0.0,0,0,0,2570208,0.0,,0.40231484,0.0
82,2570210,Malaking Ilog,Balabac,Palawan,5.248662,0.761903,14.941755,5.164006,6.814795,0.169345924550934,0.486446215,0.93525049,0.800725948,0.0,0,0,0,2570210,1.76387036135719e-13,,0.40964907,0.0
88,2570216,Pasig,Balabac,Palawan,1.234139,0.224389,3.478029,1.301456,1.727795,0.156629324920716,0.488206637,0.932954894,0.81292982,0.0,0,0,0,2570216,0.0,,0.40891096,0.0
89,2570217,Pasig,Balabac,Palawan,1.234139,0.224389,3.478029,1.301456,1.727795,0.139073296157377,0.488206637,0.932954894,0.81292982,0.0,0,0,0,2570217,1.76387036135719e-13,,0.40891096,0.0
90,2570218,Melville,Balabac,Palawan,3.929519,0.81865,11.256435,4.072783000000001,5.096095,0.250084512656735,0.472949508,0.936346632,0.76028611,0.0,0,0,0,2570218,0.0,,0.4124334,0.0
91,2570219,Melville,Balabac,Palawan,3.929519,0.81865,11.256435,4.072783000000001,5.096095,0.444740550937476,0.472949508,0.936346632,0.76028611,0.0,0,0,0,2570219,0.0858132503866077,,0.4124334,0.0
92,2570220,Melville,Balabac,Palawan,3.929519,0.81865,11.256435,4.072783000000001,5.096095,0.787604651436573,0.472949508,0.936346632,0.76028611,0.0,0,0,0,2570220,0.0346576227011048,,0.4124334,0.0
93,2571578,Ramos,Balabac,Palawan,11.315131,3.057194,34.718477,14.723727,16.621295,2.233422642946243,0.51701949,0.910136359,0.776415239,0.0,0,0,0,2571578,0.0564104300546645,,0.41149682,0.0
94,2571581,Ramos,Balabac,Palawan,11.315131,3.057194,34.718477,14.723727,16.621295,0.9519249546859,0.51701949,0.910136359,0.776415239,0.0,0,0,0,2571581,0.10560241954068,,0.41149682,0.0
95,2571582,Ramos,Balabac,Palawan,11.315131,3.057194,34.718477,14.723726999999998,16.621295,0.225988058954157,0.51701949,0.910136359,0.776415239,0.0,0,0,1,2571582,0.0,,0.45695835,0.0
96,2571583,Ramos,Balabac,Palawan,11.315131,3.057194,34.718477,14.723727,16.621295,0.219725127030405,0.51701949,0.910136359,0.776415239,0.0,0,0,0,2571583,0.0,,0.41149682,0.0
97,2571584,Ramos,Balabac,Palawan,11.315131,3.057194,34.718477,14.723727,16.621295,0.244401250101332,0.51701949,0.910136359,0.776415239,0.0,0,0,0,2571584,1.76559626190646e-13,,0.41149682,0.0
98,2571585,Ramos,Balabac,Palawan,11.68551975,3.20909,35.32096075,14.880299,16.716513499999998,0.926803814803625,0.51701949,0.910136359,0.776415239,0.0,0,0,0,2571585,0.0518967672924589,,0.41149682,0.0
99,2571586,Salang,Balabac,Palawan,12.796686,3.664778,37.128412,15.350015,17.002169,0.229337432211445,0.499181278,0.922168422,0.792529756,0.0,0,0,1,2571586,0.0,,0.45567557,0.0
102,2571589,Salang,Balabac,Palawan,9.34515733333333,3.081726,30.6912993333333,11.841770333333336,14.753427,0.369906863527177,0.499181278,0.922168422,0.792529756,0.0,0,0,0,2571589,1.76559626190646e-13,,0.410373,0.0
103,2571590,Salang,Balabac,Palawan,7.619393,2.7902,27.472743,10.087648,13.629056000000002,1.252243864920831,0.499181278,0.922168422,0.792529756,0.0,0,0,0,2571590,0.0,,0.410373,0.0
104,2571591,Poblacion VI,Balabac,Palawan,11.5277439090909,3.964878181818183,39.7575116363636,16.68849709090909,19.905937818181823,3.203678272025926,0.498527408,0.92935431,0.837592599,0.0,0,0,0,2571591,1.76559626190646e-13,,0.40728995,0.0
105,2571592,Malaking Ilog,Balabac,Palawan,16.217765,5.374492,54.499234,24.609516,27.438196,2.516216817251641,0.486446215,0.93525049,0.800725948,0.0,0,0,0,2571592,0.0,,0.40964907,0.0
107,2571594,Malaking Ilog,Balabac,Palawan,2.489385,0.313478,7.892271,3.466698,3.927696,0.130493576132825,0.486446215,0.93525049,0.800725948,0.0,0,0,0,2571594,0.0,,0.40964907,0.0
114,2571601,Melville,Balabac,Palawan,3.929519,0.81865,11.256435,4.072783000000001,5.096095,0.250534207593623,0.472949508,0.936346632,0.76028611,0.0,0,0,0,2571601,0.0,,0.4124334,0.0
115,2571602,Melville,Balabac,Palawan,3.929519,0.818650000000001,11.256435,4.072783000000001,5.096095000000002,1.27542300911637,0.472949508,0.936346632,0.76028611,0.0,0,0,0,2571602,0.348170686858923,,0.4124334,0.0
118,2572963,Ramos,Balabac,Palawan,11.315131,3.057194,34.718477,14.723727,16.621295,0.31549777008675,0.51701949,0.910136359,0.776415239,0.0,0,0,0,2572963,0.0145746824125404,,0.41149682,0.0
119,2572964,Ramos,Balabac,Palawan,11.315131,3.057194,34.718477,14.723727,16.621295,0.216252559882766,0.51701949,0.910136359,0.776415239,0.0,0,0,0,2572964,0.0,,0.41149682,0.0
120,2572965,Ramos,Balabac,Palawan,11.315131,3.057194,34.718477,14.723727,16.621295,0.204620212369922,0.51701949,0.910136359,0.776415239,0.0,0,0,0,2572965,1.76559626190646e-13,,0.41149682,0.0
122,2572967,Salang,Balabac,Palawan,12.796686,3.664778,37.128412,15.350015,17.002169000000002,0.633191709344586,0.499181278,0.922168422,0.792529756,0.0,0,0,0,2572967,0.0700544654181686,,0.410373,0.0
123,2572968,Salang,Balabac,Palawan,12.796686,3.664778,37.128412,15.350015,17.002169,0.211966217999105,0.499181278,0.922168422,0.792529756,0.0,0,0,0,2572968,0.0,,0.410373,0.0
124,2572969,Salang,Balabac,Palawan,12.796686,3.664778,37.128412,15.350015,17.002169,0.192918450720068,0.499181278,0.922168422,0.792529756,0.0,0,0,0,2572969,1.76387036135719e-13,,0.410373,0.0
125,2572970,Salang,Balabac,Palawan,12.796686,3.664778,37.128412,15.350015,17.002169,0.288245334742325,0.499181278,0.922168422,0.792529756,0.0,0,0,0,2572970,0.0,,0.410373,0.0
126,2572971,Salang,Balabac,Palawan,1.215246,0.621126,5.293071,2.02541,2.862579,0.817806018296108,0.499181278,0.922168422,0.792529756,0.0,0,0,0,2572971,0.0,,0.410373,0.0
127,2572972,Poblacion VI,Balabac,Palawan,1.215246,0.621126,5.293071,2.02541,2.862578999999998,1.623516538513266,0.498527408,0.92935431,0.837592599,0.0,0,0,1,2572972,0.0,,0.45214087,0.0
128,2572973,Poblacion VI,Balabac,Palawan,12.0185866470588,4.890338588235296,44.263218,20.478281176470585,22.852254352941173,3.648219207636744,0.498527408,0.92935431,0.837592599,0.0,0,0,0,2572973,0.0,,0.40728995,0.0
129,2572974,Malaking Ilog,Balabac,Palawan,2.489385,0.313478,7.892271,3.466698,3.927696,0.425540990861399,0.486446215,0.93525049,0.800725948,0.0,0,0,0,2572974,1.76387036135719e-13,,0.40964907,0.0
132,2572977,Malaking Ilog,Balabac,Palawan,1.717304,0.241874,5.353474,1.685054,2.402613,0.193508834627812,0.486446215,0.93525049,0.800725948,0.0,0,0,0,2572977,0.0,,0.40964907,0.0
133,2572978,Indalawan,Balabac,Palawan,1.717304,0.241874,5.353474,1.685054,2.402613,0.306135655525359,0.472452326,0.938216441,0.794071427,0.0,0,0,0,2572978,0.0,,0.41020542,0.0
137,2572982,Melville,Balabac,Palawan,3.929519,0.81865,11.256435,4.072783000000001,5.096095,0.313340757014778,0.472949508,0.936346632,0.76028611,0.0,0,0,0,2572982,0.006398746371694,,0.4124334,0.0
140,2574346,Ramos,Balabac,Palawan,11.315131,3.057194,34.718477,14.723726999999998,16.621295,0.52070024132435,0.51701949,0.910136359,0.776415239,0.0,0,0,1,2574346,0.0662761573681893,,0.45695835,0.0
141,2574347,Ramos,Balabac,Palawan,11.315131,3.057194,34.718477,14.723727000000002,16.621295,0.4333618543288,0.51701949,0.910136359,0.776415239,0.0,0,0,0,2574347,0.0304378522003438,,0.41149682,0.0
142,2574348,Ramos,Balabac,Palawan,11.315131,3.057194,34.718477,14.723727000000002,16.621295,0.64304800214145,0.51701949,0.910136359,0.776415239,0.0,0,0,0,2574348,0.0816323331376975,,0.41149682,0.0
144,2574350,Salang,Balabac,Palawan,12.796686,3.664778,37.128412,15.350015,17.002169,0.204218231470269,0.499181278,0.922168422,0.792529756,0.0,0,0,0,2574350,1.76559626190646e-13,,0.410373,0.0
145,2574351,Salang,Balabac,Palawan,12.796686,3.664778,37.128412,15.350015,17.002169,0.184015236178534,0.499181278,0.922168422,0.792529756,0.0,0,0,0,2574351,0.0,,0.410373,0.0
146,2574352,Salang,Balabac,Palawan,9.64482225,2.77348225,28.029315,11.577248,12.85371175,0.161891306448969,0.499181278,0.922168422,0.792529756,0.0,0,0,1,2574352,0.0,,0.45567557,0.0
149,2574355,Malaking Ilog,Balabac,Palawan,0.86661543877551,0.469808581632654,3.76081423469387,1.561456295918369,2.040439622448977,1.203690343536437,0.486446215,0.93525049,0.800725948,0.0,0,0,0,2574355,0.0212191365188321,,0.40964907,0.0
154,2574360,Indalawan,Balabac,Palawan,1.717304,0.241874,5.353474,1.685054,2.402613,0.440951170681192,0.472452326,0.938216441,0.794071427,0.0,0,0,0,2574360,1.76387036135719e-13,,0.41020542,0.0
155,2574361,Indalawan,Balabac,Palawan,1.717304,0.241874,5.353474,1.685054,2.402613,0.527339534887246,0.472452326,0.938216441,0.794071427,0.0,0,0,0,2574361,0.0,,0.41020542,0.0
157,2574363,Indalawan,Balabac,Palawan,1.717304,0.241874,5.353474,1.685054,2.402613,0.148025118594566,0.472452326,0.938216441,0.794071427,0.0,0,0,0,2574363,0.0,,0.41020542,0.0
158,2574364,Melville,Balabac,Palawan,1.717304,0.241874,5.353474,1.685054,2.402613,0.233278978380572,0.472949508,0.936346632,0.76028611,0.0,0,0,0,2574364,3.52774072271438e-13,,0.4124334,0.0
162,2575731,Salang,Balabac,Palawan,12.796686,3.664778,37.128412,15.350015000000004,17.002169,0.243828386872364,0.499181278,0.922168422,0.792529756,0.0,0,0,1,2575731,0.0,,0.45567557,0.0
163,2575732,Salang,Balabac,Palawan,12.796686,3.664778,37.128412,15.350015,17.002169,0.232839785973518,0.499181278,0.922168422,0.792529756,0.0,0,0,0,2575732,1.76387036135719e-13,,0.410373,0.0
166,2575735,Salang,Balabac,Palawan,0.189231,0.099595,0.732024,0.258947,0.40834,0.13748301672084,0.499181278,0.922168422,0.792529756,0.0,0,0,0,2575735,0.155983047723486,,0.410373,0.0
167,2575736,Poblacion III,Balabac,Palawan,0.189231,0.099595000000001,0.732023999999997,0.258947,0.408339999999999,0.76392138268508,0.007163668,0.93525049,0.777522879,0.0,0,0,1,2575736,0.0911492658995618,,0.46525848,0.0
169,2575738,Malaking Ilog,Balabac,Palawan,2.489385,0.313478,7.892271,3.466698,3.927696,0.261637357598177,0.486446215,0.93525049,0.800725948,0.0,0,0,0,2575738,0.0,,0.40964907,0.0
170,2575739,Malaking Ilog,Balabac,Palawan,2.489385,0.313478,7.892271,3.466698,3.927696,0.258117034870515,0.486446215,0.93525049,0.800725948,0.0,0,0,0,2575739,1.76387036135719e-13,,0.40964907,0.0
173,2575742,Indalawan,Balabac,Palawan,1.717304,0.241874,5.353474,1.685054000000001,2.402613000000001,0.550972625243762,0.472452326,0.938216441,0.794071427,0.0,0,0,1,2575742,0.0479789070205167,,0.455484,0.0
174,2575743,Indalawan,Balabac,Palawan,1.717304,0.241874,5.353474,1.685054000000001,2.402613000000001,0.364150095873207,0.472452326,0.938216441,0.794071427,0.0,0,0,0,2575743,0.0501151546248627,,0.41020542,0.0
175,2575744,Melville,Balabac,Palawan,1.717304,0.241874,5.353474,1.685054,2.402613,0.20544261932373,0.472949508,0.936346632,0.76028611,0.0,0,0,0,2575744,0.0130006499031852,,0.4124334,0.0
176,2575745,Melville,Balabac,Palawan,1.717304,0.241874,5.353474,1.685054000000001,2.402613,0.355929987070089,0.472949508,0.936346632,0.76028611,0.0,0,0,1,2575745,0.0850497579118974,,0.4580251,0.0
180,2577113,Salang,Balabac,Palawan,12.796686,3.664778,37.128412,15.350015,17.002169,0.838838517858136,0.499181278,0.922168422,0.792529756,0.0,0,0,0,2577113,0.113701976591515,,0.410373,0.0
181,2577114,Salang,Balabac,Palawan,12.796686,3.664777999999999,37.128412,15.350015000000004,17.002169000000002,0.399763344716625,0.499181278,0.922168422,0.792529756,0.0,0,0,0,2577114,0.0493241398531154,,0.410373,0.0
182,2577115,Salang,Balabac,Palawan,12.796686,3.664777999999999,37.128412,15.350015,17.002169,0.506947673638994,0.499181278,0.922168422,0.792529756,0.0,0,0,1,2577115,0.0612319901857374,,0.45567557,0.0
184,2577117,Salang,Balabac,Palawan,0.189231,0.099595,0.732024,0.258947,0.40834,0.220969069322557,0.499181278,0.922168422,0.792529756,0.0,0,0,0,2577117,0.0903593198242529,,0.410373,0.0
185,2577118,Poblacion V,Balabac,Palawan,0.189231,0.099595,0.732024,0.258947,0.40834,1.048768936594327,0.450350236,0.930850327,0.749778008,0.0,0,0,0,2577118,0.550593678669686,,0.4136454,0.0
186,2577119,Malaking Ilog,Balabac,Palawan,50.285567,26.073998,221.628982,98.708706,108.020848,0.617260419111699,0.486446215,0.93525049,0.800725948,0.0,0,0,0,2577119,0.0311404121666692,,0.40964907,0.0
187,2577120,Malaking Ilog,Balabac,Palawan,2.489385,0.313478,7.892271,3.466698000000001,3.927696000000001,0.606329032352993,0.486446215,0.93525049,0.800725948,0.0,0,0,0,2577120,0.0554516675162946,,0.40964907,0.0
188,2577121,Malaking Ilog,Balabac,Palawan,2.489385,0.313478,7.892271,3.466698,3.927695999999999,0.514672775623165,0.486446215,0.93525049,0.800725948,0.0,0,0,1,2577121,0.028328160948552,,0.4548476,0.0
189,2577122,Malaking Ilog,Balabac,Palawan,2.489385,0.313478,7.892271,3.466698000000001,3.927695999999999,0.329330329737573,0.486446215,0.93525049,0.800725948,0.0,0,0,0,2577122,0.0339011734209949,,0.40964907,0.0
190,2577123,Malaking Ilog,Balabac,Palawan,2.489385,0.313478,7.892271,3.466698000000001,3.927696000000001,0.219550972791027,0.486446215,0.93525049,0.800725948,0.0,0,0,0,2577123,0.0,,0.40964907,0.0
191,2577124,Indalawan,Balabac,Palawan,1.717304,0.241874,5.353474,1.685054,2.402613,0.389781740816284,0.472452326,0.938216441,0.794071427,0.0,0,0,0,2577124,0.0562335272570866,,0.41020542,0.0
193,2577126,Indalawan,Balabac,Palawan,1.717304,0.241874,5.353474,1.685054000000001,2.402613,0.409919617345204,0.472452326,0.938216441,0.794071427,0.0,0,0,0,2577126,0.0550583472424339,,0.41020542,0.0
194,2577127,Indalawan,Balabac,Palawan,1.717304,0.241874,5.353474,1.685054,2.402613,0.53557318395802,0.472452326,0.938216441,0.794071427,0.0,0,0,0,2577127,0.0187637028588463,,0.41020542,0.0
196,2578483,Bancalaan,Balabac,Palawan,15.264893,2.760581000000001,43.808093,17.328879,20.046460000000003,4.545854084887486,0.52864545,0.903824039,0.68117757,0.0,0,0,1,2578483,0.0782842789948052,,0.4640176,0.0
197,2578484,Bancalaan,Balabac,Palawan,15.264893,2.760581,43.808093,17.328879,20.04646,1.702573241957699,0.52864545,0.903824039,0.68117757,0.0,0,0,1,2578484,0.0763072531640047,,0.4640176,0.0
201,2578503,Malaking Ilog,Balabac,Palawan,2.489385,0.313478,7.892271,3.466698,3.927696,1.214897589250044,0.486446215,0.93525049,0.800725948,0.0,0,0,0,2578503,0.323183054124899,,0.40964907,0.0
202,2578504,Malaking Ilog,Balabac,Palawan,2.489385,0.313478,7.892271,3.466698,3.927696,0.620175673564275,0.486446215,0.93525049,0.800725948,0.0,0,0,0,2578504,0.0547202566736618,,0.40964907,0.0
203,2578505,Malaking Ilog,Balabac,Palawan,2.07117445833333,0.2746925,6.51708929166667,2.501640833333334,3.101609375000001,0.38200012339013,0.486446215,0.93525049,0.800725948,0.0,0,0,0,2577124,1.08984834364428,,0.40964907,0.0
206,2579866,Bancalaan,Balabac,Palawan,15.264893,2.760581,43.808093,17.328879,20.04646,1.144566338898531,0.52864545,0.903824039,0.68117757,0.0,0,0,1,2579866,0.0,,0.4640176,0.0
207,2579867,Bancalaan,Balabac,Palawan,15.264893,2.760581,43.808093,17.328879,20.04646,1.373980957650124,0.52864545,0.903824039,0.68117757,0.0,0,0,1,2579867,0.0218864695465971,,0.4640176,0.0
209,2579876,Salang,Balabac,Palawan,12.796686,3.664778,37.128412,15.350015,17.002169,0.975628512014042,0.499181278,0.922168422,0.792529756,0.0,0,0,0,2579876,0.101453995639465,,0.410373,0.0
211,2581247,Bancalaan,Balabac,Palawan,15.264893,2.760581,43.808093,17.328879,20.04646,2.570719168128738,0.52864545,0.903824039,0.68117757,0.0,0,0,0,2581247,0.0835496542374898,,0.41772893,0.0
212,2581248,Bancalaan,Balabac,Palawan,15.264893,2.760581,43.808093,17.328879,20.04646,1.331095269655923,0.52864545,0.903824039,0.68117757,0.0,0,0,0,2581248,0.0,,0.41772893,0.0
213,2581249,Bancalaan,Balabac,Palawan,15.264893,2.760581000000002,43.808093,17.32887900000001,20.046460000000007,2.464359671570534,0.52864545,0.903824039,0.68117757,0.0,0,0,0,2581249,0.0356791773028647,,0.41772893,0.0
218,2582630,Bancalaan,Balabac,Palawan,15.264893,2.760581,43.808093,17.328879,20.04646,7.786388470445362,0.52864545,0.903824039,0.68117757,0.0,0,0,1,2581248,1.08582186215177,,0.4640176,0.0
219,2582631,Bancalaan,Balabac,Palawan,15.264893,2.760581000000001,43.808093,17.328879,20.046460000000003,6.250015417734782,0.52864545,0.903824039,0.68117757,0.0,0,0,1,2582631,0.0266030601154347,,0.4640176,0.0
221,2582637,Bancalaan,Balabac,Palawan,12.796686,3.664778000000001,37.128412,15.350015,17.002169,2.790469935962132,0.52864545,0.903824039,0.68117757,0.0,0,0,0,2582637,0.0350700410938424,,0.41772893,0.0
227,2585398,Bancalaan,Balabac,Palawan,15.264893,2.760581,43.808093,17.328879,20.04646,1.521205311567248,0.52864545,0.903824039,0.68117757,0.0,0,0,0,2585398,0.0162424506743473,,0.41772893,0.0
228,2585399,Bancalaan,Balabac,Palawan,15.264893,2.760581000000002,43.808093,17.328879000000008,20.046460000000007,1.426447192982477,0.52864545,0.903824039,0.68117757,0.0,0,0,1,2585399,0.0353408531431755,,0.4640176,0.0
229,2585400,Bancalaan,Balabac,Palawan,15.264893,2.760581,43.808093,17.328879,20.04646,5.505106925964356,0.52864545,0.903824039,0.68117757,0.0,0,0,0,2585400,0.0241072703141372,,0.41772893,0.0
234,2586781,Bancalaan,Balabac,Palawan,15.264893,2.760581,43.808093,17.328879,20.04646,1.553785456784406,0.52864545,0.903824039,0.68117757,0.0,0,0,0,2586781,0.0331035570576286,,0.41772893,0.0
236,2588150,Buliluyan,Bataraza,Palawan,3.01828,0.603656,10.011857,3.798616,5.005928,0.558997908873217,0.600024297,0.848446655,0.719623743,0.0,0,0,0,2588150,0.0892100580126489,,0.41577592,0.0
237,2588151,Buliluyan,Bataraza,Palawan,3.01828,0.603656,10.011857,3.798616,5.005928,0.589689726630847,0.600024297,0.848446655,0.719623743,0.0,0,0,0,2588151,0.0836699226004393,,0.41577592,0.0
242,2588162,Bancalaan,Balabac,Palawan,15.264893,2.760581,43.808093,17.328879,20.04646,3.290875038398164,0.52864545,0.903824039,0.68117757,0.0,0,0,0,2588162,0.0193374537111777,,0.41772893,0.0
