,ID,barangay_name,city_name,province_name,popden_chi,popden_eld,popden_wom,popden_w_1,popden_you,popden_all,flood_probability_value,rain intensity_value,drought_value,buildability_landcov,RHU_Presence,Road_Presence,POI_Presence,Nearest_RHU,Distance_to_Nearest_RHU_km,HubDist,HCFAI,Cluster
8762,2977557,Lumangbayan,Santa Cruz,Occidental Mindoro,2.531859,0.874094,9.54722,4.136877,4.96576,0.226023197593823,0.960078838,1.392357095,1.176697886,1.0,0,0,0,2977557,1.76387036135719e-13,,0.4751275,0.0
8763,2977558,Dayap,Santa Cruz,Occidental Mindoro,2.531859,0.874094,9.54722,4.136877,4.96576,0.170172952272942,0.957860951,1.385307922,1.247282193,1.0,0,0,0,2977558,3.53119252381293e-13,,0.47010913,0.0
8767,2977562,Pinagturilan (San Pedro),Santa Cruz,Occidental Mindoro,2.047673,0.581991,6.553722,2.898275,3.312871,1.050135680277583,0.889235561,1.403249765,1.203607472,1.0,0,0,0,2977562,1.76387036135719e-13,,0.47401854,0.0
8768,2977563,Pinagturilan (San Pedro),Santa Cruz,Occidental Mindoro,2.047673,0.581991,6.553722,2.898274999999999,3.312871000000001,1.475162940755696,0.889235561,1.403249765,1.203607472,1.0,0,1,0,2977563,0.0,,0.5481369,1.0
8769,2977564,Pinagturilan (San Pedro),Santa Cruz,Occidental Mindoro,2.047673,0.581991,6.55372199999999,2.898275000000004,3.312871000000001,2.0717980426254,0.889235561,1.403249765,1.203607472,0.0,0,0,1,2977564,1.76387036135719e-13,,0.4052336,0.0
8770,2977565,Claudio Salgado,Sablayan,Occidental Mindoro,2.047673,0.581991000000001,6.55372199999999,2.898275000000007,3.312870999999992,2.474170710359301,0.938622962,1.377212749,1.189934609,0.0,0,0,1,2977565,0.0,,0.40611023,0.0
8771,2977566,Claudio Salgado,Sablayan,Occidental Mindoro,0.682613,0.204518,2.455546,1.079697,1.217813,0.625271377314948,0.938622962,1.377212749,1.189934609,0.0,0,0,0,2977566,1.76387036135719e-13,,0.36885092,0.0
8773,2977568,Victoria,Sablayan,Occidental Mindoro,0.682613,0.204518,2.455546,1.079697,1.217813,0.772284752913635,0.917252476,1.383578982,1.18986122,0.0,0,0,1,2977568,0.0,,0.40625474,0.0
8774,2977569,Tagumpay,Sablayan,Occidental Mindoro,0.682613,0.204518,2.455546,1.079697,1.217813,0.520919132505504,0.924602754,1.374371392,1.181489868,0.0,0,0,0,2977569,0.0,,0.36952248,0.0
8775,2977570,Tagumpay,Sablayan,Occidental Mindoro,0.711090700000001,0.239500922222222,2.60826364444444,1.129475577777777,1.30586557777778,0.597665044502778,0.924602754,1.374371392,1.181489868,0.0,0,0,0,2977570,1.76387036135719e-13,,0.36952248,0.0
8776,2977571,San Vicente,Sablayan,Occidental Mindoro,1.8401,0.682223,6.637405,2.582118999999999,3.424705000000002,2.073490485810397,0.950562353,1.51620547,1.162262767,0.0,0,0,0,2977571,0.0,,0.36677676,0.0
8777,2977572,San Vicente,Sablayan,Occidental Mindoro,1.8401,0.682223,6.63740499999999,2.582119000000004,3.424704999999999,3.392511725215845,0.950562353,1.51620547,1.162262767,0.0,0,0,1,2977572,0.0,,0.40352067,0.0
8780,2977575,Tuban,Sablayan,Occidental Mindoro,1.057312,0.412844,3.916013,1.591368,2.039015,0.704428193863907,0.833091565,1.511494228,1.140341541,1.0,0,0,0,2977575,1.76387036135719e-13,,0.47594988,0.0
8781,2977576,Tuban,Sablayan,Occidental Mindoro,1.057312,0.412844,3.916013,1.591367999999999,2.039015,0.723919828451986,0.833091565,1.511494228,1.140341541,1.0,0,0,0,2977576,3.53119252381292e-13,,0.47594988,0.0
8782,2977577,Tuban,Sablayan,Occidental Mindoro,1.057312,0.412844,3.916013,1.591368000000001,2.039015000000002,1.175069671637599,0.833091565,1.511494228,1.140341541,1.0,0,0,0,2977577,0.0,,0.47594988,0.0
8783,2977578,Santa Lucia,Sablayan,Occidental Mindoro,0.936659149999999,0.342124575,3.363975125,1.3659292,1.685938,0.54151760920098,0.895004278,1.509659183,1.12032184,1.0,0,0,0,2977578,0.0,,0.4763806,0.0
8784,2977579,Tuban,Sablayan,Occidental Mindoro,0.803305999999999,0.263961,2.753828,1.11676,1.295695,0.28600818023347,0.833091565,1.511494228,1.140341541,0.0,0,0,0,2977579,1.76387036135719e-13,,0.369443,0.0
8785,2977580,Santa Lucia,Sablayan,Occidental Mindoro,0.803306,0.263961,2.753828,1.11676,1.295695,0.335401204305098,0.895004278,1.509659183,1.12032184,0.0,0,0,0,2977580,1.76732216245574e-13,,0.36973324,0.0
8786,2977581,San Nicolas,Sablayan,Occidental Mindoro,0.803306,0.263961,2.753828,1.11676,1.295695,0.292518851307916,0.973223248,1.507849905,1.143549515,0.0,0,0,0,2977581,7.05548144542876e-13,,0.36763257,0.0
8787,2977582,San Nicolas,Sablayan,Occidental Mindoro,0.861662884210528,0.277927357894736,2.89760429473684,1.146390905263157,1.340442873684209,0.983177010045976,0.973223248,1.507849905,1.143549515,0.0,0,0,0,2977582,0.131891505637499,,0.36763257,0.0
8789,2977668,Algeciras,Agutaya,Palawan,14.301534,3.260667,43.276069,18.201952,21.132425,4.38388189362602,0.778868719,1.094053841,0.537745829,0.0,0,0,0,2977668,0.0930933902209312,,0.4171769,0.0
8790,2977669,Algeciras,Agutaya,Palawan,14.301534,3.260667,43.276069,18.201952,21.132425,2.62044460773468,0.778868719,1.094053841,0.537745829,0.0,0,0,0,2977669,0.144897603482345,,0.4171769,0.0
8791,2977670,Algeciras,Agutaya,Palawan,14.301534,3.260667000000001,43.276069,18.20195200000001,21.132425,5.616770755676996,0.778868719,1.094053841,0.537745829,0.0,0,0,0,2977670,0.0559679110686714,,0.4171769,0.0
8793,2977697,Alcoba,Magsaysay,Palawan,0.0,0.0,0.0,0.0,0.0,0.0,0.764433316,1.062694788,0.602257407,0.0,0,0,0,2977697,0.0509277140015614,,0.5,0.0
8796,2978913,Udalo (Camurong),Abra De Ilog,Occidental Mindoro,2.587944,0.638385,6.693485,2.584120999999999,3.081067000000001,2.022765485838117,0.782139563,1.527160155,0.838038537,1.0,0,0,1,2978913,0.019166134720191,,0.54855347,1.0
8797,2978914,Udalo (Camurong),Abra De Ilog,Occidental Mindoro,2.587944,0.638385,6.693485,2.584121,3.081067,0.613962358489053,0.782139563,1.527160155,0.838038537,1.0,0,0,0,2978914,1.76387036135719e-13,,0.49933767,0.0
8808,2978928,Alacaak,Santa Cruz,Occidental Mindoro,57.536506,21.918669,210.814974,94.524259,107.310149,0.30172405074658,0.952100209,1.375227762,1.053053812,1.0,0,0,0,2978928,0.117546417090531,,0.48526293,0.0
8814,2978934,Kurtinganan,Santa Cruz,Occidental Mindoro,1.506558,0.513865,4.846679,2.172247,2.472001,0.806252899078222,0.929893164,1.393688049,0.952386738,1.0,0,0,0,2978934,3.52774072271438e-13,,0.49268082,0.0
8824,2978944,Pinagturilan (San Pedro),Santa Cruz,Occidental Mindoro,2.047673,0.581991,6.553722,2.898275,3.312871,0.583551871692334,0.889235561,1.403249765,1.203607472,1.0,0,0,0,2978944,5.29161108407157e-13,,0.47401854,0.0
8825,2978945,Pinagturilan (San Pedro),Santa Cruz,Occidental Mindoro,2.047673,0.581991,6.553722,2.898274999999999,3.312871000000001,1.264819974806292,0.889235561,1.403249765,1.203607472,1.0,0,0,1,2978945,0.0,,0.52381015,0.0
8826,2978946,Ilvita,Sablayan,Occidental Mindoro,2.047673,0.581991000000001,6.55372199999999,2.898275000000006,3.312870999999995,2.413663350150619,0.901803195,1.415799693,1.193699223,0.0,0,0,1,2978946,1.76732216245574e-13,,0.40528768,0.0
8827,2978947,Ilvita,Sablayan,Occidental Mindoro,1.8476587735849,0.553937301886793,5.80572452830189,2.168935188679246,2.725405377358493,1.150198873593192,0.901803195,1.415799693,1.193699223,0.0,0,0,0,2978947,0.0,,0.36819115,0.0
8828,2978948,Ilvita,Sablayan,Occidental Mindoro,1.06637775,0.32126,3.55019475,1.41057625,1.69749675,1.111750546342401,0.901803195,1.415799693,1.193699223,0.0,0,0,0,2978948,7.05548144542876e-13,,0.36819115,0.0
8829,2978949,Victoria,Sablayan,Occidental Mindoro,2.217672,0.671486,6.834141,2.403214,3.136548,1.033923528462876,0.917252476,1.383578982,1.18986122,0.0,0,0,0,2978949,0.0,,0.36896694,0.0
8830,2978950,Paetan,Sablayan,Occidental Mindoro,0.545121536585367,0.286844585365854,2.2571303902439,0.977948707317073,1.157757390243906,1.182974402348481,0.894533627,1.496922135,1.179364378,0.0,0,0,1,2978950,5.29161108407157e-13,,0.40388292,0.0
8831,2978951,Paetan,Sablayan,Occidental Mindoro,0.494708,0.317031,2.184378,0.940641,1.135737000000002,1.313238794261759,0.894533627,1.496922135,1.179364378,0.0,0,0,0,2978951,8.82280360788449e-13,,0.36706638,0.0
8832,2978952,San Vicente,Sablayan,Occidental Mindoro,1.29190973033708,0.477710393258427,4.59882419101124,1.815421764044945,2.363357808988762,2.018386970253756,0.950562353,1.51620547,1.162262767,0.0,0,0,1,2978952,0.0,,0.40352067,0.0
8833,2978953,San Vicente,Sablayan,Occidental Mindoro,1.8401,0.682223,6.63740499999999,2.582119000000004,3.424704999999999,2.757377080038084,0.950562353,1.51620547,1.162262767,0.0,0,0,1,2978953,1.76732216245574e-13,,0.40352067,0.0
8834,2978954,San Vicente,Sablayan,Occidental Mindoro,1.877440875,0.71944575,6.8322395,2.6535128125,3.519610750000001,0.937399303323388,0.950562353,1.51620547,1.162262767,1.0,0,0,0,2978954,0.0,,0.47195742,0.0
8837,2978957,Batong Buhay,Sablayan,Occidental Mindoro,1.057312,0.412844,3.916013,1.591368,2.039015,0.46593629952633,0.740081916,1.475063772,0.79376311,1.0,0,0,0,2978957,0.0,,0.5053987,0.0
8838,2978958,Batong Buhay,Sablayan,Occidental Mindoro,1.057312,0.412844,3.91601300000001,1.591367999999997,2.039015000000004,1.265030274648127,0.740081916,1.475063772,0.79376311,1.0,0,0,1,2978958,5.29506288517012e-13,,0.5542955,1.0
8839,2978959,Tuban,Sablayan,Occidental Mindoro,0.941854727272727,0.345169909090909,3.38774709090909,1.375637090909091,1.701142272727273,1.41869433861318,0.833091565,1.511494228,1.140341541,0.0,0,1,1,2978959,1.76387036135719e-13,,0.47594988,0.0
8840,2978960,Tuban,Sablayan,Occidental Mindoro,0.803306,0.263961,2.753828,1.11676,1.295695,0.592524484429561,0.833091565,1.511494228,1.140341541,1.0,0,0,0,2978960,0.0,,0.47594988,0.0
8841,2978961,General Emilio Aguinaldo,Sablayan,Occidental Mindoro,0.803305999999999,0.263961,2.753828,1.11676,1.295695,0.246434697583053,0.913513959,1.506186379,1.14826137,0.0,0,0,1,2978961,0.0,,0.4052633,0.0
8842,2978962,General Emilio Aguinaldo,Sablayan,Occidental Mindoro,0.803305999999999,0.263961,2.753828,1.11676,1.295695,0.295676083560439,0.913513959,1.506186379,1.14826137,0.0,0,0,0,2978962,0.0,,0.3681716,0.0
8843,2978963,General Emilio Aguinaldo,Sablayan,Occidental Mindoro,1.06730142857143,0.327142142857143,3.40424457142857,1.250804571428571,1.498125857142856,0.59834283485379,0.913513959,1.506186379,1.14826137,0.0,0,0,1,2978963,1.76387036135719e-13,,0.4052633,0.0
8844,2978964,General Emilio Aguinaldo,Sablayan,Occidental Mindoro,1.265298,0.374528,3.892057,1.351338,1.649949,2.232988833212385,0.913513959,1.506186379,1.14826137,0.0,0,0,0,2978964,0.14578148309685,,0.3681716,0.0
8846,2979051,Algeciras,Agutaya,Palawan,14.301534,3.260667,43.276069,18.20195200000001,21.132425000000005,3.190636780526903,0.778868719,1.094053841,0.537745829,0.0,0,0,0,2979051,0.166836072689937,,0.4171769,0.0
8847,2980295,Udalo (Camurong),Abra De Ilog,Occidental Mindoro,2.587944,0.638385,6.693485,2.584121,3.081067,1.658683246832628,0.782139563,1.527160155,0.838038537,1.0,0,0,0,2980295,0.0949905550642969,,0.49933767,0.0
8862,2980314,Kurtinganan,Santa Cruz,Occidental Mindoro,57.536506,21.918669,210.814974,94.524259,107.310149,0.308083020015196,0.929893164,1.393688049,0.952386738,1.0,0,0,0,2980314,3.52774072271438e-13,,0.49268082,0.0
8867,2980319,Lumangbayan,Santa Cruz,Occidental Mindoro,2.531859,0.874094,9.54722,4.136877,4.96576,0.178466173256157,0.960078838,1.392357095,1.176697886,1.0,0,0,0,2980319,0.0,,0.4751275,0.0
8872,2980324,Pinagturilan (San Pedro),Santa Cruz,Occidental Mindoro,2.253639,0.967956,7.987487,3.480209,3.893992,0.148229584614508,0.889235561,1.403249765,1.203607472,1.0,0,0,0,2980324,0.0,,0.47401854,0.0
8874,2980326,Pinagturilan (San Pedro),Santa Cruz,Occidental Mindoro,2.047673,0.581991,6.553722,2.898275,3.312871,0.491348756091637,0.889235561,1.403249765,1.203607472,1.0,0,0,0,2980326,1.76732216245574e-13,,0.47401854,0.0
8875,2980327,Pinagturilan (San Pedro),Santa Cruz,Occidental Mindoro,2.047673,0.581991,6.553722,2.898275,3.312871,0.497287579090662,0.889235561,1.403249765,1.203607472,1.0,0,0,0,2980327,0.0,,0.47401854,0.0
8876,2980328,Pinagturilan (San Pedro),Santa Cruz,Occidental Mindoro,2.047673,0.581991,6.553722,2.898274999999999,3.312871,0.882307764287551,0.889235561,1.403249765,1.203607472,1.0,0,0,0,2980328,1.76387036135719e-13,,0.47401854,0.0
8877,2980329,Pinagturilan (San Pedro),Santa Cruz,Occidental Mindoro,2.047673,0.581991,6.553722,2.898274999999999,3.312871000000001,1.600602376845575,0.889235561,1.403249765,1.203607472,1.0,0,1,0,2980329,0.0,,0.5481369,1.0
8878,2980330,Pinagturilan (San Pedro),Santa Cruz,Occidental Mindoro,2.217672,0.671486,6.834141,2.403214000000001,3.136548000000002,1.306216988221619,0.889235561,1.403249765,1.203607472,0.0,0,0,0,2980330,1.76387036135719e-13,,0.3681478,0.0
8879,2980331,Ilvita,Sablayan,Occidental Mindoro,2.217672,0.671486,6.834141,2.403214,3.136548000000001,1.107189289161137,0.901803195,1.415799693,1.193699223,0.0,0,0,0,2980331,0.0,,0.36819115,0.0
8880,2980332,Lagnas,Sablayan,Occidental Mindoro,2.09460314285714,0.646167785714287,6.50201507142858,2.298744499999998,2.993632928571432,1.377098368761832,0.915099455,1.449503708,1.182726569,0.0,0,0,1,2980332,0.0,,0.4047665,0.0
8881,2980333,Paetan,Sablayan,Occidental Mindoro,0.494708,0.317031,2.184378,0.940641,1.135736999999999,1.644478757657222,0.894533627,1.496922135,1.179364378,0.0,0,0,1,2980333,0.0,,0.40388292,0.0
8882,2980334,San Francisco,Sablayan,Occidental Mindoro,0.54488231496063,0.291607771653544,2.1933576456693,0.933275204724407,1.130916433070867,1.818498211340471,0.80470587,1.524781154,1.155995941,0.0,0,0,1,2980334,1.76732216245574e-13,,0.40590015,0.0
8883,2980335,San Francisco,Sablayan,Occidental Mindoro,0.650126,0.238281,2.212193,0.917825,1.120804999999999,1.610924978491286,0.80470587,1.524781154,1.155995941,0.0,0,0,0,2980335,0.0,,0.36868232,0.0
8884,2980336,San Vicente,Sablayan,Occidental Mindoro,1.67003016666667,0.660905333333334,6.239792,2.433838333333333,3.248036,0.908562385490243,0.950562353,1.51620547,1.162262767,1.0,0,0,0,2980336,0.0,,0.47195742,0.0
8885,2980337,Batong Buhay,Sablayan,Occidental Mindoro,2.437554,1.277787,9.754757,3.72442,4.943197,0.481337040610297,0.740081916,1.475063772,0.79376311,1.0,0,0,0,2980337,0.0,,0.5053987,0.0
8888,2980340,Tuban,Sablayan,Occidental Mindoro,1.057312,0.412844,3.916013,1.591368000000001,2.039015000000002,1.024441808779189,0.833091565,1.511494228,1.140341541,1.0,0,0,0,2980340,5.29161108407157e-13,,0.47594988,0.0
8889,2980341,Tuban,Sablayan,Occidental Mindoro,0.887974666666667,0.313588666666667,3.141223,1.274962666666667,1.543468333333333,0.532715211276873,0.833091565,1.511494228,1.140341541,1.0,0,1,0,2980341,5.29161108407157e-13,,0.54999876,1.0
8890,2980342,Malisbong,Sablayan,Occidental Mindoro,0.803306,0.263961,2.753828,1.11676,1.295695,0.348246317146949,0.860648994,1.473636172,0.887389023,1.0,0,1,0,2980342,0.0,,0.5687487,1.0
8891,2980343,Malisbong,Sablayan,Occidental Mindoro,0.803306,0.263961,2.753828,1.11676,1.295695,0.217121602888678,0.860648994,1.473636172,0.887389023,1.0,0,0,0,2980343,1.76387036135719e-13,,0.49603957,0.0
8892,2980344,Ligaya,Sablayan,Occidental Mindoro,0.803305999999999,0.263961,2.753828,1.11676,1.295695,0.199089231672304,0.936995994,1.476344039,0.976002447,1.0,0,0,0,2980344,3.52774072271438e-13,,0.4877524,0.0
8893,2980345,General Emilio Aguinaldo,Sablayan,Occidental Mindoro,0.897590081632653,0.286525693877551,2.98611963265306,1.164633061224489,1.367991734693878,0.61794026085429,0.913513959,1.506186379,1.14826137,1.0,0,1,1,2980345,5.29161108407157e-13,,0.59298146,1.0
8894,2980346,Ligaya,Sablayan,Occidental Mindoro,1.265298,0.374527999999999,3.89205700000001,1.351337999999999,1.649948999999997,1.632764380938594,0.936995994,1.476344039,0.976002447,0.0,1,0,1,2980346,0.0,0.0,0.4168973,0.0
8895,2980347,Ligaya,Sablayan,Occidental Mindoro,1.77346038053097,0.597164079646018,5.88572051327435,2.295039318584073,2.598525398230092,5.165367484092712,0.936995994,1.476344039,0.976002447,0.0,0,0,1,2980347,0.233499126874724,,0.4168973,0.0
8898,2981676,Udalo (Camurong),Abra De Ilog,Occidental Mindoro,2.587944,0.638385,6.693485,2.584121,3.081067,1.619904170113225,0.782139563,1.527160155,0.838038537,1.0,0,0,0,2981676,0.163037956970123,,0.49933767,0.0
8899,2981677,Udalo (Camurong),Abra De Ilog,Occidental Mindoro,2.587944,0.638385,6.693485,2.584121,3.081067,0.599856179534343,0.782139563,1.527160155,0.838038537,1.0,0,0,0,2981677,0.001111864197406,,0.49933767,0.0
8918,2981701,Lumangbayan,Santa Cruz,Occidental Mindoro,2.531859,0.874094,9.54722,4.136877,4.96576,0.175862916777809,0.960078838,1.392357095,1.176697886,1.0,0,0,0,2981701,3.52774072271438e-13,,0.4751275,0.0
8925,2981708,Pinagturilan (San Pedro),Santa Cruz,Occidental Mindoro,2.047673,0.581991,6.553722,2.898275,3.312871,0.371139879184857,0.889235561,1.403249765,1.203607472,1.0,0,0,0,2981708,3.52774072271438e-13,,0.47401854,0.0
8926,2981709,Pinagturilan (San Pedro),Santa Cruz,Occidental Mindoro,2.047673,0.581991,6.553722,2.898275,3.312871,0.402844096850931,0.889235561,1.403249765,1.203607472,1.0,0,0,0,2981709,0.0,,0.47401854,0.0
8928,2981711,Pinagturilan (San Pedro),Santa Cruz,Occidental Mindoro,2.20670432258065,0.665712129032258,6.8160494516129,2.435153419354839,3.147923677419356,0.85968624552091,0.889235561,1.403249765,1.203607472,1.0,0,0,0,2981711,1.76387036135719e-13,,0.47401854,0.0
8929,2981712,Ilvita,Sablayan,Occidental Mindoro,2.217672,0.671486,6.834141,2.403214,3.136548,1.218857099534944,0.901803195,1.415799693,1.193699223,0.0,0,0,0,2981712,3.53119252381292e-13,,0.36819115,0.0
8930,2981713,Lagnas,Sablayan,Occidental Mindoro,2.217672,0.671486,6.834141,2.403214,3.136548,1.474138353372875,0.915099455,1.449503708,1.182726569,0.0,0,0,0,2981713,0.0,,0.36777353,0.0
8931,2981714,Paetan,Sablayan,Occidental Mindoro,1.3131159,0.485397125,4.39301542500001,1.635363175,2.086122225000002,1.413459589798673,0.894533627,1.496922135,1.179364378,0.0,0,0,1,2981714,3.52774072271438e-13,,0.40388292,0.0
8932,2981715,San Francisco,Sablayan,Occidental Mindoro,0.59184425,0.26781225,2.201762375,0.926381,1.1264045,1.102051982529274,0.80470587,1.524781154,1.155995941,0.0,0,0,0,2981715,5.29506288517012e-13,,0.36868232,0.0
8933,2981716,San Francisco,Sablayan,Occidental Mindoro,0.66287033006536,0.262035339869281,2.36549130718954,0.976047320261433,1.214299699346405,2.966589389945106,0.80470587,1.524781154,1.155995941,0.0,0,0,1,2981716,0.0,,0.40590015,0.0
8934,2981717,San Francisco,Sablayan,Occidental Mindoro,0.873862539823011,0.561108469026548,4.3784001681416,1.739674858407078,2.420974929203536,3.495566033432425,0.80470587,1.524781154,1.155995941,1.0,0,0,0,2981717,3.53119252381292e-13,,0.47481748,0.0
8935,2981718,San Vicente,Sablayan,Occidental Mindoro,1.8401,0.682223,6.637405,2.582119,3.424705,0.885273961953714,0.950562353,1.51620547,1.162262767,1.0,0,1,0,2981718,5.29161108407157e-13,,0.546138,1.0
8937,2981720,Batong Buhay,Sablayan,Occidental Mindoro,1.057312,0.412844,3.916013,1.591368,2.039015,0.355821638092609,0.740081916,1.475063772,0.79376311,1.0,0,0,0,2981720,1.76732216245574e-13,,0.5053987,0.0
8938,2981721,Malisbong,Sablayan,Occidental Mindoro,1.057312,0.412844,3.916013,1.591368000000001,2.039015000000002,1.033210009021658,0.860648994,1.473636172,0.887389023,1.0,0,0,0,2981721,0.0,,0.49603957,0.0
8939,2981722,Batong Buhay,Sablayan,Occidental Mindoro,1.057312,0.412844,3.916013,1.591368000000002,2.039015000000003,1.17550684074631,0.740081916,1.475063772,0.79376311,1.0,0,0,1,2981722,3.52774072271438e-13,,0.5542955,1.0
8941,2981724,Malisbong,Sablayan,Occidental Mindoro,0.803306,0.263961,2.753828,1.11676,1.295695,0.162053589548981,0.860648994,1.473636172,0.887389023,1.0,0,0,1,2981724,0.0,,0.54540026,1.0
8942,2981725,Malisbong,Sablayan,Occidental Mindoro,0.803306,0.263961,2.753828,1.11676,1.295695,0.173698710598352,0.860648994,1.473636172,0.887389023,1.0,0,0,0,2981725,0.0,,0.49603957,0.0
8943,2981726,Ligaya,Sablayan,Occidental Mindoro,1.265298,0.374528,3.892057,1.351338,1.649949,0.145792282829192,0.936995994,1.476344039,0.976002447,1.0,0,0,1,2981726,0.0,,0.5373861,1.0
8944,2981727,Ligaya,Sablayan,Occidental Mindoro,1.265298,0.374528,3.892057,1.351338,1.649949,0.229297616842546,0.936995994,1.476344039,0.976002447,1.0,0,1,0,2981727,1.76387036135719e-13,,0.56114775,1.0
8945,2981728,Ligaya,Sablayan,Occidental Mindoro,1.925325,0.663699,6.481528,2.577065000000001,2.882007999999999,1.488303753901535,0.936995994,1.476344039,0.976002447,1.0,0,0,0,2981728,0.0,,0.4877524,0.0
8946,2981729,Ligaya,Sablayan,Occidental Mindoro,1.925325,0.663699,6.481528,2.577064999999999,2.882007999999999,1.052594043628466,0.936995994,1.476344039,0.976002447,1.0,0,0,1,2981729,0.0638559833512474,,0.5373861,1.0
8947,2981730,Burgos,Sablayan,Occidental Mindoro,6.23164833333333,2.536489666666667,21.7954186666667,8.482739,10.055406,0.835698217642112,0.932473343,1.472520547,1.030293199,1.0,0,0,0,2981730,0.0869871564895705,,0.48384428,0.0
8948,2981731,Burgos,Sablayan,Occidental Mindoro,8.38481,3.472885000000001,29.452364,11.435576,13.642105,5.936001936594646,0.932473343,1.472520547,1.030293199,1.0,0,0,0,2981731,0.0250852963871863,,0.48384428,0.0
8951,2981841,Lubid,Cuyo,Palawan,0.0,0.0,0.0,0.0,0.0,0.0,0.006658222,1.082187653,0.571971602,0.0,0,0,0,2981841,0.0044941693706117,,0.5,0.0
8952,2983058,Aninuan,Puerto Galera,Oriental Mindoro,2.587944,0.638385,6.693485,2.584121000000001,3.081066999999999,2.024570078180547,0.452872621,1.560721874,0.700451028,1.0,0,0,1,2983058,0.0862570288339515,,0.56305104,1.0
8970,2983080,Kurtinganan,Santa Cruz,Occidental Mindoro,266.372711,82.195008,1036.570379,488.603659,516.001995,0.418626933557945,0.929893164,1.393688049,0.952386738,1.0,0,0,0,2983080,0.0,,0.49268082,0.0
8973,2983083,Casague,Santa Cruz,Occidental Mindoro,1.506558,0.513865,4.846679,2.172247,2.472001,0.115341688703064,0.965706763,1.408822073,0.9874867,1.0,0,0,0,2983083,0.0,,0.48878542,0.0
8983,2983093,Pinagturilan (San Pedro),Santa Cruz,Occidental Mindoro,2.047673,0.581991,6.553722,2.898275,3.312871,0.361370674846038,0.889235561,1.403249765,1.203607472,1.0,0,0,0,2983093,0.0,,0.47401854,0.0
8984,2983094,Pinagturilan (San Pedro),Santa Cruz,Occidental Mindoro,2.217672,0.671486,6.834141,2.403214000000001,3.136548000000002,1.048086566255804,0.889235561,1.403249765,1.203607472,0.0,0,1,1,2983094,0.0,,0.47401854,0.0
8986,2983096,Lagnas,Sablayan,Occidental Mindoro,1.84625697560976,0.778542231707319,7.34812528048783,3.370446243902435,3.910172573170728,2.027766941082351,0.915099455,1.449503708,1.182726569,0.0,0,0,0,2983096,0.0,,0.36777353,0.0
8987,2983097,Lagnas,Sablayan,Occidental Mindoro,1.2093305,0.58847925,5.0597945,2.323055,2.69885825,1.141296848927662,0.915099455,1.449503708,1.182726569,0.0,0,0,0,2983097,0.0,,0.36777353,0.0
8988,2983098,Paetan,Sablayan,Occidental Mindoro,8.3998795,2.971439,27.6204195,11.506546999999998,13.616697999999996,0.865690198573437,0.894533627,1.496922135,1.179364378,0.0,0,0,0,2983098,1.76387036135719e-13,,0.36706638,0.0
8989,2983099,San Francisco,Sablayan,Occidental Mindoro,1.17209368965518,0.672714241379309,5.37303548275863,2.161465666666664,2.910619735632178,2.012508721528542,0.80470587,1.524781154,1.155995941,0.0,0,0,1,2983099,0.0,,0.40590015,0.0
8990,2983100,Batong Buhay,Sablayan,Occidental Mindoro,2.21473479069767,0.889284581395349,7.79687141860465,3.174488116279071,3.972741837209306,1.402979396388564,0.740081916,1.475063772,0.79376311,1.0,0,1,0,2983100,1.76387036135719e-13,,0.5771176,1.0
8991,2983101,Batong Buhay,Sablayan,Occidental Mindoro,2.846931,1.238701,9.753471,4.174111,4.897554,0.938170314462561,0.740081916,1.475063772,0.79376311,1.0,0,1,0,2983101,0.0,,0.5771176,1.0
8992,2983102,Batong Buhay,Sablayan,Occidental Mindoro,1.30135095454545,0.525460863636363,4.71203,1.943560227272727,2.428815772727272,0.445803589047047,0.740081916,1.475063772,0.79376311,1.0,0,0,0,2983102,0.0,,0.5053987,0.0
8993,2983103,Batong Buhay,Sablayan,Occidental Mindoro,1.057312,0.412844,3.916013,1.591368,2.039015,0.399753400808448,0.740081916,1.475063772,0.79376311,1.0,0,0,0,2983103,1.76387036135719e-13,,0.5053987,0.0
8994,2983104,Batong Buhay,Sablayan,Occidental Mindoro,0.803306,0.263960999999999,2.753828,1.11676,1.295694999999998,2.134017768136242,0.740081916,1.475063772,0.79376311,1.0,0,0,1,2983104,1.76387036135719e-13,,0.5542955,1.0
8995,2983105,Malisbong,Sablayan,Occidental Mindoro,0.803306,0.263961,2.753828,1.11676,1.295695,0.464803376405592,0.860648994,1.473636172,0.887389023,1.0,0,0,0,2983105,3.52774072271438e-13,,0.49603957,0.0
8997,2983107,Malisbong,Sablayan,Occidental Mindoro,0.803306,0.263961,2.753828,1.11676,1.295695,0.132959287243743,0.860648994,1.473636172,0.887389023,1.0,0,0,0,2983107,3.52774072271438e-13,,0.49603957,0.0
8999,2983109,Ligaya,Sablayan,Occidental Mindoro,1.265298,0.374528,3.892057,1.351338,1.649949,0.10894609811965,0.936995994,1.476344039,0.976002447,1.0,0,0,0,2983109,3.52774072271438e-13,,0.4877524,0.0
9000,2983110,Ligaya,Sablayan,Occidental Mindoro,1.925325,0.663699,6.481528,2.577065,2.882008,0.21611134668576,0.936995994,1.476344039,0.976002447,1.0,0,0,0,2983110,0.0,,0.4877524,0.0
