,ID,barangay_name,city_name,province_name,flood_probability_value,rain intensity_value,drought_value,buildability_landcov,RHU_Presence,Road_Presence,POI_Presence,Nearest_RHU,Distance_to_Nearest_RHU_km,popden_chi,popden_eld,popden_all,popden_wom,popden_w_1,popden_you,HCFAI,Cluster
0,3089928,Lampinigan,City of Isabela,City of Isabela (Not a Province),0.005814016,0.639172435,0.886347835,0.0,0,0,1,3165865,144.28577346299912,29.60469,6.30198,195.361578,89.9865,48.510648,40.889628,0.4759419,0
1,3091284,Labuan,City of Zamboanga,Zamboanga del Sur,0.862677068,0.692668378,0.775687437,0.0,0,0,0,3165865,108.16129862206894,0.47735735457346,0.182745624385633,3.53472466856755,1.75349461428956,0.896162128824609,0.746082747107711,0.38606185,0
2,3091285,Patalon,City of Zamboanga,Zamboanga del Sur,0.860924303,0.684305966,0.774226758,0.0,0,0,0,3165865,109.29708473598248,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
3,3092661,Limpapa,Sibuco,Zamboanga del Norte,0.307617824,0.707166566,0.795544236,1.0,0,0,0,3165865,102.51841269287402,113.679666,20.155993,725.614745,360.388638,165.278883,146.735419,0.50583375,0
4,3092662,Limpapa,City of Zamboanga,Zamboanga del Sur,0.924451436,0.701072311,0.784551773,1.0,0,0,1,3165865,103.48921155573812,189.657126,77.2135829999999,1416.342375,672.124428,340.492383,288.069039,0.5053704,0
5,3092663,Limpapa,City of Zamboanga,Zamboanga del Sur,0.924451436,0.701072311,0.784551773,1.0,0,0,0,3165865,104.66159870897788,65.097216,28.008044,493.247588,233.145514,119.10591,100.370142,0.49806154,0
6,3092664,Limpapa,City of Zamboanga,Zamboanga del Sur,0.924451436,0.701072311,0.784551773,1.0,0,0,1,3165865,105.95350099342896,74.945168,29.599036,558.251428,273.540498,139.784718,116.731222,0.5126495,0
7,3092665,Labuan,City of Zamboanga,Zamboanga del Sur,0.862677068,0.692668378,0.775687437,0.0,0,0,1,3165865,107.06194468797298,1060.179632,405.866143999998,7850.39355200002,3894.39747199997,1990.317792,1657.00124799999,0.49847913,0
8,3092666,Labuan,City of Zamboanga,Zamboanga del Sur,0.862677068,0.692668378,0.775687437,0.0,0,0,0,3165865,108.33698921835152,519.860413000001,204.480581,3887.96074299999,1913.617228,976.035053000003,809.699837,0.49516314,0
9,3092667,Patalon,City of Zamboanga,Zamboanga del Sur,0.860924303,0.684305966,0.774226758,0.0,0,0,0,3165865,109.29254408632264,251.213970000001,106.510497,1933.05692999999,930.352566000002,471.765884999999,387.310641,0.49020326,0
