ID,Neighbors
2938583,"2938583, 2938582, 2938583, 2939965, 2939964, 2938583, 2938582, 2939965, 2939964, 2938584, 2938583, 2939965, 2938582, 2938582, 2938582, 2939964, 2939964, 2938584, 2938584, 2938584, 2939965, 2939965, 2939965, 2939965, 2939964, 2939965"
2938584,"2938584, 2938583, 2938583, 2939965, 2938583, 2939965, 2938584, 2938583, 2939965, 2938584, 2938585, 2938585, 2938584, 2938585, 2939966, 2938584, 2939965, 2939966, 2938585, 2939966, 2939966, 2939965, 2939965, 2939965, 2939965"
2938585,"2938585, 2938586, 2938586, 2938586, 2938585, 2938586, 2938586, 2938586, 2939967, 2938586, 2938584, 2938585, 2939966, 2938584, 2939966, 2939967, 2938586, 2938585, 2939966, 2939966"
2938586,"2938586, 2938587, 2938586, 2938586, 2938585, 2938587, 2938587, 2938586, 2938587, 2938586, 2938587, 2939968, 2938587, 2938586, 2939968, 2939967, 2938586, 2938585, 2939967, 2938586, 2938585, 2939968"
2938587,"2938587, 2938587, 2938588, 2938587, 2938588, 2938588, 2939968, 2939969, 2938587, 2938586, 2939969, 2938588, 2938587, 2938586, 2938586, 2939969, 2939969, 2938587, 2938588, 2938587, 2938586, 2938587, 2938586, 2938587, 2939968, 2938587, 2938586, 2939968, 29"
2938588,"2938588, 2938587, 2938588, 2938589, 2938588, 2939969, 2938587, 2938589, 2939969, 2938588, 2939970, 2938587, 2939969, 2939970, 2939969, 2938587, 2938588, 2938587, 2938587, 2938587, 2938587, 2939969"
2938589,"2938589, 2938590, 2938590, 2938589, 2939971, 2938590, 2938590, 2938590, 2939971, 2939971, 2938589, 2938588, 2938588, 2938589, 2938588, 2938589, 2939971, 2938588, 2939970, 2939971, 2939970, 2938588"
2938590,"2938590, 2938589, 2938591, 2938591, 2939972, 2938591, 2938590, 2938591, 2939972, 2938590, 2938589, 2939972, 2939971, 2938591, 2939972, 2938591, 2938590, 2938590, 2938591, 2938590, 2939972, 2939971, 2939972, 2939972, 2939972, 2939971, 2938589, 2938589, 29"
2938591,"2938591, 2938591, 2939972, 2939973, 2938592, 2939973, 2938592, 2938591, 2939973, 2938592, 2939973, 2939973, 2938590, 2938591, 2939972, 2938590, 2939972, 2938591, 2939972, 2938592, 2938592, 2938591, 2938590, 2938592, 2938592, 2938592, 2938590, 2938591, 29"
2938592,"2938592, 2939974, 2938592, 2938591, 2938591, 2939973, 2938593, 2938592, 2939974, 2939973, 2938593, 2939974, 2939974, 2938592, 2938591, 2939973, 2938592, 2939973, 2939974, 2939973, 2938591, 2938591, 2938592, 2938593, 2938592, 2938591, 2938592, 2938592, 29"
2938593,"2938593, 2938592, 2939974, 2938592, 2938594, 2938594, 2939975, 2938593, 2939975, 2938592, 2939974, 2938594, 2938593, 2938594, 2939975, 2939975, 2939974, 2939975, 2939974, 2938592, 2938592, 2939974, 2938592, 2938593, 2938592, 2938592, 2938592, 2938592, 29"
2938594,"2938594, 2939976, 2938594, 2939975, 2938593, 2939975, 2938595, 2939976, 2938595, 2938594, 2938593, 2938594, 2939975, 2939976, 2939976, 2939976, 2939975, 2939975, 2939976, 2938593, 2938593, 2938594, 2938595, 2938594, 2938594, 2938593, 2939975, 2938595, 29"
2938595,"2938595, 2939977, 2938594, 2939976, 2938594, 2938596, 2938595, 2939977, 2938596, 2939977, 2939976, 2938595, 2939977, 2938594, 2938594, 2939976, 2939977, 2939977, 2939976, 2939976, 2939977, 2939976, 2939977, 2938594, 2938595, 2938594, 2938594, 2938595, 29"
2938596,"2938596, 2938595, 2939977, 2938596, 2938595, 2939977, 2938596, 2939977, 2939978, 2938595, 2939977, 2939977, 2939977, 2939978, 2939977, 2939977, 2938595, 2938595, 2938596, 2938595, 2938597, 2938596, 2939977, 2939978, 2938597, 2938596, 2939978, 2938597, 29"
2938597,"2938597, 2938596, 2938596, 2938596, 2939978, 2939978, 2939979, 2938596, 2938597, 2938596, 2939978, 2939979, 2938597, 2938596, 2939978, 2939979, 2938597, 2939978, 2939978"
2938598,"2938598, 2939980, 2938598, 2939979, 2938598, 2939979, 2938597, 2938599, 2939979, 2938597, 2939979, 2938597, 2939979, 2938597"
2938599,"2938599, 2939980, 2939981, 2938599, 2939981, 2938600, 2938599, 2939980, 2938598, 2939980, 2938598, 2938598, 2938599, 2939981, 2939981, 2938600, 2938600"
2938600,"2938600, 2938599, 2938599, 2939981, 2939981, 2938600, 2939982, 2938601, 2938601, 2939982, 2938601, 2938600, 2939982, 2938601, 2938601, 2939982"
2938601,"2938601, 2938602, 2939983, 2938601, 2939982, 2939983, 2938601, 2938600, 2939982, 2938601, 2938602, 2938601, 2939983, 2939982, 2939983"
2938602,"2938602, 2938602, 2939984, 2939983, 2938603, 2938603, 2938602, 2939984, 2939983, 2938601, 2938602, 2939984, 2939983, 2938601, 2939983, 2938601, 2938601, 2938603, 2939984, 2938603, 2939984, 2938602, 2938601, 2938603, 2939984, 2939984, 2939983, 2939983"
2938603,"2938603, 2938604, 2938603, 2938604, 2938603, 2938602, 2938602, 2939984, 2938604, 2938603, 2939985, 2938604, 2938603, 2938602, 2939984, 2938604, 2938604, 2938602, 2939984, 2938604, 2938604, 2938604, 2938603, 2939984, 2939985, 2938603, 2939984, 2939985, 29"
2938604,"2938604, 2938603, 2938604, 2938603, 2938604, 2938603, 2938604, 2938603, 2939985, 2938605, 2938604, 2939986, 2938603, 2938604, 2938604, 2938605, 2939986, 2938604, 2938604, 2939986, 2938605, 2938604, 2939986, 2938603, 2939985, 2938603, 2939985, 2938604, 29"
2938605,"2938605, 2938604, 2938604, 2938604, 2938604, 2938605, 2938604, 2939986, 2938604, 2938604, 2938606, 2938605, 2939986, 2939987, 2938604, 2938604, 2939986, 2938605, 2938604, 2939986, 2938604, 2938605, 2938604, 2939986, 2938605, 2939986, 2939987, 2938604, 29"
2938606,"2938606, 2938605, 2938605, 2938606, 2938605, 2939987, 2938605, 2938605, 2938605, 2939987, 2939987, 2938607, 2938606, 2939987, 2939988, 2938606, 2939987, 2939988, 2938607, 2939988, 2939987, 2939988, 2938606, 2938607, 2938607, 2938606, 2938607, 2938606, 29"
2938608,"2938608, 2938607, 2938607, 2939990, 2939990, 2939989, 2939990, 2939989, 2938607, 2938609, 2938609, 2939989, 2938608, 2938607, 2938607, 2938607, 2938607, 2939990, 2938608, 2938609"
2938609,"2938609, 2938610, 2939991, 2938609, 2938608, 2938610, 2938610, 2938610, 2939990, 2938608, 2939991, 2938609"
2938610,"2938610, 2938611, 2939991, 2938609, 2938610, 2939991, 2938609, 2938610, 2938611, 2938611, 2938611, 2938610, 2938611, 2939992, 2938610, 2939991, 2938609"
2938611,"2938611, 2938612, 2939993, 2938611, 2939992, 2939992, 2938610, 2938612, 2938611, 2938612, 2938610, 2938610, 2938612, 2938611, 2938612, 2938611, 2938612, 2938611, 2938610, 2939993, 2938611, 2939992, 2938610"
2938613,"2938613, 2939995, 2938614, 2938614, 2938614, 2939994, 2938612, 2938613, 2938613, 2938612, 2938612, 2938612"
2938614,"2938614, 2938615, 2939996, 2938614, 2938615, 2938614, 2938613, 2938613"
2938626,"2938626, 2938625, 2938625, 2938626, 2938625, 2940007, 2940008, 2938627, 2938626, 2940007, 2940008, 2940007, 2940008"
2938627,"2938627, 2938626, 2938628, 2938626, 2940008, 2938628, 2938627, 2938626, 2940009, 2940008, 2940009, 2940008"
2938628,"2938628, 2938627, 2938629, 2940010, 2938629, 2938628, 2940010, 2938628, 2938627, 2940010, 2940009, 2940010, 2940009"
2938629,"2938629, 2938630, 2938629, 2938628, 2938630, 2938630, 2938630, 2938629, 2940011, 2940010, 2938629, 2938628, 2940011, 2940010, 2938628, 2940010, 2940010"
2938633,"2938633, 2938632, 2938633, 2940014, 2938632, 2938634, 2938633, 2940015, 2940014, 2940014, 2938634, 2938633, 2940015, 2938632, 2940014, 2938632, 2938634"
2938634,"2938634, 2938635, 2938634, 2938633, 2938633, 2938634, 2938633, 2940015, 2940016, 2938634, 2938633, 2940015, 2940016, 2938635, 2938634, 2940016"
2938639,"2938639, 2938638, 2938639, 2938638, 2940020"
2938640,"2938640, 2938639, 2938641, 2938639"
2938644,"2938644, 2938643, 2940025, 2940026, 2940026, 2940026, 2940026, 2938643, 2940025, 2938644, 2938643, 2938645, 2938645, 2938645, 2940026, 2938644, 2938643, 2938643"
2938645,"2938645, 2940027, 2938645, 2940026, 2938644, 2940027, 2940026, 2940027, 2940026, 2940027, 2940026, 2940026, 2938644, 2938646, 2938645, 2938645, 2938645, 2940026, 2938644"
2938647,"2938647, 2940028, 2940029, 2938648, 2938647, 2940028, 2940029, 2938647, 2940029, 2940028, 2938646, 2940028, 2938646, 2938646, 2938647, 2940028, 2938646"
2938648,"2938648, 2938647, 2940029, 2938649, 2940030, 2938648, 2938647, 2940029, 2940030, 2938647, 2940029, 2940030, 2938647, 2940030"
2938649,"2938649, 2938650, 2940031, 2938650, 2940031, 2938649, 2940030, 2938649, 2938648, 2938649, 2940030, 2938648, 2940030, 2940030, 2940031, 2940030"
2938650,"2938650, 2940032, 2938649, 2938651, 2938651, 2938650, 2940032, 2940031, 2940032, 2938650, 2940031, 2940032, 2938649, 2938649, 2938649, 2938651, 2940032, 2940031"
2938651,"2938651, 2938652, 2938651, 2938650, 2940032, 2938652, 2938651, 2940033, 2938651, 2938650, 2940032, 2940033, 2940033, 2940032, 2940033, 2938650, 2940032, 2938651, 2940032, 2940033"
2938655,"2938655, 2940037, 2938656, 2938656, 2938654, 2940036, 2938655, 2940036, 2940036"
2938659,"2938659, 2938658, 2938660, 2940041, 2940040, 2938659, 2938658, 2938659, 2938658, 2940040, 2938658, 2938659, 2938660, 2940041, 2938658, 2940040, 2938659, 2940041, 2940040, 2938660, 2938660, 2938660, 2940040"
2938660,"2938660, 2940041, 2938659, 2938659, 2938659, 2938660, 2940042, 2940041, 2940042, 2938659, 2940041, 2938661, 2938660, 2940042, 2938661, 2938660, 2938660, 2938661"
2938661,"2938661, 2940043, 2938660, 2940042, 2938662, 2938661, 2940043, 2938660, 2938660, 2938661, 2940043, 2938662, 2940043, 2938662"
2938663,"2938663, 2940045, 2940044, 2940045, 2938663, 2940045, 2938663, 2940045, 2938664, 2940045, 2938664, 2938664, 2938664, 2938664, 2938662, 2938663, 2938664, 2938662, 2938662, 2938662, 2940044, 2938663, 2938662, 2938663, 2940045, 2940044"
2938664,"2938664, 2938665, 2938665, 2940046, 2940046, 2938665, 2940046, 2940045, 2938664, 2938665, 2938664, 2938665, 2938665, 2938664, 2938664, 2938665, 2940046, 2938663, 2938664, 2938663, 2938663, 2940045, 2938665"
2938665,"2938665, 2940047, 2940046, 2940046, 2938664, 2938665, 2940047, 2938666, 2938665, 2940046, 2940046, 2940047, 2938665, 2940046, 2938664, 2938665, 2938664, 2938665, 2938665, 2938664, 2938666, 2940047, 2938664, 2938665, 2940047, 2940046, 2938664, 2938666, 29"
2938672,"2938672, 2938671, 2938672, 2938671, 2940053, 2938671, 2938672, 2938673, 2940054, 2938673, 2940054, 2940054, 2938673, 2938672, 2940054, 2938673, 2938671, 2938673, 2940053, 2938672, 2940054, 2938672, 2940054, 2940053, 2940053, 2940054"
2938673,"2938673, 2940055, 2940054, 2938673, 2940055, 2940054, 2940054, 2940055, 2938673, 2938674, 2938672, 2940054, 2938673, 2938674, 2938674, 2938673, 2940055, 2938672, 2940054, 2940055, 2938672, 2940054, 2940054"
2938674,"2938674, 2938675, 2940056, 2938675, 2938675, 2938675, 2938674, 2940056, 2938673, 2940055, 2938673, 2940055, 2940055, 2938673, 2938674, 2938673, 2938674, 2938675, 2938674, 2940056, 2938673, 2940055, 2940056, 2940056, 2940055"
2938675,"2938675, 2940057, 2940056, 2940057, 2940057, 2938676, 2938675, 2940057, 2938676, 2938675, 2938676, 2938675, 2940057, 2938674, 2940056, 2940057, 2938676, 2940057, 2938674, 2938674, 2938675, 2938674, 2940056, 2940056, 2940056"
2938676,"2938676, 2938677, 2938675, 2940057, 2940058, 2940057, 2940058, 2940057, 2938676, 2938675, 2940057, 2938676, 2938675, 2938676, 2938675, 2940057, 2940057, 2938677, 2940058, 2938676, 2940057, 2938675, 2938677"
2938677,"2938677, 2940059, 2940058, 2938678, 2938677, 2940059, 2940059, 2940059, 2938678, 2940059, 2938678, 2940059, 2938678, 2940059, 2940058, 2938677, 2940059, 2940058, 2938676, 2938678, 2938677, 2940059, 2938678, 2938678, 2938678, 2940058, 2940058, 2938676, 29"
2938678,"2938678, 2938677, 2938679, 2938679, 2940060, 2938679, 2938679, 2938679, 2940060, 2940060, 2940059, 2938678, 2938677, 2940059, 2940059, 2938679, 2940059, 2938679, 2938679, 2940060, 2938679, 2938679, 2938678, 2940060, 2940059, 2938678, 2940060, 2940059, 29"
2939918,"2939918, 2939918, 2939919, 2938537, 2939918"
2939919,"2939919, 2938538, 2939920, 2939920, 2939919, 2938538, 2938538, 2938538, 2938537, 2939918, 2939918, 2939919, 2938538, 2938537, 2939918"
2939920,"2939920, 2939919, 2938539, 2938538, 2939921, 2939920, 2938539, 2939920, 2939919, 2938539, 2938538, 2938538, 2938538, 2939919, 2938538, 2939921, 2938539, 2939921, 2938539, 2939921, 2939921"
2939921,"2939921, 2939920, 2938539, 2939920, 2938539, 2939922, 2938540, 2939922, 2939921, 2938539, 2938540, 2939921, 2938539, 2939921, 2939922, 2938540, 2939922, 2938540, 2939922, 2939922, 2939921"
2939922,"2939922, 2938540, 2938541, 2939922, 2939923, 2939923, 2938541, 2939923, 2939923, 2938541, 2939923, 2939923, 2939921, 2938540, 2939921, 2939923, 2939921, 2939922, 2938540, 2939923, 2938541, 2939922, 2938540, 2939923, 2939922, 2939922, 2939923, 2939921, 29"
2939923,"2939923, 2939923, 2939924, 2938542, 2938541, 2939923, 2938542, 2939923, 2938541, 2939923, 2938542, 2939924, 2938542, 2938542, 2939923, 2939924, 2938542, 2939924, 2939923, 2939924, 2939924, 2939922, 2939923, 2938541, 2939922, 2939923, 2939922, 2939924, 29"
2939924,"2939924, 2938542, 2939923, 2938542, 2939923, 2939923, 2938542, 2939924, 2938542, 2938543, 2938542, 2939923, 2939924, 2938542, 2938543, 2939925, 2939924, 2938543, 2939925, 2939923, 2939924, 2939925, 2939924, 2939925, 2939925, 2939923, 2939923, 2939924, 29"
2939925,"2939925, 2939926, 2939924, 2938543, 2939925, 2939924, 2939925, 2939924, 2939925, 2939925, 2939926, 2939924, 2938544, 2938544, 2939926, 2939926, 2938544, 2939925, 2939926, 2939926"
2939926,"2939926, 2939925, 2939925, 2939925, 2939925, 2939926, 2938544, 2938545, 2938544, 2939926, 2938545, 2939927, 2938545, 2939927, 2939927, 2939927, 2939926, 2939927, 2939927, 2938544, 2939925, 2939926, 2938545, 2939927, 2939926"
2939927,"2939927, 2938546, 2938545, 2939927, 2938546, 2939928, 2939927, 2938546, 2939928, 2939927, 2939926, 2939927, 2939928, 2939927, 2939928, 2939928, 2939926, 2938545, 2939927, 2939926, 2939928, 2939928"
2939928,"2939928, 2939927, 2938546, 2939927, 2938547, 2938546, 2939928, 2939927, 2938547, 2938546, 2939928, 2939927, 2939927, 2939928, 2939927, 2939928, 2938547, 2939928, 2939927, 2939929, 2939928, 2939929, 2938547, 2939928, 2938547"
2939929,"2939929, 2938548, 2938547, 2939928, 2938547, 2939928, 2938547, 2939928, 2939928, 2939928, 2938547, 2939928, 2939929, 2939928, 2938548, 2939930, 2939929, 2938547, 2939928, 2938547, 2939930"
2939930,"2939930, 2939931, 2939931, 2938549, 2939930, 2939931, 2939931, 2939931, 2939930, 2939929, 2939931, 2939931, 2938548, 2939929, 2938548, 2939930, 2939929, 2939931, 2939930"
2939931,"2939931, 2938549, 2938550, 2939932, 2938550, 2939931, 2938550, 2939931, 2938549, 2938549, 2939930, 2938550, 2939931, 2939931, 2938549, 2939930, 2939932, 2939932, 2939932, 2939931, 2939931, 2939931, 2939930, 2939932, 2939932, 2939932, 2939931, 2939931, 29"
2939932,"2939932, 2938550, 2939932, 2939931, 2938550, 2938551, 2939932, 2938550, 2939931, 2938550, 2939931, 2938550, 2939931, 2939931, 2938551, 2939932, 2939933, 2938551, 2939932, 2939932, 2939931, 2939931, 2939931, 2939932, 2939932, 2939933, 2939932, 2939931, 29"
2939933,"2939933, 2938551, 2939932, 2939932, 2939932, 2939932, 2939933, 2939932, 2938552, 2938552, 2939933, 2939934, 2938552, 2939934, 2939933, 2939934"
2939934,"2939934, 2938553, 2938552, 2938553, 2938553, 2939935, 2939934, 2938553, 2939933, 2939934"
2939935,"2939935, 2939936, 2938554, 2939936, 2939935, 2938553, 2939934, 2938553, 2938553, 2938553, 2938554, 2939935, 2939934, 2938553, 2939934"
2939938,"2939938, 2939938, 2939937, 2938556, 2938557, 2939937, 2938556, 2938556, 2938556, 2938557, 2939938, 2938556, 2939937, 2939937, 2939939"
2939941,"2939941, 2939940, 2939940, 2938559, 2939941, 2938560, 2938559, 2939941, 2939942"
2939942,"2939942, 2938560, 2938561, 2939942, 2939941, 2939941, 2938560, 2939941, 2939943, 2939942"
2939949,"2939949, 2939948, 2938568, 2938567, 2938567, 2939950, 2938568, 2939950, 2939949, 2938568"
2939950,"2939950, 2938569, 2938568, 2939951, 2939950, 2939949, 2938568, 2939951"
2939951,"2939951, 2939952, 2939951, 2938570, 2939952, 2938570, 2939952, 2939950, 2938569, 2939952, 2939951, 2938570, 2939950, 2939951, 2939952"
2939952,"2939952, 2939951, 2939952, 2939951, 2938570, 2939952, 2938570, 2939953, 2938571, 2939952, 2939953, 2938571, 2939953, 2939952, 2939951, 2938570, 2938571, 2939951, 2939953, 2939952, 2939953"
2939953,"2939953, 2938571, 2939952, 2939953, 2938571, 2939954, 2939953, 2939954, 2939952, 2938571, 2939954, 2939954, 2939953, 2939952, 2939953"
2939955,"2939955, 2939956, 2938574, 2938574, 2939955, 2939956, 2939955, 2939956, 2939956, 2939955, 2939954, 2939954, 2939955, 2939954, 2939954"
2939956,"2939956, 2939956, 2938574, 2939955, 2939956, 2938574, 2938575, 2939957, 2939957, 2938574, 2939955, 2939956, 2939955, 2939957, 2939956, 2939956, 2939957, 2939955, 2939955"
2939957,"2939957, 2939957, 2938576, 2939958, 2939956, 2939957, 2939958, 2939958, 2939956, 2939956, 2939957, 2938576, 2939958, 2938576"
2939958,"2939958, 2939957, 2939958, 2939958, 2939959, 2939957, 2938576, 2939958, 2939959, 2938577, 2939959, 2938577, 2939959, 2938577, 2938577, 2938577, 2938577, 2938576, 2938577, 2938577"
2939959,"2939959, 2939958, 2939959, 2938577, 2938578, 2939960, 2939959, 2938577, 2939960, 2939959, 2938578, 2938577, 2938577, 2938577, 2938578, 2938577, 2938577, 2938577"
2939960,"2939960, 2939959, 2939959, 2938578, 2939960, 2939959, 2939960, 2939959, 2938578, 2938578"
2939962,"2939962, 2939961, 2938581, 2939963, 2938581, 2939963, 2939962, 2938580, 2938581, 2939962, 2938580, 2939963, 2939962, 2938580, 2939962, 2939961"
2939963,"2939963, 2938581, 2939962, 2938582, 2938581, 2939963, 2938581, 2939963, 2939962, 2938581, 2939962, 2938582, 2939964, 2939963, 2939962, 2939962, 2939964, 2939964"
2939964,"2939964, 2938583, 2938582, 2939965, 2939964, 2938583, 2939965, 2938582, 2939963, 2938582, 2939963, 2939963, 2938582, 2939964, 2939963, 2939964, 2939965, 2939965, 2939965, 2939965, 2939964, 2939965"
2939965,"2939965, 2939964, 2938583, 2939965, 2939964, 2938584, 2938583, 2939965, 2939964, 2939964, 2938584, 2938584, 2939966, 2938584, 2939965, 2939966, 2939966, 2939966, 2939965, 2939965, 2939965, 2939964, 2939965"
2939966,"2939966, 2938584, 2939965, 2939966, 2939967, 2938585, 2939966, 2939966, 2939965, 2939965, 2939965, 2939965"
2939967,"2939967, 2938586, 2938585, 2939966, 2939966, 2939967, 2938586, 2938585, 2939966, 2939968, 2939966"
2939968,"2939968, 2939969, 2939969, 2939968, 2939969, 2938587, 2938587, 2938587, 2939968, 2939969, 2938587, 2938586, 2939969, 2938587, 2938586, 2938586, 2939969, 2939969, 2938587, 2938587, 2938586, 2938587, 2938586, 2938587, 2939968, 2938587, 2938586, 2939968, 29"
2939969,"2939969, 2939968, 2939969, 2939969, 2939968, 2939969, 2938587, 2938587, 2938588, 2938587, 2938588, 2938588, 2939968, 2939969, 2938587, 2939969, 2938588, 2939970, 2938587, 2939969, 2939970, 2939969, 2938587, 2938588, 2938587, 2938587, 2938587, 2939968, 29"
2939970,"2939970, 2939971, 2939969, 2939970, 2939969, 2938588, 2939969"
2939971,"2939971, 2939972, 2938590, 2938590, 2938590, 2939972, 2939971, 2939972, 2939972, 2939972, 2939971, 2938589, 2938589, 2938589, 2939971, 2939970, 2939971, 2939970"
2939972,"2939972, 2939973, 2939973, 2938591, 2939973, 2939973, 2939973, 2938590, 2938591, 2939972, 2938590, 2939972, 2939971, 2938591, 2939972, 2938591, 2938590, 2938590, 2938591, 2938590, 2939972, 2939971, 2939972, 2939973, 2939972, 2939972, 2939971, 2939971, 29"
2939973,"2939973, 2938592, 2939974, 2939973, 2939974, 2939974, 2938592, 2938591, 2939973, 2938592, 2939973, 2939974, 2939973, 2938591, 2939972, 2939972, 2938591, 2939972, 2938592, 2938592, 2938591, 2938592, 2938592, 2938592, 2938591, 2938592, 2939972, 2939972, 29"
2939974,"2939974, 2938592, 2939973, 2939975, 2938593, 2939975, 2938592, 2939974, 2939973, 2938593, 2939975, 2939975, 2939974, 2939975, 2939974, 2938592, 2939973, 2938592, 2939973, 2939974, 2939973, 2938592, 2938593, 2938592, 2938592, 2938592, 2938592, 2938592, 29"
2939975,"2939975, 2938593, 2939975, 2939974, 2939976, 2938594, 2938593, 2938594, 2939975, 2939976, 2939976, 2939976, 2939975, 2939974, 2939975, 2939976, 2939974, 2939974, 2938593, 2938593, 2938594, 2938594, 2938594, 2938593, 2939974, 2939975, 2938594, 2938594"
2939976,"2939976, 2938595, 2939977, 2938594, 2939976, 2938594, 2939975, 2939975, 2938595, 2939977, 2939977, 2939976, 2938595, 2939977, 2938594, 2938594, 2939975, 2939976, 2939977, 2939977, 2939976, 2939976, 2939975, 2939977, 2939975, 2939976, 2939977, 2938594, 29"
2939977,"2939977, 2939976, 2938596, 2938595, 2939977, 2938596, 2939977, 2939978, 2939976, 2938595, 2939977, 2939976, 2939977, 2939977, 2939978, 2939976, 2939976, 2939977, 2939976, 2939977, 2938595, 2938595, 2938596, 2938595, 2938596, 2939977, 2939978, 2938596, 29"
2939978,"2939978, 2939977, 2939977, 2939977, 2939978, 2939979, 2939977, 2939977, 2938596, 2938597, 2938596, 2939977, 2939978, 2939979, 2938597, 2938596, 2939978, 2939979, 2938597, 2939978, 2939977, 2939978"
2939979,"2939979, 2938598, 2939979, 2938597, 2939978, 2939978, 2939979, 2938597, 2939978, 2939979, 2938597, 2939978, 2939979, 2938597, 2939978, 2939978"
2939980,"2939980, 2939981, 2938599, 2939981, 2938599, 2939980, 2938598, 2939980, 2938598, 2939979, 2938598, 2939979, 2938599, 2939981, 2939981, 2939979, 2939979, 2939979"
2939981,"2939981, 2938599, 2939981, 2938600, 2938599, 2939980, 2939980, 2938599, 2939981, 2939981, 2938600, 2939982, 2939982, 2938600, 2939982, 2939982"
2939982,"2939982, 2939983, 2939983, 2938601, 2939983, 2938601, 2939982, 2939983, 2938601, 2938600, 2939982, 2938601, 2938601, 2939983, 2939982, 2939983"
2939983,"2939983, 2938602, 2939984, 2939983, 2938601, 2938602, 2939984, 2939983, 2938601, 2939982, 2939983, 2938601, 2939982, 2938601, 2939984, 2939984, 2938602, 2938601, 2939984, 2939984, 2939983, 2939982, 2939983"
2939984,"2939984, 2939983, 2938603, 2939985, 2938603, 2938602, 2939984, 2939983, 2938602, 2939984, 2939983, 2939983, 2938603, 2939984, 2939985, 2938603, 2939984, 2939985, 2938602, 2938603, 2939984, 2939985, 2939985, 2939985, 2939985, 2939984, 2939983, 2939983"
2939985,"2939985, 2938604, 2939986, 2938603, 2939984, 2938604, 2938604, 2939986, 2939984, 2938604, 2938604, 2939986, 2938604, 2939986, 2938603, 2939984, 2939985, 2938603, 2939984, 2939985, 2938604, 2938604, 2939986, 2939986, 2938603, 2939984, 2939985, 2939985, 29"
2939986,"2939986, 2938604, 2938604, 2938605, 2939986, 2939987, 2938604, 2938604, 2939986, 2938605, 2938604, 2939986, 2939985, 2939985, 2938604, 2938605, 2938604, 2939986, 2938605, 2939986, 2939987, 2939985, 2939985, 2938604, 2939986, 2939985, 2939986, 2939986, 29"
2939987,"2939987, 2939986, 2938605, 2939986, 2938605, 2939986, 2938605, 2939986, 2939987, 2939986, 2939986, 2939986, 2939987, 2939986, 2938606, 2939987, 2939988, 2938606, 2939987, 2939988, 2939988, 2939987, 2939988, 2938606, 2938606, 2938606, 2938606"
2939990,"2939990, 2939989, 2938608, 2939990, 2939991, 2939990, 2939989, 2939990, 2939989, 2939991, 2938609, 2939991, 2938609, 2939989, 2938608, 2939990, 2938608, 2939991, 2938609"
2939991,"2939991, 2938610, 2939990, 2939990, 2939991, 2938609, 2938610, 2939991, 2938609, 2938610, 2938610, 2939992, 2938610, 2939990, 2939991, 2938609"
2939992,"2939992, 2939992, 2939991, 2938610, 2938611, 2939991, 2938610, 2939991, 2938610, 2938611, 2938611, 2938611, 2938610, 2939993, 2938611, 2939992, 2938610, 2939991"
2939996,"2939996, 2939995, 2938614, 2939997, 2938615, 2939996, 2938614, 2938615, 2938614, 2939997"
2939997,"2939997, 2938615, 2938616, 2939996, 2938615, 2939998, 2939997, 2938616"
2939998,"2939998, 2938616, 2938617, 2939997, 2938616, 2939999, 2939998, 2939997, 2938616, 2938617, 2939999, 2938617"
2940008,"2940008, 2938627, 2938626, 2940007, 2940009, 2940008, 2940007, 2940009, 2940008"
2940009,"2940009, 2940008, 2940010, 2940009, 2940008"
2940010,"2940010, 2938629, 2938628, 2940011, 2940010, 2938628, 2940010, 2940009, 2940010, 2940009"
2940011,"2940011, 2940010, 2938629, 2940011, 2940010, 2940010, 2940010"
2940015,"2940015, 2940014, 2940016, 2940014, 2938634, 2938633, 2940015, 2940016, 2940014, 2938634, 2940016"
2940016,"2940016, 2938634, 2940015, 2940016, 2938635, 2938634, 2940016, 2940017"
2940029,"2940029, 2940030, 2938648, 2938647, 2940028, 2940029, 2940030, 2938647, 2940029, 2940030, 2940028, 2940028, 2938647, 2940028, 2940030"
2940030,"2940030, 2938649, 2938648, 2940029, 2938649, 2940030, 2938648, 2940029, 2940030, 2940029, 2940030, 2940031, 2940030"
2940031,"2940031, 2938650, 2940032, 2938649, 2938650, 2940032, 2940031, 2940032, 2938650, 2940031, 2940032, 2938649, 2940030, 2938649, 2938649, 2940030, 2940030, 2940030, 2940032, 2940031, 2940030"
2940032,"2940032, 2938651, 2940033, 2938651, 2938650, 2940032, 2940033, 2940033, 2940031, 2940032, 2940033, 2938650, 2940031, 2940032, 2938651, 2940032, 2940033, 2940031"
2940033,"2940033, 2940034, 2938651, 2940032, 2940033, 2940033, 2940034, 2940032, 2940033, 2940032, 2938651, 2940032, 2940033, 2940034, 2940034"
2940039,"2940039, 2938657, 2940038, 2938657, 2940038, 2938658, 2940039, 2938657, 2940038, 2938657, 2938658, 2940040, 2940039, 2938657, 2940040, 2940040, 2940039"
2940040,"2940040, 2938659, 2938658, 2938659, 2938658, 2940040, 2940039, 2938658, 2940039, 2938659, 2940041, 2938658, 2940040, 2940039, 2938659, 2940041, 2940040, 2940040, 2940039"
2940041,"2940041, 2940040, 2938659, 2938659, 2940040, 2938659, 2938660, 2940042, 2940041, 2940040, 2940042, 2938659, 2940041, 2940040, 2938660, 2940042, 2938660, 2938660, 2940040"
