ID,Neighbors
2930376,"2930376, 2931757, 2930376, 2930377, 2931758, 2930377, 2930375, 2931757, 2930375, 2931758, 2930376, 2930377, 2930377, 2930377, 2930377, 2931758, 2931758, 2931757"
2930377,"2930377, 2931758, 2930377, 2931759, 2931758, 2930376, 2930377, 2931759, 2931759, 2930378, 2930377, 2930378, 2931759, 2930377, 2930378, 2930377, 2930378, 2931758, 2931758"
2930378,"2930378, 2930377, 2930377, 2931759, 2930377, 2931759, 2931760, 2931759, 2931760, 2931760, 2930379, 2930378, 2930377, 2931760, 2930378, 2931759, 2930379, 2930379, 2930377, 2930378, 2930377, 2930378"
2930379,"2930379, 2930378, 2931760, 2931760, 2931761, 2931761, 2931760, 2930379, 2930378, 2931761, 2930380, 2931760, 2930378, 2930379, 2930379, 2931761, 2930380, 2930378, 2930378, 2930380, 2930380"
2930380,"2930380, 2931762, 2931762, 2930381, 2930379, 2930379, 2931762, 2931761, 2930380, 2931762, 2930381, 2930380, 2931762, 2930380, 2930381"
2930381,"2930381, 2930380, 2931763, 2931762, 2931763, 2931762, 2930381, 2930382, 2931762, 2930380, 2931762, 2930381, 2930380, 2931762, 2930380, 2930382, 2931763, 2930381"
2930382,"2930382, 2931763, 2930383, 2931764, 2930382, 2931763, 2931764, 2930381, 2931763, 2931763, 2930381, 2930383, 2930382, 2930381, 2930382, 2931763, 2930381, 2930383"
2930383,"2930383, 2931765, 2930383, 2931765, 2931764, 2930382, 2930384, 2930383, 2931765, 2931764, 2930382, 2931765, 2931765, 2931764, 2930383, 2930382, 2930382, 2930384, 2930384, 2930384, 2930384, 2930383"
2930384,"2930384, 2930383, 2931766, 2931765, 2930383, 2931765, 2930384, 2930383, 2931765, 2931766, 2931766, 2931765, 2931766, 2931765, 2930383, 2930384, 2931766, 2930385, 2930384, 2930385, 2930385, 2930385, 2930384, 2930385, 2931766, 2930385, 2930384, 2930383"
2930385,"2930385, 2930384, 2930385, 2930385, 2931767, 2930386, 2930385, 2930384, 2930386, 2930385, 2930386, 2930386, 2931767, 2931766, 2930385, 2930384"
2930386,"2930386, 2930385, 2931768, 2930386, 2930385, 2930387, 2931768, 2930386, 2930386, 2931767, 2930385, 2930387"
2930388,"2930388, 2930387, 2931770, 2931769, 2930389, 2930388, 2931770, 2931770, 2930387, 2931769, 2930387, 2931769, 2930389, 2931770, 2930389, 2930388, 2930387, 2930389, 2930388, 2930387, 2930387, 2930389"
2930389,"2930389, 2930388, 2931770, 2930390, 2931770, 2931771, 2931771, 2930389, 2931770, 2930390, 2931771, 2930390, 2930390, 2931771, 2930389, 2930390, 2930390, 2930388, 2930389, 2930388, 2930390, 2930389"
2930390,"2930390, 2931771, 2931771, 2931772, 2930389, 2930390, 2931771, 2930390, 2931772, 2930391, 2930390, 2931771, 2931772, 2930391, 2930389, 2930390, 2930390, 2930391, 2930389, 2930390, 2930389, 2930391"
2931642,2931642
2931643,"2931643, 2931644, 2931643, 2931642, 2931644"
2931644,"2931644, 2931645, 2931645, 2931644, 2930263, 2931645, 2931645, 2931644, 2930263, 2930262, 2931645, 2930262, 2931644, 2930262, 2931643, 2931644, 2931643, 2931645, 2931644"
2931645,"2931645, 2931644, 2931645, 2931646, 2931646, 2931645, 2931644, 2930264, 2930263, 2931645, 2930264, 2931645, 2931644, 2930263, 2931645, 2930264, 2931646, 2931646, 2930264, 2931644, 2931644, 2931645, 2931646, 2930264, 2931644, 2931646"
2931646,"2931646, 2931647, 2930265, 2931646, 2931645, 2930264, 2931645, 2930265, 2930264, 2931645, 2931645, 2930264, 2930265, 2931646, 2931646, 2931647, 2930265, 2930264, 2931647, 2931647, 2931647, 2931647, 2931645, 2930265, 2931646, 2930264, 2931646"
2931647,"2931647, 2930265, 2931646, 2931647, 2930265, 2931646, 2930265, 2930265, 2931646, 2931646, 2931648, 2930266, 2931648, 2931647, 2930265, 2930266, 2931648, 2931648, 2931647, 2931647, 2931648, 2931648, 2931647, 2931647, 2931648, 2931648, 2930265, 2931646, 29"
2931648,"2931648, 2930267, 2930266, 2931648, 2930267, 2931649, 2931647, 2930266, 2931648, 2930267, 2931649, 2931648, 2931647, 2931647, 2931648, 2931648, 2931647, 2931647, 2931648, 2931649, 2931649, 2931648"
2931649,"2931649, 2930268, 2931650, 2931649, 2931650, 2931649, 2931648, 2930267, 2931648, 2930268, 2930267, 2931649, 2931648, 2930267, 2931649, 2931648, 2931648, 2931650, 2931648, 2931648, 2931650, 2931650, 2931649, 2930268, 2931650, 2931650, 2931650, 2931650, 29"
2931650,"2931650, 2930268, 2930269, 2930268, 2930268, 2930268, 2931650, 2930268, 2931649, 2930268, 2931650, 2931649, 2931650, 2931649, 2930268, 2931649, 2931649, 2931650, 2931650, 2931650, 2931649, 2931651, 2931651, 2931651, 2931651, 2930269, 2930268, 2930269, 29"
2931651,"2931651, 2931650, 2930269, 2931650, 2931650, 2931650, 2931650, 2931650, 2931652, 2931650, 2931651, 2931652, 2931652, 2931652, 2931652, 2931652, 2931652, 2931651, 2931652, 2930270, 2931651, 2930270, 2930270, 2930270, 2930270, 2931652, 2930270, 2931651, 29"
2931652,"2931652, 2930270, 2931651, 2931652, 2930271, 2930271, 2930271, 2931651, 2931652, 2931653, 2930271, 2931652, 2931653, 2930271, 2931653, 2930271, 2931653, 2931653, 2931652, 2931653, 2931652, 2931652, 2931653, 2931652, 2931651, 2931652, 2930270, 2931651, 29"
2931653,"2931653, 2930271, 2931652, 2931653, 2930271, 2931653, 2930272, 2931654, 2930271, 2931653, 2930272, 2931653, 2931654, 2931652, 2931653, 2931652, 2931654, 2931652, 2931654, 2931653, 2931652, 2931652, 2930271, 2930271, 2930271, 2931652"
2931654,"2931654, 2931653, 2931653, 2931654, 2931653, 2931654, 2931654, 2931653"
2931698,"2931698, 2931699, 2930317, 2931699, 2931699, 2930317, 2931699, 2931699, 2931698, 2931699, 2931698, 2931699, 2931698, 2931698"
2931699,"2931699, 2930317, 2931698, 2930318, 2930318, 2931699, 2930317, 2931700, 2930318, 2930318, 2931699, 2930318, 2931700, 2931700, 2930318, 2931699, 2930317, 2931699, 2931699, 2931700, 2931698, 2931699, 2931698, 2931699, 2931698, 2931698, 2931700"
2931701,"2931701, 2930319, 2930319, 2931700, 2930319, 2931701, 2931700, 2930319, 2931700, 2930319, 2930320, 2931701, 2930319, 2931702, 2931701, 2930320, 2931702, 2931701, 2931702, 2931701, 2931700"
2931702,"2931702, 2931701, 2931703, 2930320, 2930321, 2931702, 2931701, 2931702, 2931701, 2931703"
2931703,"2931703, 2930321, 2931702, 2930322, 2931703, 2930321, 2931702, 2931702, 2931704, 2930322, 2931703, 2931704"
2931704,"2931704, 2931703, 2930322, 2931703, 2930323, 2930323, 2931704, 2930322, 2931703, 2931705, 2930323, 2931705, 2930323, 2931704, 2931705, 2931705"
2931712,"2931712, 2930330, 2931711, 2931711, 2931711, 2930330, 2931711, 2931712, 2931711, 2931711, 2931712, 2930330, 2930331, 2931712, 2931713, 2930331, 2931712, 2931713, 2931713, 2931713, 2930331, 2931713"
2931713,"2931713, 2930331, 2931712, 2931713, 2931714, 2931714, 2930332, 2931713, 2930332, 2931713, 2931714, 2930332, 2931714, 2931714, 2930331, 2931713, 2930332"
2931717,"2931717, 2931718, 2930336, 2930335, 2931717, 2931718, 2930336, 2930335, 2930336, 2931716, 2931717, 2931718, 2930336, 2930335, 2931717, 2931716, 2931718, 2931718, 2931717, 2930335, 2931716"
2931718,"2931718, 2930337, 2930336, 2931717, 2931718, 2930336, 2930337, 2930336, 2931717, 2931718, 2930336, 2931717, 2931719, 2931718, 2930337, 2931719, 2931719, 2931718, 2930337, 2931717"
2931719,"2931719, 2931720, 2930338, 2931718, 2930337, 2931718, 2930337, 2931718, 2931719, 2930338, 2931718, 2930337, 2931720, 2930338, 2931719, 2931720, 2931720, 2931719, 2931718, 2931720, 2930338, 2930338, 2930337, 2930338"
2931720,"2931720, 2930339, 2930338, 2930339, 2931721, 2931721, 2931719, 2930338, 2931721, 2931720, 2930339, 2930338, 2931721, 2931721, 2931719, 2931720, 2931720, 2931721, 2931719, 2931720, 2931721, 2930339, 2930338, 2930338, 2930339, 2930338, 2931721"
2931721,"2931721, 2930340, 2931721, 2931722, 2931721, 2930340, 2931722, 2931720, 2930339, 2931721, 2931721, 2931722, 2931720, 2931720, 2931721, 2931720, 2931721, 2930339, 2930340, 2930339, 2931721, 2930340, 2931722, 2930340, 2931722"
2931737,"2931737, 2930356, 2931737, 2930356, 2931737, 2931738, 2930355, 2931737, 2931736, 2931737, 2931738, 2931736, 2931737, 2931736, 2931737, 2930356, 2930355, 2930356, 2931738, 2931738, 2931738, 2930355, 2930355, 2930355, 2931736, 2931736, 2931736"
2931738,"2931738, 2931737, 2931737, 2931738, 2931737, 2931737, 2930356, 2930356, 2931738, 2931738, 2931738, 2931739, 2931739"
2931739,"2931739, 2931739"
2931748,"2931748, 2931749, 2931748, 2931749, 2930367, 2931748, 2931748, 2931749"
2931749,"2931749, 2930367, 2930368, 2931750, 2931750, 2931750, 2931750, 2931750, 2931748, 2931749, 2931748, 2931749, 2930367, 2931748, 2931748, 2931750, 2931749"
2931750,"2931750, 2931749, 2930369, 2930369, 2930368, 2931750, 2931750, 2931751, 2931750, 2931751, 2931751, 2931750, 2931751, 2930369, 2931750, 2931751, 2931749, 2931749, 2931750, 2931749"
2931751,"2931751, 2931752, 2931752, 2931750, 2931751, 2931752, 2930370, 2931751, 2931752, 2931750, 2931751, 2931752, 2930370, 2930369, 2931750, 2931751, 2931750"
2931752,"2931752, 2931751, 2931752, 2931753, 2931752, 2931751, 2931752, 2930370, 2930371, 2931751, 2931752, 2931751, 2931752, 2930370, 2931751"
2931753,"2931753, 2930371, 2930372, 2931754, 2931753, 2930372, 2931753, 2930371, 2931752, 2931752, 2931753, 2931752, 2931752, 2930371, 2931752, 2931752, 2931754"
2931754,"2931754, 2930373, 2931755, 2931754, 2930373, 2931755, 2930373, 2930372, 2930372, 2930372, 2931753, 2930372, 2931754, 2931753, 2930372, 2931753, 2931753, 2931755, 2931755, 2931754"
2931755,"2931755, 2930373, 2930374, 2930373, 2931754, 2930373, 2931755, 2931754, 2931756, 2930374, 2931756, 2930374, 2931756, 2930373, 2930374, 2931755, 2930373, 2931754, 2931756, 2930374, 2931755, 2931756, 2931756, 2931756, 2931755, 2931754"
2931756,"2931756, 2930374, 2930375, 2931756, 2930374, 2931756, 2930374, 2931755, 2931756, 2930374, 2931755, 2931756, 2931757, 2931756, 2931756, 2931755"
2931757,"2931757, 2930376, 2931758, 2930375, 2931757, 2931756, 2930375, 2931756, 2931756, 2931758, 2930376, 2931756, 2931758, 2931756, 2931758, 2931757, 2931756, 2931756"
2931758,"2931758, 2930376, 2931757, 2930376, 2930377, 2931758, 2930377, 2931759, 2931757, 2931758, 2930376, 2930377, 2931759, 2931759, 2930377, 2931759, 2930377, 2930377, 2931758, 2931758, 2931757"
2931759,"2931759, 2931758, 2930377, 2931759, 2931760, 2931759, 2931760, 2931760, 2930378, 2930377, 2931760, 2930378, 2931759, 2930377, 2930378, 2930377, 2930378, 2931758, 2931758"
2931760,"2931760, 2931759, 2931760, 2931761, 2931761, 2931760, 2930379, 2930378, 2931761, 2931760, 2930378, 2931759, 2930379, 2930379, 2931761, 2930378, 2930378"
2931761,"2931761, 2931762, 2931761, 2931760, 2930379, 2931761, 2930380, 2931762, 2931760, 2931762, 2930379, 2930379, 2931762, 2931761, 2930380, 2931762, 2930380, 2931762, 2930380"
2931762,"2931762, 2931761, 2931762, 2931761, 2931761, 2930381, 2930380, 2931763, 2931762, 2931763, 2931762, 2930381, 2931762, 2931761, 2930380, 2931762, 2930381, 2930380, 2931762, 2930380, 2931763, 2930381"
2931763,"2931763, 2931764, 2930382, 2931763, 2931764, 2931762, 2931762, 2930381, 2931763, 2931762, 2931763, 2931762, 2930381, 2930382, 2931762, 2931762, 2930381, 2931762, 2930382, 2931763, 2930381"
2931764,"2931764, 2930382, 2931763, 2930383, 2931765, 2931764, 2930382, 2931763, 2931765, 2931765, 2931764, 2931763, 2931763, 2930383, 2930382, 2930382, 2931763, 2930383"
2931765,"2931765, 2930383, 2931765, 2931764, 2930384, 2930383, 2931765, 2931764, 2931766, 2931766, 2931765, 2931766, 2931765, 2931764, 2930383, 2930384, 2931766, 2930384, 2930384, 2931766, 2930384, 2930383"
2931766,"2931766, 2931765, 2931765, 2930384, 2931765, 2931767, 2931766, 2931766, 2931765, 2931767, 2931766, 2931765, 2931767, 2930384, 2931766, 2930385, 2930384, 2930385, 2930385, 2931767, 2930385, 2930384, 2930385, 2931767, 2931766, 2930385, 2930384"
2931767,"2931767, 2931768, 2931766, 2931767, 2931766, 2931766, 2931767, 2931768, 2931766, 2931767, 2931768, 2931768, 2931766, 2930385, 2930385, 2930385, 2931767, 2931768, 2930386, 2930385, 2931768, 2930386, 2930385, 2931768, 2930386, 2930386, 2931767, 2931766, 29"
2931768,"2931768, 2931767, 2930387, 2931769, 2931767, 2931768, 2931767, 2931768, 2930387, 2931769, 2931768, 2930387, 2931767, 2931768, 2930386, 2931768, 2930386, 2930387, 2931768, 2930386, 2930386, 2931767, 2930387"
2931771,"2931771, 2931771, 2931772, 2930389, 2931770, 2930390, 2931771, 2930390, 2931772, 2930390, 2931771, 2931772, 2930389, 2930390, 2930390, 2930389, 2930390, 2930389"
2931772,"2931772, 2930390, 2931771, 2930390, 2931772, 2930391, 2931773, 2930390, 2931771, 2931772, 2930391, 2931773, 2930390, 2930390, 2930391, 2930390, 2930391, 2931773"
2933025,"2933025, 2933026, 2934407, 2934406, 2933026, 2933025, 2934407, 2933026, 2934406, 2934407, 2934406, 2933026"
2933026,"2933026, 2933025, 2933026, 2934408, 2934407, 2933026, 2933025, 2934407, 2933027, 2933026, 2934408, 2934408, 2934407, 2933027, 2933026, 2934408"
2933027,"2933027, 2933027, 2933028, 2934409, 2933028, 2933028, 2933027, 2933028, 2934409, 2934409, 2933027, 2933028, 2934409, 2933027, 2933026, 2933026, 2934408, 2933026, 2933027, 2934409, 2933026, 2934408, 2934408, 2933027, 2933026, 2934408, 2933028"
2933028,"2933028, 2934410, 2934409, 2934410, 2933029, 2933028, 2933029, 2933028, 2934410, 2933027, 2933028, 2934410, 2934409, 2934410, 2934409, 2934410, 2934410, 2934410, 2934410, 2933027, 2933028, 2934409, 2933027, 2933029, 2933029, 2933029, 2933029, 2933027, 29"
2933029,"2933029, 2933028, 2933029, 2933028, 2934410, 2934411, 2933028, 2934410, 2934410, 2934410, 2934411, 2934410, 2934410, 2934411, 2934410, 2933028, 2933029, 2933030, 2933030, 2933029, 2934411, 2933030, 2933029, 2933030, 2933030, 2933030, 2934411, 2933030, 29"
2933030,"2933030, 2933030, 2933031, 2933029, 2934411, 2933030, 2933031, 2934412, 2933029, 2933030, 2933030, 2933030, 2933031, 2934411, 2933030, 2934412, 2934411, 2934412, 2934411, 2933029, 2933030, 2933031, 2933031, 2933031, 2934412, 2934412, 2933029"
2933031,"2933031, 2933030, 2933031, 2934412, 2933030, 2933030, 2933030, 2933031, 2933030, 2934412, 2934412, 2933030, 2933032, 2933032, 2933031, 2934413, 2933032, 2934413, 2934413, 2933032, 2933032, 2933032, 2933032, 2933032, 2933032, 2934413, 2934413, 2933032, 29"
2933032,"2933032, 2933033, 2933032, 2933031, 2933033, 2934413, 2934414, 2933033, 2933032, 2934413, 2934413, 2934414, 2933033, 2933033, 2933033, 2933033, 2933033, 2934414, 2933033, 2933033, 2933033, 2933032, 2934414, 2933033, 2934414, 2933032, 2933032, 2933033, 29"
2933033,"2933033, 2933033, 2933033, 2933034, 2933033, 2933032, 2933033, 2933032, 2933033, 2933034, 2934414, 2933034, 2933033, 2933034, 2933034, 2933034, 2933034, 2934415, 2933032, 2934414, 2933034, 2933034, 2933034, 2934415, 2933033, 2933034, 2934415, 2933033, 29"
2933034,"2933034, 2933033, 2933033, 2933033, 2933035, 2933035, 2933034, 2933035, 2934416, 2933035, 2934416, 2933035, 2934416, 2933034, 2933035, 2933033, 2933034, 2934416, 2933034, 2933035, 2934416, 2933034, 2933034, 2934416, 2934415, 2933034, 2933034, 2934416, 29"
2933035,"2933035, 2933036, 2933035, 2933034, 2933036, 2933035, 2934417, 2934416, 2933036, 2933035, 2934416, 2933036, 2933035, 2934416, 2933034, 2933035, 2933034, 2934416, 2933034, 2933035, 2934416, 2933034, 2933034, 2934416, 2933034, 2933034, 2934416, 2933034, 29"
2933036,"2933036, 2933035, 2934418, 2933036, 2933037, 2933035, 2934417, 2934418, 2933036, 2933035, 2933036, 2933035, 2933035, 2933035"
2933037,"2933037, 2934418, 2933036, 2933036"
2933038,"2933038, 2933037"
2933078,"2933078, 2934459, 2934460, 2933078, 2934460, 2934459"
2933079,"2933079, 2934460, 2934461, 2933080, 2934461, 2933079, 2934460, 2934460, 2933080, 2934461, 2934460, 2934460, 2934460, 2934460, 2934461"
2933080,"2933080, 2933081, 2933080, 2934462, 2933081, 2933081, 2934462, 2933080, 2934462, 2933081, 2933080, 2934462, 2933080, 2934462, 2934461, 2933081, 2934462, 2934462, 2933079, 2934462, 2934461, 2933080, 2934461, 2933079, 2933080, 2934461, 2934461"
2933081,"2933081, 2933082, 2933081, 2933081, 2933081, 2933080, 2933081, 2933080, 2934462, 2933082, 2934463, 2933082, 2933081, 2934463, 2933081, 2934462, 2934463, 2934463, 2934463, 2933080, 2934462, 2933081, 2933080, 2934462, 2934463, 2933080, 2934462, 2933081, 29"
2933083,"2933083, 2933082, 2933083, 2933082, 2933082, 2933082, 2934464, 2933082, 2934464, 2933084, 2934465, 2933083, 2933084, 2934465, 2933084, 2934464, 2934464, 2934465, 2933083, 2933084, 2933083, 2933084, 2934465, 2934465, 2934465, 2934465, 2934465, 2934465, 29"
2933084,"2933084, 2934465, 2933083, 2933084, 2934465, 2933085, 2933084, 2933085, 2934466, 2934466, 2934465, 2933083, 2933084, 2933083, 2933084, 2934465, 2934465, 2934465, 2934465, 2934465, 2934466, 2934465, 2933083, 2934465"
2933085,"2933085, 2934466, 2933086, 2934467, 2934467, 2933085, 2934466, 2933084, 2933084, 2933086, 2933085, 2933084, 2933086, 2934467, 2933085, 2934467, 2934466, 2934466, 2933084, 2933084, 2934466"
2933086,"2933086, 2933087, 2934467, 2933085, 2933087, 2934468, 2933086, 2934467, 2934467, 2933085, 2933086, 2933085, 2934468, 2933086, 2934467, 2933085, 2934467, 2934468, 2933087"
2933091,"2933091, 2934473, 2934472, 2933092, 2934473, 2934473, 2933092, 2934473, 2933091, 2934473, 2933091, 2933090, 2934472, 2933090, 2933091"
2933095,"2933095, 2934476, 2934477, 2933094, 2933094, 2933095, 2934476, 2934477, 2934477, 2934476, 2934477, 2934476, 2933095, 2933094, 2933094, 2934476, 2933095, 2934477, 2933096, 2933096, 2933096, 2934477"
2933096,"2933096, 2933097, 2933096, 2933097, 2933097, 2934478, 2933096, 2933097, 2934477, 2934478"
2933097,"2933097, 2933096, 2933097, 2933098, 2933097, 2934479, 2934478, 2933096, 2933097, 2934479, 2934478, 2934479, 2933098, 2934479"
2933098,"2933098, 2933099, 2933097, 2933097, 2934480, 2933098, 2933097, 2934479, 2933097, 2934479, 2934479, 2933099, 2933098, 2933099, 2933099, 2934480, 2933099, 2934480, 2934479"
2933099,"2933099, 2934480, 2933098, 2933100, 2933099, 2933098, 2933099, 2933100, 2934481, 2933100, 2933100, 2934481, 2933100, 2934481, 2933099, 2934480, 2934481, 2933099, 2934480"
2933100,"2933100, 2934481, 2933099, 2933100, 2933099, 2933099, 2933100, 2934481, 2934482, 2933101, 2933100, 2933101, 2933100, 2934482, 2933101, 2934482, 2934481, 2933100, 2934481, 2934482, 2933099, 2934481, 2933099, 2934482"
2933101,"2933101, 2933102, 2933101, 2933100, 2933100, 2933100, 2934482, 2933102, 2933101, 2933102, 2933100, 2934483, 2933102, 2934483, 2933101, 2933100, 2934482, 2934483, 2933101, 2934482, 2934483, 2933100, 2934482, 2934482"
2933107,"2933107, 2933106, 2934489, 2933107, 2933108, 2934488, 2934489, 2934489, 2933107, 2933108"
2933108,"2933108, 2934489, 2934489, 2933107, 2933108, 2934490, 2933109, 2933109, 2934490, 2933109"
2933129,"2933129, 2934511, 2933130, 2934511, 2934511, 2933130, 2933129"
2933130,"2933130, 2934512, 2933131, 2933131, 2933130, 2934511, 2933130, 2933130, 2933131, 2934512, 2933130, 2933131, 2933130, 2934511, 2933130, 2933129, 2934512, 2934511, 2933130, 2934512, 2934511, 2933131, 2934511, 2933130, 2933129"
2933131,"2933131, 2933130, 2933132, 2934513, 2934512, 2933131, 2933132, 2934513, 2933131, 2933130, 2933130, 2933130, 2933132, 2933131, 2934512, 2933130, 2933131, 2933130, 2933130, 2934512, 2933130, 2934512, 2933131, 2933130, 2934513, 2933132"
2933132,"2933132, 2934514, 2934513, 2933133, 2934514, 2933133, 2933132, 2934514, 2934513, 2933133, 2933133, 2933132, 2934513, 2933133, 2934514, 2933133, 2933133, 2934514, 2934513, 2933131, 2933132, 2934513, 2933131, 2933132, 2934513, 2933131, 2933132, 2933131, 29"
2933133,"2933133, 2933132, 2933134, 2933134, 2933134, 2934515, 2934515, 2934514, 2933134, 2933133, 2934515, 2934514, 2934515, 2934515, 2933133, 2933132, 2934514, 2933134, 2933133, 2934515, 2933133, 2933132, 2933133, 2934514, 2933134, 2933133, 2933134, 2933133, 29"
2933134,"2933134, 2934516, 2933133, 2933134, 2933135, 2933134, 2934516, 2933135, 2934516, 2933135, 2933134, 2934515, 2934516, 2934515, 2933134, 2933133, 2934516, 2934515, 2934516, 2934516, 2934515, 2934515, 2933133, 2933134, 2934516, 2933133, 2934515, 2933133, 29"
2933135,"2933135, 2933134, 2934516, 2933134, 2933135, 2933134, 2934516, 2933136, 2934517, 2933135, 2934516, 2933136, 2933135, 2933134, 2934516, 2933134, 2934516, 2934516, 2934516, 2933134, 2934516, 2933134, 2933134"
2933136,"2933136, 2934518, 2933136, 2934517, 2934518, 2933136, 2934518, 2934517, 2933135, 2933135, 2933136, 2934517, 2933135, 2933136, 2933135, 2934518, 2933137, 2934518, 2933137"
2933137,"2933137, 2933136, 2934518, 2933136, 2934518, 2933136, 2934518, 2933136, 2933136, 2934518, 2934519, 2933138, 2933138, 2933137, 2934518, 2934519, 2934519, 2933138, 2933138, 2933138, 2933137, 2934519, 2933138, 2933138"
2933138,"2933138, 2933139, 2934520, 2933138, 2933137, 2934519, 2934519, 2934520, 2933138, 2933139, 2934520, 2933139, 2933139, 2934520, 2933138, 2933139, 2934520, 2933139, 2933138, 2933137, 2934519, 2933138, 2934520, 2933138, 2934520"
2933139,"2933139, 2934520, 2934521, 2933138, 2934520, 2933138, 2933139, 2934520, 2934521, 2933140, 2933139, 2934521, 2933140, 2934521, 2934521, 2933139, 2934520, 2933138, 2933139, 2934520, 2933140, 2933139, 2933138, 2933138, 2934520, 2933138, 2934520"
2933140,"2933140, 2933141, 2934522, 2933140, 2933139, 2934521, 2933139, 2934521, 2933140, 2933139, 2934522, 2934521, 2933140, 2934522, 2934521, 2934522, 2934521, 2933139, 2933139, 2933140, 2933139"
2933142,"2933142, 2933141, 2934524, 2934523, 2934524, 2933142, 2933143, 2934523, 2934524, 2933142, 2933142, 2933143, 2933143, 2934524, 2933143, 2933142, 2934523, 2933142, 2933141, 2934523"
2933143,"2933143, 2933144, 2934524, 2933142, 2933142, 2934525, 2933144, 2933143, 2934525, 2933144, 2934525, 2933144, 2933143, 2934524, 2934525, 2933143, 2933142, 2933144, 2933142"
2933144,"2933144, 2934525, 2933144, 2933143, 2934526, 2934526, 2934525, 2933144, 2934525, 2933144, 2933143, 2934525, 2933143, 2933145, 2933144"
2933145,"2933145, 2933146, 2934527, 2934526, 2933145, 2934527, 2933146, 2934527, 2933145, 2934526, 2934526, 2933145, 2933144, 2933146, 2934527, 2933144, 2934527, 2934526, 2934526, 2933144, 2933144, 2933146, 2933145, 2933146, 2933144"
2933146,"2933146, 2934528, 2933147, 2933146, 2933147, 2934528, 2933147, 2933145, 2933146, 2934527, 2933145, 2934527, 2934528, 2933146, 2934527, 2933145, 2934528, 2933145, 2933146, 2934527, 2934528, 2934527, 2933146, 2933145, 2933146"
2933147,"2933147, 2933146, 2934528, 2933147, 2933146, 2933148, 2934529, 2933148, 2933147, 2934528, 2934529, 2933148, 2934529, 2933148, 2933147, 2933148, 2934529, 2933146, 2934528, 2933146, 2934528, 2934529, 2933146, 2934528, 2933146, 2933146"
2933148,"2933148, 2934529, 2934530, 2933148, 2933149, 2933147, 2934529, 2933148, 2934529, 2934530, 2933149, 2934530, 2933148, 2933147, 2933148, 2933149, 2934530, 2934529, 2934529"
2933149,"2933149, 2934531, 2933150, 2934531, 2933150, 2934531, 2934531, 2934531, 2933149, 2934530, 2934531, 2934530, 2933150, 2933149, 2933149, 2933148, 2934530, 2933148, 2933149, 2933148, 2934530, 2933149, 2934530, 2933148, 2934531, 2933148, 2933150, 2933149, 29"
2933150,"2933150, 2933149, 2934531, 2934532, 2933151, 2933150, 2934531, 2934532, 2933151, 2933150, 2934531, 2934532, 2934531, 2934531, 2933149, 2934531, 2933150, 2933149, 2933149, 2933149, 2933149, 2934531, 2933150, 2933151, 2933149, 2934531, 2933151, 2934532"
2933154,"2933154, 2934535, 2933153, 2934535, 2933154, 2934535, 2934536, 2933154, 2934535, 2934536, 2933155, 2934535, 2933154, 2934536, 2933155, 2934536, 2933153, 2934535, 2934535, 2933154, 2933155"
2934399,"2934399, 2934400, 2934400, 2934399"
2934400,"2934400, 2934399, 2934400, 2934401, 2934400, 2934399"
2934401,"2934401, 2934400"
2934402,2934402
2934406,"2934406, 2933025, 2934407, 2934406, 2933025, 2934407, 2934406, 2934407, 2934406"
2934407,"2934407, 2934406, 2933026, 2933025, 2934407, 2933026, 2934408, 2934406, 2934408, 2934407, 2934406, 2933026, 2934408"
2934408,"2934408, 2934407, 2933026, 2934407, 2933027, 2934409, 2933026, 2934408, 2934408, 2934407, 2933027, 2933026, 2934408"
2934409,"2934409, 2934410, 2933028, 2933028, 2934410, 2933027, 2933028, 2934410, 2934409, 2934410, 2934409, 2934410, 2934410, 2934410, 2934410, 2933027, 2933028, 2934409, 2933027, 2934408, 2933027, 2934409, 2934408, 2934408, 2933027, 2934408, 2933028, 2934410"
2934410,"2934410, 2934409, 2934410, 2934411, 2933029, 2933028, 2933029, 2933028, 2934410, 2934411, 2933028, 2934410, 2934409, 2934410, 2934409, 2934410, 2934411, 2934410, 2934410, 2934411, 2934410, 2933028, 2934409, 2933029, 2933029, 2934411, 2933029, 2934411, 29"
2934411,"2934411, 2933029, 2933029, 2934410, 2934411, 2934410, 2934410, 2934410, 2934411, 2934410, 2934410, 2934411, 2934410, 2933029, 2933030, 2933030, 2933029, 2934411, 2933030, 2934412, 2933029, 2933030, 2933030, 2933030, 2934411, 2933030, 2934412, 2934411, 29"
2934412,"2934412, 2933030, 2933030, 2933030, 2933031, 2934411, 2933030, 2934412, 2934411, 2934412, 2934411, 2933030, 2933031, 2934413, 2934413, 2934413, 2934413, 2934413, 2933031, 2933031, 2934412, 2934413, 2934412, 2934413"
2934413,"2934413, 2934414, 2933032, 2934413, 2934413, 2934414, 2934414, 2933032, 2934414, 2934414, 2933032, 2933032, 2933032, 2933032, 2934414, 2933032, 2934413, 2934414, 2934413, 2933032, 2933031, 2933032, 2933031, 2934412, 2934413, 2934412, 2934413, 2934414"
2934414,"2934414, 2933033, 2934415, 2933032, 2934413, 2934413, 2934414, 2934415, 2933033, 2934415, 2933033, 2933033, 2933033, 2933033, 2934414, 2934415, 2933033, 2933033, 2934415, 2933033, 2933032, 2934414, 2933033, 2934415, 2934414, 2934415, 2934415, 2934415, 29"
