ID,Cluster,pred_y,actual_y
2952336,0,1,0
2952337,0,1,0
2952338,0,1,0
2952341,0,1,0
2952342,0,1,0
2952344,0,1,0
2952346,0,1,0
2952347,0,1,0
2952349,0,1,0
2952350,0,1,0
2952351,0,1,0
2952352,0,1,0
2952353,0,1,0
2952354,0,1,0
2952355,0,1,0
2952418,0,1,0
2952419,0,1,0
2952426,0,1,0
2952484,0,1,0
2952494,0,1,0
2952496,0,1,0
2953704,0,1,0
2953710,0,1,0
2953711,0,1,0
2953712,0,1,0
2953713,0,1,0
2953714,0,1,0
2953715,0,1,0
2953716,0,1,0
2953717,0,1,0
2953718,0,1,0
2953719,0,1,0
2953724,0,1,0
2953728,0,1,0
2953730,0,1,0
2953731,0,1,0
2953732,0,1,0
2953733,0,1,0
2953734,0,1,0
2953735,0,1,0
2953736,0,1,0
2953737,0,1,0
2953739,0,1,0
2953784,0,1,0
2953796,0,1,0
2953807,0,1,0
2953808,0,1,0
2953820,0,1,0
2953865,0,1,0
2953866,0,1,0
2953877,0,1,0
2955081,0,1,0
2955083,0,1,0
2955085,0,1,0
2955086,0,1,0
2955087,0,1,0
2955088,0,1,0
2955093,0,1,0
2955094,0,1,0
2955098,0,1,0
2955100,0,1,0
2955101,0,1,0
2955102,0,1,0
2955107,0,1,0
2955109,0,1,0
2955115,0,1,0
2955116,0,1,0
2955117,0,1,0
2955118,0,1,0
2955119,0,1,0
2955122,0,1,0
2955174,0,1,0
2955245,0,1,0
2955246,0,1,0
2955257,0,1,0
2955259,0,1,0
2956462,0,1,0
2956464,0,1,0
2956467,0,1,0
2956468,0,1,0
2956469,0,1,0
2956470,0,1,0
2956471,0,1,0
2956472,0,1,0
2956473,0,1,0
2956476,0,1,0
2956482,0,1,0
2956483,0,1,0
2956484,0,1,0
2956485,0,1,0
2956486,0,1,0
2956496,0,1,0
2956497,0,1,0
2956498,0,1,0
2956499,0,1,0
2956500,0,1,0
2956501,0,1,0
2956504,0,1,0
2956550,0,1,0
2956627,0,1,0
2956638,0,1,0
2956640,0,1,0
2957844,0,1,0
2957851,0,1,0
2957852,0,1,0
2957853,0,1,0
2957854,0,1,0
2957855,0,1,0
2957856,0,1,0
2957858,0,1,0
2957859,0,1,0
2957863,0,1,0
2957865,0,1,0
2957866,0,1,0
2957867,0,1,0
2957868,0,1,0
2957869,0,1,0
2957870,0,1,0
2957875,0,1,0
2957876,0,1,0
2957878,0,1,0
2957879,0,1,0
2957881,0,1,0
2957882,0,1,0
2957883,0,1,0
2957933,0,1,0
2958008,0,1,0
2958009,0,1,0
2958010,0,1,0
2958018,0,1,0
2958019,0,1,0
2958020,0,1,0
2958021,0,1,0
2958022,0,1,0
2958023,0,1,0
2959233,0,1,0
2959234,0,1,0
2959235,0,1,0
2959243,0,1,0
2959244,0,1,0
2959247,0,1,0
2959248,0,1,0
2959249,0,1,0
2959250,0,1,0
2959252,0,1,0
2959255,0,1,0
2959256,0,1,0
2959257,0,1,0
2959258,0,1,0
2959259,0,1,0
2959260,0,1,0
2959261,0,1,0
2959262,0,1,0
2959263,0,1,0
2959265,0,1,0
2959268,0,1,0
2959390,0,1,0
2959391,0,1,0
2959399,0,1,0
2959400,0,1,0
2959401,0,1,0
2960612,0,1,0
2960613,0,1,0
2960614,0,1,0
2960615,0,1,0
2960616,0,1,0
2960620,0,1,0
2960621,0,1,0
2960629,0,1,0
2960630,0,1,0
2960631,0,1,0
2960632,0,1,0
2960637,0,1,0
2960638,0,1,0
2960639,0,1,0
2960640,0,1,0
2960641,0,1,0
2960642,0,1,0
2960643,0,1,0
2960644,0,1,0
2960645,0,1,0
2960646,0,1,0
2960647,0,1,0
2960649,0,1,0
2960718,0,1,0
2960775,0,1,0
2960779,0,1,0
2960780,0,1,0
2961996,0,1,0
2961997,0,1,0
2961998,0,1,0
2961999,0,1,0
2962000,0,1,0
2962001,0,1,0
2962002,0,1,0
2962003,0,1,0
2962004,0,1,0
2962011,0,1,0
2962012,0,1,0
2962018,0,1,0
2962020,0,1,0
2962024,0,1,0
2962025,0,1,0
2962026,0,1,0
2962027,0,1,0
2962028,0,1,0
2962030,0,1,0
2962031,0,1,0
2962032,0,1,0
2962033,0,1,0
2962156,0,1,0
2962161,0,1,0
2963373,0,1,0
2963380,0,1,0
2963381,0,1,0
2963382,0,1,0
2963383,0,1,0
2963384,0,1,0
2963385,0,1,0
2963386,0,1,0
2963393,0,1,0
2963394,0,1,0
2963397,0,1,0
2963398,0,1,0
2963399,0,1,0
2963400,0,1,0
2963402,0,1,0
2963406,0,1,0
2963407,0,1,0
2963408,0,1,0
2963409,0,1,0
2963410,0,1,0
2963414,0,1,0
2963415,0,1,0
2963535,0,1,0
2963536,0,1,0
2963537,0,1,0
2963543,0,1,0
2963545,0,1,0
2964756,0,1,0
2964763,0,1,0
2964764,0,1,0
2964765,0,1,0
2964766,0,1,0
2964767,0,1,0
2964768,0,1,0
2964773,0,1,0
2964774,0,1,0
2964775,0,1,0
2964778,0,1,0
2964779,0,1,0
2964780,0,1,0
2964781,0,1,0
2964782,0,1,0
2964784,0,1,0
2964785,0,1,0
2964786,0,1,0
2964789,0,1,0
2964790,0,1,0
2964791,0,1,0
2964792,0,1,0
2964796,0,1,0
2964797,0,1,0
2964798,0,1,0
2964917,0,1,0
2964918,0,1,0
2964919,0,1,0
2964920,0,1,0
2964921,0,1,0
2964922,0,1,0
2964923,0,1,0
2964924,0,1,0
2964926,0,1,0
2966137,0,1,0
2966138,0,1,0
2966147,0,1,0
2966148,0,1,0
2966158,0,1,0
2966159,0,1,0
2966160,0,1,0
2966161,0,1,0
2966162,0,1,0
2966163,0,1,0
2966164,0,1,0
2966167,0,1,0
2966168,0,1,0
2966169,0,1,0
2966172,0,1,0
2966173,0,1,0
2966174,0,1,0
2966175,0,1,0
2966180,0,1,0
2966181,0,1,0
2966301,0,1,0
2966302,0,1,0
2966303,0,1,0
2966304,0,1,0
2966305,0,1,0
2966306,0,1,0
2967519,0,1,0
2967539,0,1,0
2967540,0,1,0
2967541,0,1,0
2967542,0,1,0
2967543,0,1,0
2967544,0,1,0
2967545,0,1,0
2967546,0,1,0
2967547,0,1,0
2967548,0,1,0
2967549,0,1,0
2967550,0,1,0
2967551,0,1,0
2967552,0,1,0
2967553,0,1,0
2967554,0,1,0
2967556,0,1,0
2967557,0,1,0
2967562,0,1,0
2967683,0,1,0
2967687,0,1,0
2968901,0,1,0
2968922,0,1,0
2968923,0,1,0
2968924,0,1,0
2968925,0,1,0
2968926,0,1,0
2968927,0,1,0
2968928,0,1,0
2968929,0,1,0
2968930,0,1,0
2968931,0,1,0
2968933,0,1,0
2968934,0,1,0
2968935,0,1,0
2968936,0,1,0
2969066,0,1,0
2969067,0,1,0
2970282,0,1,0
2970303,0,1,0
2970304,0,1,0
2970305,0,1,0
2970306,0,1,0
2970307,0,1,0
2970308,0,1,0
2970309,0,1,0
2970310,0,1,0
2970311,0,1,0
2970312,0,1,0
2970313,0,1,0
2970316,0,1,0
2970317,0,1,0
2970448,0,1,0
2971665,0,1,0
2971679,0,1,0
2971680,0,1,0
2971685,0,1,0
2971686,0,1,0
2971687,0,1,0
2971689,0,1,0
2971690,0,1,0
2971691,0,1,0
2971692,0,1,0
2971693,0,1,0
2971694,0,1,0
2971695,0,1,0
2971696,0,1,0
2971699,0,1,0
2973042,0,1,0
2973044,0,1,0
2973045,0,1,0
2973046,0,1,0
2973061,0,1,0
2973062,0,1,0
2973066,0,1,0
2973067,0,1,0
2973068,0,1,0
2973071,0,1,0
2973072,0,1,0
2973074,0,1,0
2973075,0,1,0
2973076,0,1,0
2973077,0,1,0
2973078,0,1,0
2973080,0,1,0
2974424,0,1,0
2974426,0,1,0
2974427,0,1,0
2974428,0,1,0
2974429,0,1,0
2974444,0,1,0
2974448,0,1,0
2974449,0,1,0
2974450,0,1,0
2974452,0,1,0
2974453,0,1,0
2974455,0,1,0
2974456,0,1,0
2974457,0,1,0
2974458,0,1,0
2974459,0,1,0
2974460,0,1,0
2974461,0,1,0
2974462,0,1,0
2974600,0,1,0
2975806,0,1,0
2975808,0,1,0
2975809,0,1,0
2975811,0,1,0
2975826,0,1,0
2975827,0,1,0
2975832,0,1,0
2975833,0,1,0
2975834,0,1,0
2975835,0,1,0
2975837,0,1,0
2975838,0,1,0
2975839,0,1,0
2975841,0,1,0
2975842,0,1,0
2975982,0,1,0
2977188,0,1,0
2977190,0,1,0
2977191,0,1,0
2977192,0,1,0
2977193,0,1,0
2977200,0,1,0
2977208,0,1,0
2977209,0,1,0
2977210,0,1,0
2977211,0,1,0
2977212,0,1,0
2977213,0,1,0
2977214,0,1,0
2977215,0,1,0
2977216,0,1,0
2977217,0,1,0
2977218,0,1,0
2977220,0,1,0
2977221,0,1,0
2977364,0,1,0
2978567,0,1,0
2978568,0,1,0
2978571,0,1,0
2978572,0,1,0
2978573,0,1,0
2978581,0,1,0
2978582,0,1,0
2978590,0,1,0
2978591,0,1,0
2978592,0,1,0
2978593,0,1,0
2978594,0,1,0
2978596,0,1,0
2978597,0,1,0
2978598,0,1,0
2978599,0,1,0
2978600,0,1,0
2978601,0,1,0
2978603,0,1,0
2978750,0,1,0
2979949,0,1,0
2979950,0,1,0
2979951,0,1,0
2979953,0,1,0
2979954,0,1,0
2979955,0,1,0
2979956,0,1,0
2979963,0,1,0
2979964,0,1,0
2979965,0,1,0
2979973,0,1,0
2979974,0,1,0
2979975,0,1,0
2979976,0,1,0
2979979,0,1,0
2979980,0,1,0
2979981,0,1,0
2980132,0,1,0
2981331,0,1,0
2981332,0,1,0
2981335,0,1,0
2981336,0,1,0
2981337,0,1,0
2981343,0,1,0
2981344,0,1,0
2981345,0,1,0
2981346,0,1,0
2981347,0,1,0
2981348,0,1,0
2981349,0,1,0
2981354,0,1,0
2981355,0,1,0
2981356,0,1,0
2981360,0,1,0
2981361,0,1,0
2981362,0,1,0
2981363,0,1,0
2982717,0,1,0
2982721,0,1,0
2982725,0,1,0
2982726,0,1,0
2982727,0,1,0
2982728,0,1,0
2982729,0,1,0
2982730,0,1,0
2982731,0,1,0
2982732,0,1,0
2982737,0,1,0
2982743,0,1,0
2982744,0,1,0
2982745,0,1,0
2982746,0,1,0
2982897,0,1,0
2984100,0,1,0
2984101,0,1,0
2984102,0,1,0
2984103,0,1,0
2984107,0,1,0
2984108,0,1,0
2984109,0,1,0
2984110,0,1,0
2984111,0,1,0
2984112,0,1,0
2984113,0,1,0
2984114,0,1,0
2984125,0,1,0
2984126,0,1,0
2985483,0,1,0
2985484,0,1,0
2985487,0,1,0
2985488,0,1,0
2985491,0,1,0
2985492,0,1,0
2985493,0,1,0
2985494,0,1,0
2985495,0,1,0
2985496,0,1,0
2985508,0,1,0
2986868,0,1,0
2986869,0,1,0
2986870,0,1,0
2986871,0,1,0
2986872,0,1,0
2986873,0,1,0
2986874,0,1,0
2986875,0,1,0
2986876,0,1,0
