ID,Cluster,pred_y,actual_y
2939941,0,1,0
2939942,0,1,0
2939990,0,1,0
2939991,0,1,0
2939992,0,1,0
2940042,0,1,0
2940058,0,1,0
2941310,0,1,0
2941314,0,1,0
2941315,0,1,0
2941316,0,1,0
2941322,0,1,0
2941323,0,1,0
2941324,0,1,0
2941325,0,1,0
2941372,0,1,0
2941373,0,1,0
2941406,0,1,0
2941412,0,1,0
2941424,0,1,0
2941426,0,1,0
2941442,0,1,0
2942691,0,1,0
2942692,0,1,0
2942694,0,1,0
2942697,0,1,0
2942698,0,1,0
2942703,0,1,0
2942704,0,1,0
2942705,0,1,0
2942706,0,1,0
2942707,0,1,0
2942753,0,1,0
2942762,0,1,0
2942807,0,1,0
2942823,0,1,0
2942825,0,1,0
2944074,0,1,0
2944075,0,1,0
2944080,0,1,0
2944081,0,1,0
2944082,0,1,0
2944083,0,1,0
2944085,0,1,0
2944086,0,1,0
2944087,0,1,0
2944136,0,1,0
2944191,0,1,0
2944203,0,1,0
2944211,0,1,0
2945440,0,1,0
2945451,0,1,0
2945456,0,1,0
2945457,0,1,0
2945458,0,1,0
2945461,0,1,0
2945462,0,1,0
2945463,0,1,0
2945464,0,1,0
2945466,0,1,0
2945475,0,1,0
2945583,0,1,0
2945593,0,1,0
2946833,0,1,0
2946839,0,1,0
2946840,0,1,0
2946841,0,1,0
2946844,0,1,0
2946845,0,1,0
2946846,0,1,0
2946847,0,1,0
2946858,0,1,0
2946965,0,1,0
2946966,0,1,0
2948210,0,1,0
2948211,0,1,0
2948221,0,1,0
2948222,0,1,0
2948223,0,1,0
2948226,0,1,0
2948240,0,1,0
2948245,0,1,0
2948246,0,1,0
2948250,0,1,0
2948328,0,1,0
2948345,0,1,0
2948346,0,1,0
2949593,0,1,0
2949598,0,1,0
2949599,0,1,0
2949600,0,1,0
2949601,0,1,0
2949602,0,1,0
2949603,0,1,0
2949604,0,1,0
2949605,0,1,0
2949622,0,1,0
2949623,0,1,0
2949627,0,1,0
2949628,0,1,0
2949634,0,1,0
2949647,0,1,0
2950978,0,1,0
2950979,0,1,0
2950980,0,1,0
2950981,0,1,0
2950982,0,1,0
2950983,0,1,0
2950984,0,1,0
2950985,0,1,0
2951003,0,1,0
2951004,0,1,0
2951008,0,1,0
2951009,0,1,0
2951010,0,1,0
2952360,0,1,0
2952361,0,1,0
2952362,0,1,0
2952363,0,1,0
2952364,0,1,0
2952365,0,1,0
2952366,0,1,0
2952386,0,1,0
2952387,0,1,0
2952388,0,1,0
2952389,0,1,0
2952390,0,1,0
2952391,0,1,0
2953742,0,1,0
2953743,0,1,0
2953744,0,1,0
2953745,0,1,0
2953746,0,1,0
2953747,0,1,0
2953768,0,1,0
2955118,0,1,0
2955119,0,1,0
2955127,0,1,0
2955244,0,1,0
2956479,0,1,0
2956481,0,1,0
2956491,0,1,0
2956495,0,1,0
2956496,0,1,0
2956497,0,1,0
2956498,0,1,0
2956499,0,1,0
2956626,0,1,0
2957879,0,1,0
2957881,0,1,0
2958023,0,1,0
2959239,0,1,0
2959262,0,1,0
2959387,0,1,0
2959388,0,1,0
2960622,0,1,0
2960623,0,1,0
2960710,0,1,0
2960769,0,1,0
2960770,0,1,0
2960771,0,1,0
2962005,0,1,0
2962006,0,1,0
2962007,0,1,0
2962013,0,1,0
2962022,0,1,0
2962023,0,1,0
2962083,0,1,0
2962084,0,1,0
2962151,0,1,0
2962152,0,1,0
2963388,0,1,0
2963401,0,1,0
2963403,0,1,0
2963404,0,1,0
2963414,0,1,0
2963415,0,1,0
2963474,0,1,0
2963475,0,1,0
2963533,0,1,0
2963534,0,1,0
2963550,0,1,0
2963554,0,1,0
2964796,0,1,0
2964857,0,1,0
2964858,0,1,0
2964859,0,1,0
2964932,0,1,0
2966176,0,1,0
2966240,0,1,0
2966241,0,1,0
2966315,0,1,0
2967558,0,1,0
2967622,0,1,0
2967623,0,1,0
2967681,0,1,0
2968940,0,1,0
2968941,0,1,0
2969064,0,1,0
2970295,0,1,0
2970319,0,1,0
2970320,0,1,0
2970321,0,1,0
2970322,0,1,0
2970323,0,1,0
2971701,0,1,0
2971702,0,1,0
2971703,0,1,0
2971704,0,1,0
2971705,0,1,0
2971706,0,1,0
2971845,0,1,0
2971846,0,1,0
2973082,0,1,0
2973083,0,1,0
2973084,0,1,0
2973085,0,1,0
2973086,0,1,0
2973087,0,1,0
2973088,0,1,0
2973223,0,1,0
2973225,0,1,0
2973226,0,1,0
2973227,0,1,0
2973228,0,1,0
2974463,0,1,0
2974464,0,1,0
2974465,0,1,0
2974466,0,1,0
2974467,0,1,0
2974468,0,1,0
2974469,0,1,0
2974470,0,1,0
2974605,0,1,0
2974606,0,1,0
2974607,0,1,0
2974608,0,1,0
2974609,0,1,0
2974610,0,1,0
2975843,0,1,0
2975844,0,1,0
2975845,0,1,0
2975846,0,1,0
2975847,0,1,0
2975848,0,1,0
2975849,0,1,0
2975850,0,1,0
2975851,0,1,0
2975988,0,1,0
2975989,0,1,0
2975990,0,1,0
2975991,0,1,0
2975993,0,1,0
2975994,0,1,0
2977192,0,1,0
2977220,0,1,0
2977226,0,1,0
2977227,0,1,0
2977228,0,1,0
2977229,0,1,0
2977230,0,1,0
2977231,0,1,0
2977232,0,1,0
2977370,0,1,0
2977371,0,1,0
2977372,0,1,0
2977375,0,1,0
2977376,0,1,0
2978601,0,1,0
2978603,0,1,0
2978608,0,1,0
2978609,0,1,0
2978610,0,1,0
2978611,0,1,0
2978612,0,1,0
2978613,0,1,0
2978755,0,1,0
2978756,0,1,0
2979985,0,1,0
2979991,0,1,0
2979992,0,1,0
2979993,0,1,0
2979994,0,1,0
2979995,0,1,0
2980135,0,1,0
2981365,0,1,0
2981366,0,1,0
2981371,0,1,0
2981373,0,1,0
2981374,0,1,0
2981375,0,1,0
2981376,0,1,0
2981377,0,1,0
2981515,0,1,0
2981516,0,1,0
2982747,0,1,0
2982748,0,1,0
2982749,0,1,0
2982751,0,1,0
2982756,0,1,0
2982757,0,1,0
2982758,0,1,0
2982759,0,1,0
2982898,0,1,0
2984127,0,1,0
2984128,0,1,0
2984129,0,1,0
2984130,0,1,0
2984133,0,1,0
2984134,0,1,0
2984138,0,1,0
2984139,0,1,0
2984140,0,1,0
2984141,0,1,0
2985509,0,1,0
2985510,0,1,0
2985511,0,1,0
2985512,0,1,0
2985513,0,1,0
2985515,0,1,0
2985516,0,1,0
2985517,0,1,0
2985518,0,1,0
2985520,0,1,0
2985521,0,1,0
2985522,0,1,0
2985523,0,1,0
2985524,0,1,0
2985660,0,1,0
2986890,0,1,0
2986891,0,1,0
2986892,0,1,0
2986893,0,1,0
2986894,0,1,0
2986895,0,1,0
2986897,0,1,0
2986898,0,1,0
2986899,0,1,0
2986901,0,1,0
2986903,0,1,0
2986904,0,1,0
2986905,0,1,0
2988272,0,1,0
2988273,0,1,0
2988274,0,1,0
2988275,0,1,0
2988276,0,1,0
2988277,0,1,0
2988278,0,1,0
2988280,0,1,0
2988281,0,1,0
2988282,0,1,0
2988285,0,1,0
2988286,0,1,0
2988287,0,1,0
2989653,0,1,0
2989654,0,1,0
2989655,0,1,0
2989656,0,1,0
2989657,0,1,0
2989658,0,1,0
2989666,0,1,0
2989667,0,1,0
2991035,0,1,0
2991036,0,1,0
2991037,0,1,0
2991038,0,1,0
2991039,0,1,0
2992418,0,1,0
