ID,barangay_name,city_name,province_name,children_m,elderly_me,women_mean,youth_mean,women_repr,phall_mean,flood_probability_value,rain intensity_value,drought_value,buildability_landcov,RHU_Presence,Road_Presence,POI_Presence,Nearest_RHU,Distance_to_Nearest_RHU_km
2941405,San Pascual,Tuba,Benguet,,,,,,0.218287755005626,0.660628152,1.040006002,1.016221507,1.0,0,0,0,2949695,8.746871710115968
2941406,San Pascual,Tuba,Benguet,,,,,,0.28677072323728,0.660628152,1.040006002,1.016221507,1.0,0,0,0,2949696,8.866073296066098
2941407,Taloy Sur,Tuba,Benguet,,,,,,0.637912833807515,0.555672414,1.042045593,0.920707267,,0,0,0,2949696,9.420563803936654
2942704,Mabungtot,Langiden,Abra,,,,,,0.032542247092351,1.028907865,0.093661164,1.326126564,1.0,0,0,0,2945473,7.79265048447206
2942705,Mabungtot,Langiden,Abra,,,,,,0.044023135362799,1.028907865,0.093661164,1.326126564,1.0,0,0,0,2945473,6.3786920628464
2942706,Mabungtot,Langiden,Abra,,,,,,0.100310400906783,1.028907865,0.093661164,1.326126564,1.0,0,0,0,2945473,5.082604598206366
2942707,Mabungtot,Langiden,Abra,,,,,,0.165205104738698,1.028907865,0.093661164,1.326126564,1.0,0,0,0,2945473,3.878919283939069
2942708,Labaan,San Quintin,Abra,0.6512,0.478824,2.729295,1.024683,1.206636,0.550382026112997,1.316676018,0.086426735,1.328765779,0.0,0,0,0,2945473,2.987447116383665
2942709,Labaan,San Quintin,Abra,,,,,,0.323726288706279,1.316676018,0.086426735,1.328765779,0.0,0,0,0,2945473,3.307481357106339
2942710,Tangadan,San Quintin,Abra,,,,,,0.1871942104389,0.889123002,0.085880665,1.329498543,1.0,0,0,0,2945473,4.014927407012145
2942711,Tangadan,San Quintin,Abra,,,,,,0.228309156617214,0.889123002,0.085880665,1.329498543,1.0,0,0,0,2945473,5.163268363748916
2942712,Tangadan,San Quintin,Abra,0.359385,0.395932,2.019254,0.797956,0.98983,0.747899318489285,0.889123002,0.085880665,1.329498543,1.0,0,1,0,2945473,6.481339526218562
2942776,Pappa,Sablan,Benguet,0.30191855,0.3139964,1.66577215,0.68612865,0.84702285,0.458343415458997,0.476278944,1.006493773,1.018522633,1.0,0,0,0,2949695,15.559624021196369
2942777,Pappa,Sablan,Benguet,0.172966,0.240648,1.045316,0.488817,0.533938,0.434167359908708,0.476278944,1.006493773,1.018522633,,0,0,0,2949695,14.252854042546632
2942778,Pappa,Sablan,Benguet,0.202587103896104,0.221868779220779,1.142189701298703,0.495358558441557,0.586047902597403,0.907656132760975,0.476278944,1.006493773,1.018522633,1.0,0,0,0,2949695,12.823330966993185
2942779,Kamog,Sablan,Benguet,0.223352024213076,0.210039871670704,1.208423738498797,0.501977755447945,0.621882033898309,1.806067187959949,0.320950425,1.022397995,0.962674106,1.0,0,0,1,2949695,11.453277908250616
2942780,Bayabas,Sablan,Benguet,0.870636,0.913951000000001,4.457136,1.598331000000001,2.157098,1.151520569019252,0.372182042,1.009904981,1.014086761,,0,0,0,2949695,10.1667655564449
2942781,Bayabas,Sablan,Benguet,0.870636,0.913951,4.457136,1.598331,2.157098,0.605967915388127,0.372182042,1.009904981,1.014086761,,0,0,0,2949695,8.999692131111155
2942782,Bayabas,Sablan,Benguet,0.403778198198199,0.30013272072072,1.927246000000005,0.800304684684686,0.959997153153156,1.435618370360342,0.372182042,1.009904981,1.014086761,0.0,0,1,0,2949695,8.004472801256416
2942783,Nangalisan,Tuba,Benguet,0.395212000000001,0.28887,1.880826000000007,0.785662000000001,0.938032000000003,2.606607777849613,0.411731021,1.028937022,0.988501768,0.0,0,0,1,2949695,7.25220664697798
2942784,Nangalisan,Tuba,Benguet,0.395212,0.28887,1.880826,0.785662,0.938032,1.450300496278538,0.411731021,1.028937022,0.988501768,0.0,0,0,0,2949695,6.823723908887238
2942785,San Pascual,Tuba,Benguet,,,,,,1.192544583593392,0.660628152,1.040006002,1.016221507,1.0,0,0,0,2949695,6.780686195735696
2942786,San Pascual,Tuba,Benguet,1.478959651162789,1.26743130232558,7.254708674418606,2.988424744186045,3.568967581395348,1.266054357928142,0.660628152,1.040006002,1.016221507,1.0,0,0,0,2949695,7.130076676130842
2942787,Taloy Sur,Tuba,Benguet,0.170081,0.123466,0.752134,0.366618,0.409453,0.514832505636982,0.555672414,1.042045593,0.920707267,1.0,0,1,0,2949696,7.690002088741844
2942788,Taloy Sur,Tuba,Benguet,0.582181099476439,0.253411329842932,2.378122089005243,0.957622219895284,1.303227486910995,0.764976096089168,0.555672414,1.042045593,0.920707267,,0,1,0,2949696,8.281701939212914
2942789,Taloy Sur,Tuba,Benguet,0.571245086956522,0.242513246376811,2.242246202898549,0.861110217391303,1.175125318840579,1.208715121572216,0.555672414,1.042045593,0.920707267,1.0,0,1,1,2949696,8.748374003934472
2942790,Taloy Sur,Tuba,Benguet,0.229759,0.193334,1.266478,0.425895,0.641645,0.851104863092933,0.555672414,1.042045593,0.920707267,,0,1,0,2949696,9.724189463110818
2942791,Tabaan Norte,Tuba,Benguet,,,,,,0.547202484174208,0.192916935,1.093182144,0.913798332,,0,0,0,2949696,10.971831830744367
2942792,Tabaan Norte,Tuba,Benguet,,,,,,0.40274688655965,0.192916935,1.093182144,0.913798332,,0,0,0,2949696,12.214803645678169
2944085,Malapaao,Langiden,Abra,,,,,,0.036882502544257,0.889051171,0.112952425,1.315680787,1.0,0,0,0,2945473,9.797624523142002
2944086,Mabungtot,Langiden,Abra,,,,,,0.033767749450197,1.028907865,0.093661164,1.326126564,1.0,0,0,0,2945473,8.4951140400907
2944087,Mabungtot,Langiden,Abra,,,,,,0.033748970758812,1.028907865,0.093661164,1.326126564,1.0,0,0,0,2945473,6.94770388250353
2944088,Mabungtot,Langiden,Abra,,,,,,0.063182576978739,1.028907865,0.093661164,1.326126564,1.0,0,0,0,2945473,5.372087745974556
2944089,Mabungtot,Langiden,Abra,,,,,,0.104639135071472,1.028907865,0.093661164,1.326126564,1.0,0,0,0,2945473,3.859158987213233
2944090,Mabungtot,Langiden,Abra,0.6512,0.478824,2.729295,1.024683,1.206636,0.2154486206937,1.028907865,0.093661164,1.326126564,0.0,0,0,0,2945473,2.524411263775747
2944091,Labaan,San Quintin,Abra,0.25423,0.231415,1.368932000000001,0.635575,0.730097,0.495811815099681,1.316676018,0.086426735,1.328765779,0.0,0,0,0,2945473,1.816028480687506
2944092,Labaan,San Quintin,Abra,,,,,,0.274180409136332,1.316676018,0.086426735,1.328765779,1.0,0,0,0,2945473,2.380972490857273
2944093,Tangadan,San Quintin,Abra,0.356868203240574,0.391994423541719,2.003689088182362,0.794069546910823,0.983613508414092,0.339421620605321,0.889123002,0.085880665,1.329498543,1.0,0,0,0,2945473,3.672310468727823
2944094,Tangadan,San Quintin,Abra,0.359385,0.395932,2.019254,0.797956,0.98983,0.479505457835538,0.889123002,0.085880665,1.329498543,1.0,0,1,0,2945473,5.160140582912782
2944095,Tangadan,San Quintin,Abra,,,,,,0.957347917060057,0.889123002,0.085880665,1.329498543,1.0,0,1,0,2945473,6.255298180419238
2944158,Pappa,Sablan,Benguet,0.185701047691528,0.262633696296194,1.124929090403128,0.528271586761509,0.573861874041868,0.628017336205401,0.476278944,1.006493773,1.018522633,1.0,0,0,0,2952458,15.577909948653048
2944159,Bagong,Sablan,Benguet,0.172966,0.240648,1.045316,0.488817,0.533938,0.312698597407767,0.216829412,1.056876755,0.925980078,,0,0,0,2949695,14.397618835411995
2944160,Kamog,Sablan,Benguet,0.188559461538462,0.209070307692308,1.026221384615385,0.487813538461538,0.535093769230769,0.29829114073245,0.320950425,1.022397995,0.962674106,1.0,0,0,0,2949695,12.87875867115045
2944161,Kamog,Sablan,Benguet,0.209195914893617,0.167280255319149,1.000951489361701,0.48648555319149,0.536623319148937,0.440387669588543,0.320950425,1.022397995,0.962674106,1.0,0,0,0,2949695,11.396456491047465
2944162,Bayabas,Sablan,Benguet,0.421035590243903,0.418173024390243,2.171335380487803,0.829555278048782,1.081892365853659,2.4928318678714,0.372182042,1.009904981,1.014086761,1.0,0,0,0,2949695,9.967036435956365
2944163,Bayabas,Sablan,Benguet,0.717165,0.750593000000001,3.697909,1.334054200000001,1.798664,1.438925314901604,0.372182042,1.009904981,1.014086761,1.0,0,0,1,2949695,8.616856123754038
2944164,Bayabas,Sablan,Benguet,0.183909291666667,0.163145416666667,1.022477458333333,0.4167905,0.535119083333333,0.504054095078674,0.372182042,1.009904981,1.014086761,,0,0,0,2949695,7.389479226246764
2944165,Tadiangan,Tuba,Benguet,0.395212000000001,0.288870000000002,1.880826000000008,0.785662000000002,0.938031999999999,1.970879438022773,0.223672007,1.055104843,0.874361307,0.0,0,0,0,2949695,6.356445304236598
2944166,Nangalisan,Tuba,Benguet,0.395212000000001,0.28887,1.880826000000004,0.785662000000001,0.938032000000002,1.433623550363065,0.411731021,1.028937022,0.988501768,0.0,0,1,0,2949695,5.62585022251517
2944167,Taloy Norte,Tuba,Benguet,1.39755129032258,1.208777419354838,6.894672870967742,2.84834964516129,3.393167258064516,1.130376631413364,0.27678676,1.065798521,0.890689646,,0,0,0,2949695,5.323700306447192
2944168,Taloy Norte,Tuba,Benguet,0.343626135135136,0.277540918918919,1.62055412612613,0.718171243243245,0.831652387387387,0.967354841012922,0.27678676,1.065798521,0.890689646,,0,0,0,2949695,5.52079521827106
2944169,San Pascual,Tuba,Benguet,0.172737943037976,0.124339835443038,0.763008037974689,0.370725367088609,0.415621126582278,0.723719077144595,0.660628152,1.040006002,1.016221507,,0,0,1,2949696,6.101392100481374
2944170,Taloy Norte,Tuba,Benguet,0.449006523489932,0.215201127516778,1.893689046979869,0.797808845637582,1.056982100671141,0.958150247525838,0.27678676,1.065798521,0.890689646,,0,0,0,2949696,6.652470146172282
2944171,Tabaan Norte,Tuba,Benguet,0.589878,0.261532,2.470232,1.015581999999999,1.384017,1.199149353015754,0.192916935,1.093182144,0.913798332,,0,1,0,2949696,7.531901360976552
2944172,Tabaan Norte,Tuba,Benguet,0.515475547945205,0.335315472602741,2.151503020547941,0.938374780821916,1.113757924657535,1.290480816280925,0.192916935,1.093182144,0.913798332,,0,0,0,2949696,8.637703123684236
2944173,Taloy Sur,Tuba,Benguet,0.512324842105263,0.346908736842105,2.120247315789474,0.939941842105263,1.083280631578948,0.818111282162899,0.555672414,1.042045593,0.920707267,,0,0,0,2949696,9.864512931102585
2944174,Tabaan Norte,Tuba,Benguet,0.522804,0.356641,2.160111,0.9605,1.102346,0.697496658722257,0.192916935,1.093182144,0.913798332,,0,0,0,2949696,11.217225983302225
2944175,Tabaan Norte,Tuba,Benguet,0.616365,0.420694,2.847019,1.286539,1.408834,0.529246315360069,0.192916935,1.093182144,0.913798332,,0,0,0,2949696,12.425294884682556
2944176,Tabaan Sur,Tuba,Benguet,,,,,,0.317829606994506,0.258220772,1.123016357,0.93283794,,0,0,0,2949696,13.69579383620844
2944177,Tabaan Sur,Tuba,Benguet,,,,,,0.36735952460024,0.258220772,1.123016357,0.93283794,,0,0,0,2949696,15.36873957097445
2944179,Camp One,Tuba,Benguet,,,,,,4.263911247253418,0.244209842,1.0858284,0.980124728,0.0,0,0,0,2949696,18.470118616614226
2945464,Malapaao,Langiden,Abra,,,,,,0.034943429257735,0.889051171,0.112952425,1.315680787,1.0,0,0,0,2945473,14.113563556582838
2945465,Malapaao,Langiden,Abra,,,,,,0.035990217020587,0.889051171,0.112952425,1.315680787,1.0,0,0,0,2945473,12.289778102730825
2945466,Malapaao,Langiden,Abra,,,,,,0.033874360011204,0.889051171,0.112952425,1.315680787,1.0,0,0,0,2945473,10.73519395947224
2945467,Malapaao,Langiden,Abra,,,,,,0.039630945571648,0.889051171,0.112952425,1.315680787,1.0,0,0,0,2945473,9.190270519715945
2945468,Mabungtot,Langiden,Abra,,,,,,0.041916875188017,1.028907865,0.093661164,1.326126564,1.0,0,0,0,2945473,7.541909266221818
2945469,Mabungtot,Langiden,Abra,,,,,,0.071717117097357,1.028907865,0.093661164,1.326126564,1.0,0,0,0,2945473,5.894530571911566
2945470,Mabungtot,Langiden,Abra,,,,,,0.099165567507346,1.028907865,0.093661164,1.326126564,1.0,0,0,0,2945473,4.249277391290352
2945471,Mabungtot,Langiden,Abra,,,,,,0.136663109243944,1.028907865,0.093661164,1.326126564,1.0,0,0,0,2945473,2.610172160440225
2945472,Poblacion,San Quintin,Abra,0.6512,0.478824,2.729295,1.024683000000001,1.206636000000002,0.578504059621146,1.425360011,0.092169605,1.337463761,1.0,0,0,0,2945473,1.007676541541457
2945473,Labaan,San Quintin,Abra,0.282583153488372,0.325520395348836,1.717078334883713,0.683913474418603,0.858016516279068,2.338211453130059,1.316676018,0.086426735,1.328765779,0.0,1,0,1,2945473,0.814615575404715
2945474,Tangadan,San Quintin,Abra,0.30597062240664,0.3100727593361,1.686688348547714,0.715759854771785,0.858021356846477,1.070747757388144,0.889123002,0.085880665,1.329498543,1.0,0,0,0,2945473,2.399491310396373
2945475,Tangadan,San Quintin,Abra,0.359385000000001,0.395932000000001,2.019253999999995,0.797955999999999,0.98983,0.852438317937451,0.889123002,0.085880665,1.329498543,1.0,0,1,1,2945473,4.031356012832772
2945476,Tangadan,San Quintin,Abra,,,,,,0.749759127696355,0.889123002,0.085880665,1.329498543,1.0,0,1,0,2945473,5.020300062998042
2945536,Gasweling,Kapangan,Benguet,,,,,,0.656064407762728,0.505202069,0.995693066,0.933546566,,0,0,0,2957983,17.899849997586056
2945537,Gasweling,Kapangan,Benguet,2.075324,1.062566,7.172321,2.506992,3.403532,1.102969008025213,0.505202069,0.995693066,0.933546566,,0,0,0,2957983,16.962292005989838
2945538,Gasweling,Kapangan,Benguet,,,,,,1.303567622740244,0.505202069,0.995693066,0.933546566,,0,0,1,2957983,15.9003230107326
2945539,Bagong,Sablan,Benguet,31.733095,16.879306,123.894104,54.351364,65.15412,1.385519160193647,0.216829412,1.056876755,0.925980078,,0,0,0,2957983,14.90013253695638
2945540,Kamog,Sablan,Benguet,1.079993,1.806533,6.715591000000002,3.298887,3.377432,0.990878824765484,0.320950425,1.022397995,0.962674106,,0,0,0,2957983,14.183583579167648
2945541,Kamog,Sablan,Benguet,0.350322263157894,0.418754473684211,1.898815421052634,0.930315210526314,0.985441263157895,0.275109505919474,0.320950425,1.022397995,0.962674106,,0,0,0,2952458,12.95735088001094
2945542,Kamog,Sablan,Benguet,0.213509,0.158546,0.995670000000001,0.486207999999999,0.536943000000001,0.290099586722338,0.320950425,1.022397995,0.962674106,,0,0,0,2949695,11.57696446339374
2945543,Kamog,Sablan,Benguet,0.213509,0.158546,0.99567,0.486208,0.536943000000001,1.006730876138641,0.320950425,1.022397995,0.962674106,1.0,0,0,0,2949695,10.038213982431904
2945544,Banangan,Sablan,Benguet,0.119657731428572,0.106281057142857,0.71072325142857,0.308037205714289,0.390484514285717,1.33897620998323,0.324756094,1.04487381,0.898347937,1.0,0,0,1,2949695,8.541146454777566
2945545,Banangan,Sablan,Benguet,0.103281,0.097161,0.661000999999999,0.276947,0.364927999999999,0.809741174388263,0.324756094,1.04487381,0.898347937,,0,1,0,2949695,7.112132933156432
2945546,Tadiangan,Tuba,Benguet,0.126381484848485,0.112101709090909,0.76393855151515,0.318335981818182,0.418322703030303,0.77357005700469,0.223672007,1.055104843,0.874361307,,0,0,0,2949695,5.80168048975324
2945547,Tadiangan,Tuba,Benguet,0.277443716535434,0.208446141732284,1.475081149606296,0.595714661417322,0.815157952755903,0.913803245458338,0.223672007,1.055104843,0.874361307,,0,1,0,2949695,4.709816127817908
2945548,Nangalisan,Tuba,Benguet,0.20264444,0.149746453333333,0.986715706666666,0.438529146666666,0.545239906666666,0.559172566889892,0.411731021,1.028937022,0.988501768,0.0,0,0,0,2949695,4.018836830922182
2945549,Taloy Norte,Tuba,Benguet,0.170081,0.123466,0.752133999999999,0.366618000000001,0.409452999999999,0.564917445801534,0.27678676,1.065798521,0.890689646,,0,0,0,2949695,3.945318910907826
2945550,Taloy Sur,Tuba,Benguet,0.193102125806453,0.131037361290323,0.846352277419359,0.402206348387098,0.462896832258064,2.422414313935037,0.555672414,1.042045593,0.920707267,,0,1,1,2949695,4.519495958572232
2945551,Taloy Sur,Tuba,Benguet,0.497469855345911,0.231140113207547,2.092034327044031,0.872728289308175,1.169490333333334,1.872480288768808,0.555672414,1.042045593,0.920707267,,0,1,0,2949696,5.006844280937882
2945552,Tabaan Norte,Tuba,Benguet,,,,,,0.738425338226888,0.192916935,1.093182144,0.913798332,,0,0,0,2949696,5.900828899111956
2945553,Tabaan Norte,Tuba,Benguet,0.533680864864865,0.341217918918919,2.210400891891892,0.969432216216216,1.148022378378378,0.921717341057956,0.192916935,1.093182144,0.913798332,,0,0,0,2949696,7.072261957483966
2945554,Tabaan Norte,Tuba,Benguet,0.522804,0.356641,2.160111,0.960500000000001,1.102345999999998,0.557280822243128,0.192916935,1.093182144,0.913798332,,0,0,0,2949696,8.405939114970487
2945555,Tabaan Norte,Tuba,Benguet,0.522804,0.356641,2.160111,0.9605,1.102346,0.581095822362436,0.192916935,1.093182144,0.913798332,,0,0,0,2949696,9.836084158816847
2945556,Tabaan Norte,Tuba,Benguet,0.585178,0.399343,2.618049666666666,1.177859333333333,1.306671333333333,0.531588021872772,0.192916935,1.093182144,0.913798332,,0,0,0,2949696,11.326213267189814
2945557,Tabaan Sur,Tuba,Benguet,0.616365,0.420694,2.847019,1.286539,1.408834,0.331521544295053,0.258220772,1.123016357,0.93283794,,0,0,0,2949696,12.855484387697606
2945558,Tabaan Sur,Tuba,Benguet,0.616365,0.420694,2.847019,1.286539,1.408834,0.348323724801174,0.258220772,1.123016357,0.93283794,,0,0,0,2949696,14.386103716079774
2945559,Tabaan Sur,Tuba,Benguet,0.616365,0.420694,2.847019,1.286539,1.408834,0.490491104390234,0.258220772,1.123016357,0.93283794,,0,0,0,2949696,15.873459477885437
2945560,Camp One,Tuba,Benguet,0.232744214285714,0.17161644047619,1.160943642857143,0.484720333333332,0.632959666666664,2.5256433016089,0.244209842,1.0858284,0.980124728,0.0,0,1,1,2949696,17.546589819471027
2945561,Camp One,Tuba,Benguet,,,,,,5.930166602188,0.244209842,1.0858284,0.980124728,0.0,0,0,0,2949696,18.494313541314735
2946845,Malapaao,Langiden,Abra,,,,,,0.091440688857907,0.889051171,0.112952425,1.315680787,1.0,0,0,0,2945473,16.492224558985857
2946846,Malapaao,Langiden,Abra,,,,,,0.044551068333103,0.889051171,0.112952425,1.315680787,1.0,0,0,0,2945473,14.943947570643768
2946847,Malapaao,Langiden,Abra,,,,,,0.057856496168877,0.889051171,0.112952425,1.315680787,1.0,0,0,0,2945473,13.344745023203526
2946848,Malapaao,Langiden,Abra,,,,,,0.058908428727039,0.889051171,0.112952425,1.315680787,1.0,0,0,0,2945473,11.70417705634438
2946849,Malapaao,Langiden,Abra,,,,,,0.0456031659371,0.889051171,0.112952425,1.315680787,1.0,0,0,0,2945473,10.061727482269085
2946850,Malapaao,Langiden,Abra,,,,,,0.048703893441065,0.889051171,0.112952425,1.315680787,1.0,0,0,0,2945473,8.422276463802689
2946851,Mabungtot,Langiden,Abra,,,,,,0.083139556338047,1.028907865,0.093661164,1.326126564,1.0,0,0,0,2945473,6.787997020866596
2946852,Mabungtot,Langiden,Abra,,,,,,0.149242829965198,1.028907865,0.093661164,1.326126564,1.0,0,0,0,2945473,5.163801735938534
2946853,Mabungtot,Langiden,Abra,0.576657000000001,0.624712,2.248963000000002,0.778486999999999,0.970706,0.227846658769353,1.028907865,0.093661164,1.326126564,1.0,0,0,0,2945473,3.563506074596647
2946854,Mabungtot,Langiden,Abra,,,,,,0.199421130784162,1.028907865,0.093661164,1.326126564,0.0,0,0,0,2945473,2.044036534523401
2946855,Labaan,San Quintin,Abra,0.429720712328767,0.418066821917807,2.224070068493152,0.828363821917808,1.035682986301369,1.268499779592861,1.316676018,0.086426735,1.328765779,0.0,0,0,0,2945473,1.050418046515678
2946856,Villa Mercedes,San Quintin,Abra,0.296129000000001,0.271327321428571,1.603111214285717,0.703483285714286,0.834985642857143,1.625046205479664,1.081835888,0.092463553,1.352701909,0.0,0,0,0,2945473,1.863988725660185
2946857,Tangadan,San Quintin,Abra,0.344474,0.31738,1.873318000000005,0.781839000000002,0.956011000000001,1.591399952511474,0.889123002,0.085880665,1.329498543,1.0,0,0,0,2945473,3.360254948176418
2946858,Tangadan,San Quintin,Abra,0.273466,0.230059,1.462829,0.59034,0.755288,0.324804982522151,0.889123002,0.085880665,1.329498543,1.0,0,0,0,2945473,4.625419231130558
2946916,Sagubo,Kapangan,Benguet,,,,,,0.514850437641144,0.190315594,0.481227541,0.909589334,,0,0,0,2957983,20.312771668009727
2946917,Sagubo,Kapangan,Benguet,0.993322666666667,0.95355,4.757148,2.043346,2.403932333333334,0.616334556341171,0.190315594,0.481227541,0.909589334,0.0,0,0,0,2957983,19.052833974984274
2946918,Sagubo,Kapangan,Benguet,2.075324000000002,1.062566,7.172321,2.506991999999999,3.403531999999999,0.534996606795876,0.190315594,0.481227541,0.909589334,0.0,0,0,0,2957983,18.029954882708594
2946919,Sagubo,Kapangan,Benguet,2.075324,1.062566,7.172321,2.506992,3.403532,0.461653038085951,0.190315594,0.481227541,0.909589334,,0,0,0,2957983,16.788764280490042
2946920,Gasweling,Kapangan,Benguet,21.847171333333332,11.607059333333334,84.98684299999998,37.069906666666654,44.570590666666654,0.730363390098015,0.505202069,0.995693066,0.933546566,,0,0,0,2957983,15.572447721379428
2946921,Gasweling,Kapangan,Benguet,,,,,,1.002155128866434,0.505202069,0.995693066,0.933546566,,0,0,0,2957983,14.442490080406428
2946922,Gasweling,Kapangan,Benguet,1.106394133333333,1.5453428,6.181192800000002,2.980983066666667,3.067321999999999,0.523055897094309,0.505202069,0.995693066,0.933546566,,0,0,0,2957983,13.420722088901805
2946923,Kamog,Sablan,Benguet,1.022287375,1.706955312500001,6.363063812500004,3.12644125,3.197900749999999,0.736902068614529,0.320950425,1.022397995,0.962674106,,0,0,0,2957983,12.533631288990392
2946924,Bagong,Sablan,Benguet,0.463605,0.328502,1.9563915,0.894498,0.9963335,0.477310549222887,0.216829412,1.056876755,0.925980078,,0,0,0,2952458,11.512529867417532
