ID,barangay_name,city_name,province_name,children_m,elderly_me,women_mean,youth_mean,women_repr,phall_mean,flood_probability_value,rain intensity_value,drought_value,buildability_landcov,RHU_Presence,Road_Presence,POI_Presence,Nearest_RHU,Distance_to_Nearest_RHU_km,youth_children_sum,youth_elderly_sum,youth_phall_sum,youth_women_sum,youth_women_repr_sum,youth_youth_sum
"2869579",Malabago,Santa Cruz,Zambales,"0.664594","0.203666","2.411834999999999","1.093365","1.189839","0.754545720915","0.004992073","0.293646839","1.111607614","0.0","0","0","0","2886181","34.5195306598595",13.29188,4.07332,111.69476,48.2367,23.79678,21.8673
"2869580",Malabago,Santa Cruz,Zambales,"0.664594","0.203666","2.411835","1.093365","1.189839","0.53241031575069","0.004992073","0.293646839","1.111607614","0.0","0","0","0","2886181","33.4204602234915",2.658376,0.814664,22.338952,9.64734,4.759356,4.37346
"2869581",Malabago,Santa Cruz,Zambales,"0.664594","0.203666","2.411835","1.093365","1.189839","0.866927839359459","0.004992073","0.293646839","1.111607614","0.0","0","0","0","2886181","32.0539725705102",0.402059194079955,0.123211747053823,3.37859694704993,1.45908695587656,0.719816473553628,0.661452632336781
"2870961",Malabago,Santa Cruz,Zambales,"0.664594","0.203666","2.411834999999998","1.093364999999999","1.189838999999999","0.550461061961121","0.004992073","0.293646839","1.111607614","0.0","0","0","0","2886181","33.5966226358442",29.242136,8.961304,245.728472,106.12074,52.352916,48.10806
"2870962",Malabago,Santa Cruz,Zambales,"0.664594","0.203666","2.411834999999999","1.093365","1.189838999999999","0.452343233988858","0.004992073","0.293646839","1.111607614","0.0","0","0","0","2886181","32.2942555967583",15.285662,4.684318,128.448974,55.472205,27.366297,25.147395
"2870963",Malabago,Santa Cruz,Zambales,"0.664594","0.203666","2.411835","1.093365","1.189839","1.007336717844009","0.004992073","0.293646839","1.111607614","0.0","0","0","0","2886181","31.461716280212",7.310534,2.240326,61.432118,26.530185,13.088229,12.027015
"2872348",Bolitoc,Santa Cruz,Zambales,,,,,,"5.244777917861938","0.664370018","0.293443938","1.12178479","0.0","0","0","0","2886181","25.9809220923509",0,0,0,0,0,0
"2873729",Bolitoc,Santa Cruz,Zambales,"9.287297999999998","5.910099000000002","38.57800800000001","14.937612","19.224058000000003","4.787549416897662","0.664370018","0.293443938","1.12178479","0.0","0","0","0","2886181","25.9093532657835",102.160278,65.011089,863.718724,424.358088,211.464638,164.313732
"2873730",Bolitoc,Santa Cruz,Zambales,"9.287298","5.910099","38.578008","14.937611999999998","19.224058","5.753599787630686","0.664370018","0.293443938","1.12178479","0.0","0","0","0","2886181","25.5201087862656",46.43649,29.550495,392.59942,192.89004,96.12029,74.68806
"2875112",Bolitoc,Santa Cruz,Zambales,"9.287298","5.910099","38.578008","14.937612","19.224058","17.354023615519207","0.664370018","0.293443938","1.12178479",,"0","0","0","2886181","25.5961441744189",10.6242639994074,6.76089558433829,89.8233239440414,44.1315592073445,21.9914842112227,17.0879768699913
"2877876",Bolitoc,Santa Cruz,Zambales,"0.329008000000001","0.212836","1.340864000000001","0.510804999999999","0.674866","3.367146174112956","0.664370018","0.293443938","1.12178479","0.0","0","0","0","2886181","23.5688767613826",37.8359200000001,24.47614,315.027665,154.19936,77.60959,58.7425749999999
"2879252",Malabago,Santa Cruz,Zambales,,,,,,"0.0","0.004992073","0.293646839","1.111607614",,"0","0","0","2886181","31.3020338264199",0,0,0,0,0,0
"2879257",Bolitoc,Santa Cruz,Zambales,"0.329007999999998","0.212835999999999","1.340864000000008","0.510805000000003","0.674866000000005","4.611577090145886","0.664370018","0.293443938","1.12178479","0.0","0","0","1","2886181","23.7896647846974",168.781103999999,109.184867999999,1405.29732299999,687.863232000004,346.206258000002,262.042965000002
