ID,barangay_name,city_name,province_name,children_m,elderly_me,women_mean,youth_mean,women_rep_,phall_mean,flood_probability_value,rain intensity_value,drought_value,buildability_landcov,RHU_Presence,Road_Presence,POI_Presence,Nearest_RHU,Distance_to_Nearest_RHU_km,youth_children_sum,youth_elderly_sum,youth_phall_sum,youth_women_sum,youth_women_repr_sum,youth_youth_sum
"3140557",Salvacion,Santa Elena,Camarines Norte,"4.778273000000002","1.925769000000001","17.575106","7.098398000000002","8.478641000000001","5.959321448418978","1.865467742","2.266874313","0.823656222","0.0","0","0","0","3191699","54.12896801044776",167.239555,67.401915,1258.09236,615.12871,296.752435,248.44393
"3140558",Polungguitguit,Santa Elena,Camarines Norte,"4.760935142857152","1.924624032967035","17.518539813186816","7.075955758241744","8.448140208791218","7.338784873252736","1.92585589","2.269750214","0.840294395","0.0","0","0","0","3191699","53.734019254145615",433.245098000001,175.140787,3262.128889,1594.187123,768.780759000001,643.911973999999
"3140559",Santa Elena (Pob.),Santa Elena,Camarines Norte,"2.860486","1.583196","11.84982","4.258529","5.678039","1.860503226204922","1.879869277","2.272273881","0.887943793","0.0","0","0","1","3191699","53.40803239271103",5.720972,3.166392,47.29731,23.69964,11.356078,8.517058
"3140560",San Vicente,Santa Elena,Camarines Norte,"2.835030922252024","1.576872729222516","11.743988557640712","4.244433026809628","5.637778528150092","16.95998881350864","1.900343336","2.274449893","0.906342697","0.0","0","0","1","3191699","53.12077977318676",1057.466534,588.173527999998,8747.347319,4380.50773199999,2102.89139099998,1583.17351899999
"3140561",San Vicente,Santa Elena,Camarines Norte,"2.444320272727271","1.479816681818183","10.119579000000003","4.028073568181817","5.019819500000006","3.64729268749555","1.900343336","2.274449893","0.906342697","0.0","0","1","1","3191699","52.88344285336154",107.550092,65.111934,898.596042,445.261476,220.872058,177.235237
"3140562",San Pedro,Santa Elena,Camarines Norte,"2.6590281","1.5413072","10.677103900000002","4.186671300000001","4.9463934","1.543244168477159","1.349665393","2.257457415","0.968962322","0.0","0","1","0","3191699","52.69669607497328",53.180562,30.826144,446.159196,213.542078,98.927868,83.733426
"3140563",San Pedro,Santa Elena,Camarines Norte,"2.286146727272728","1.130232727272728","8.855038000000002","3.511638545454545","4.119566727272727","0.746784984019765","1.349665393","2.257457415","0.968962322","0.0","0","1","0","3191699","52.561078675273166",50.295228,24.86512,399.868104,194.810836,90.630468,77.256048
"3140564",Kabuluan,Santa Elena,Camarines Norte,"2.21388","1.289528","9.597282000000002","4.085407000000001","4.815759","0.668208487594212","1.856621504","2.272644679","0.943946818","0.0","0","1","0","3191699","52.47698706205608",22.1388,12.89528,197.87975,95.97282,48.15759,40.85407
"3140565",Kabuluan,Santa Elena,Camarines Norte,"19.26292877777778","13.948223","83.98720566666665","32.86404455555555","39.72715555555556","0.93726920514651","1.856621504","2.272644679","0.943946818","0.0","0","0","1","3191699","52.444669092698646",173.366359,125.534007,1580.172686,755.884851,357.5444,295.776401
"3140566",Guitol,Santa Elena,Camarines Norte,"3.05232375","1.76895975","11.69552275","4.5642785","5.544967000000002","1.20839474596836","1.39127036","2.236599731","1.018496616","0.0","0","0","0","3191699","52.464220447058366",12.209295,7.075839,99.893145,46.782091,22.179868,18.257114
