ID,barangay_name,city_name,province_name,popden_chi,popden_eld,popden_wom,popden_w_1,popden_you,popden_all,flood_probability_value,rain intensity_value,drought_value,buildability_landcov,RHU_Presence,Road_Presence,POI_Presence,Nearest_RHU,Distance_to_Nearest_RHU_km,HCFAI
3024628,Harigue,Caluya,Antique,0.0,0.0,0.0,0.0,0.0,10.900029304919387,0.981653492,1.291154861,0.657261349,0.0,0,0,0,3053645,29.808381734500816,0.3950965068605514
3026009,Harigue,Caluya,Antique,6.026002,1.114943,16.976335,6.941848,8.295707,5.915609216690064,0.981653492,1.291154861,0.657261349,0.0,0,0,0,3053645,29.304915696823155,0.3950965068605516
3026010,Harigue,Caluya,Antique,6.026002000000004,1.114942999999999,16.97633499999999,6.941847999999996,8.295706999999998,9.811489621798197,0.981653492,1.291154861,0.657261349,0.0,0,0,0,3053645,29.04070157330929,0.39509650686055153
3027392,Harigue,Caluya,Antique,6.026002,1.114943,16.976335,6.941848,8.295707,9.73692853634174,0.981653492,1.291154861,0.657261349,0.0,0,0,0,3053645,28.65847364714841,0.3950965068605515
3031522,Semirara,Caluya,Antique,0.0,0.0,0.0,0.0,0.0,0.152529464625731,0.007850663,1.365578788,0.630727465,0.0,0,0,0,3053645,28.26209731833148,0.43216708901694967
3031523,Semirara,Caluya,Antique,0.0,0.0,0.0,0.0,0.0,0.165472820401192,0.007850663,1.365578788,0.630727465,0.0,0,0,0,3053645,27.571437768117768,0.43216708901694967
3032903,Semirara,Caluya,Antique,0.0,0.0,0.0,0.0,0.0,0.556302346098117,0.007850663,1.365578788,0.630727465,0.0,0,0,0,3053645,28.977047410000075,0.43216708901694967
3032904,Semirara,Caluya,Antique,0.0,0.0,0.0,0.0,0.0,0.239528002412546,0.007850663,1.365578788,0.630727465,0.0,0,0,0,3053645,28.09454003389371,0.43216708901694967
3032905,Semirara,Caluya,Antique,0.217967,0.079375,0.713116,0.226786,0.291042,0.136884232796729,0.007850663,1.365578788,0.630727465,0.0,0,0,0,3053645,27.130006883187395,0.43216708901694967
3032906,Semirara,Caluya,Antique,0.217967,0.079375,0.713116,0.226786,0.291042,0.153711592908515,0.007850663,1.365578788,0.630727465,0.0,0,0,0,3053645,25.98669300491385,0.43216708901694967
3032907,Semirara,Caluya,Antique,0.217967,0.079375,0.713116,0.226786,0.291042,0.757016281718793,0.007850663,1.365578788,0.630727465,0.0,0,0,0,3053645,24.74821595019084,0.43216708901694967
3034284,Semirara,Caluya,Antique,0.0,0.0,0.0,0.0,0.0,0.0,0.007850663,1.365578788,0.630727465,0.0,0,0,0,3053645,28.475428413746247,0.5
3034285,Semirara,Caluya,Antique,0.217967,0.079375,0.713116,0.226786,0.291042,0.903771381052035,0.007850663,1.365578788,0.630727465,0.0,0,0,0,3053645,27.717242036496053,0.43216708901694967
3034286,Semirara,Caluya,Antique,0.217967,0.079375,0.713116,0.226786,0.291042,0.31813363688784,0.007850663,1.365578788,0.630727465,0.0,0,0,0,3053645,26.5810904213773,0.43216708901694967
3034287,Semirara,Caluya,Antique,0.217967,0.079375,0.713116,0.226786,0.291042000000001,0.277377151010572,0.007850663,1.365578788,0.630727465,0.0,0,0,1,3053645,25.511745125049178,0.48002371791768506
3034288,Semirara,Caluya,Antique,0.217967,0.079375,0.713116,0.226786,0.291042,0.636882123577854,0.007850663,1.365578788,0.630727465,0.0,0,0,0,3053645,24.520544695438787,0.43216708901694967
3034289,Alegria,Caluya,Antique,0.217967,0.079375,0.713116,0.226786,0.291042,0.477824644580561,0.819766806,1.385697259,0.660811975,0.0,0,0,0,3053645,23.456974474889066,0.39731857893803824
3034290,Alegria,Caluya,Antique,0.217967,0.079375,0.713116,0.226786,0.291042,0.104566337320433,0.819766806,1.385697259,0.660811975,0.0,0,0,0,3053645,22.511552256882773,0.39731857893803824
3034291,Alegria,Caluya,Antique,0.0,0.0,0.0,0.0,0.0,0.127675104886293,0.819766806,1.385697259,0.660811975,0.0,0,0,0,3053645,21.52883130845128,0.39731857893803824
3035666,Semirara,Caluya,Antique,0.0,0.0,0.0,0.0,0.0,0.0,0.007850663,1.365578788,0.630727465,0.0,0,0,0,3053645,28.036510375109167,0.5
3035667,Semirara,Caluya,Antique,0.0,0.0,0.0,0.0,0.0,0.299768410227468,0.007850663,1.365578788,0.630727465,0.0,0,0,0,3053645,27.330033814561148,0.43216708901694967
3035668,Semirara,Caluya,Antique,0.217967,0.079375,0.713116,0.226786,0.291042,0.297297821003706,0.007850663,1.365578788,0.630727465,0.0,0,0,0,3053645,26.125022340358637,0.43216708901694967
3035669,Semirara,Caluya,Antique,0.217967,0.079375,0.713116,0.226786,0.291042000000001,0.286061446352954,0.007850663,1.365578788,0.630727465,0.0,0,0,0,3053645,24.97095668344101,0.43216708901694967
3035670,Semirara,Caluya,Antique,0.217967,0.079375,0.713116,0.226786,0.291042,0.487515261415968,0.007850663,1.365578788,0.630727465,0.0,0,0,0,3053645,23.827919625708063,0.43216708901694967
3035671,Semirara,Caluya,Antique,0.217967,0.079375,0.713116,0.226786,0.291042,0.529044348774133,0.007850663,1.365578788,0.630727465,0.0,0,0,1,3053645,22.83571366230776,0.48002371791768506
3035672,Alegria,Caluya,Antique,0.217967,0.079375,0.713116,0.226786,0.291042,0.157420179583657,0.819766806,1.385697259,0.660811975,0.0,0,0,0,3053645,21.89336393464992,0.39731857893803824
3035673,Alegria,Caluya,Antique,0.217967,0.079375,0.713116,0.226786,0.291042,0.090372490650373,0.819766806,1.385697259,0.660811975,0.0,0,0,0,3053645,21.02699782214496,0.39731857893803824
3035674,Alegria,Caluya,Antique,0.217967,0.079375,0.713116,0.226786,0.291042,0.195144611920645,0.819766806,1.385697259,0.660811975,0.0,0,0,1,3053645,20.250454149977813,0.4405517298684104
