ID,barangay_name,city_name,province_name,flood_probability_value,rain intensity_value,drought_value,buildability_landcov,RHU_Presence,Road_Presence,POI_Presence,Nearest_RHU,Distance_to_Nearest_RHU_km,popden_chi,popden_eld,popden_all,popden_wom,popden_w_1,popden_you,HCFAI
3130892,Patag Ibaba,Santa Elena,Camarines Norte,1.853824183,2.280699412,0.894826475,0.0,0,0,0,3191699,61.73101979934805,0.0,0.0,0.0,0.0,0.0,0.0,0.5
3130893,Patag Ibaba,Santa Elena,Camarines Norte,1.853824183,2.280699412,0.894826475,0.0,0,0,0,3191699,61.95994974526438,0.0,0.0,0.0,0.0,0.0,0.0,0.5
3132273,Patag Ibaba,Santa Elena,Camarines Norte,1.853824183,2.280699412,0.894826475,0.0,0,0,0,3191699,60.62882017147842,0.0,0.0,0.0,0.0,0.0,0.0,0.5
3132274,Patag Ibaba,Santa Elena,Camarines Norte,1.853824183,2.280699412,0.894826475,0.0,0,0,0,3191699,60.737499326117245,2.828934,1.50399,22.165947,10.671167,4.619398,3.688356,0.34441722422912757
3132275,Patag Ibaba,Santa Elena,Camarines Norte,1.853824183,2.280699412,0.894826475,0.0,0,0,0,3191699,61.077165841392926,37.639543,20.58636,295.183889,141.323334,61.721284,49.971853,0.37666033215480055
3132276,Patag Iraya,Santa Elena,Camarines Norte,1.677681962,2.221410615,0.934219831,0.0,0,0,0,3191699,61.026806414961065,2.82893399975958,1.50398999987218,22.1659469981162,10.6711669990931,4.61939799960742,3.68835599968655,0.34570878388024234
3133655,Maulawin,Santa Elena,Camarines Norte,1.8421819,2.266517878,0.945738409,0.0,0,0,0,3191699,59.59298250576337,19.802538,10.52793,155.161629,74.698169,32.335786,25.818492,0.3458846270763769
3133656,Maulawin,Santa Elena,Camarines Norte,1.8421819,2.266517878,0.945738409,0.0,0,0,0,3191699,59.630631672226194,25.231728,13.114995,198.048588,94.993868,41.663791,33.652557,0.3526240993378382
3133657,Patag Ibaba,Santa Elena,Camarines Norte,1.853824183,2.280699412,0.894826475,0.0,0,0,0,3191699,59.71621702111496,18.461675,12.6924,145.962625,66.34665,31.44254,28.557905,0.348504902798974
3133658,Patag Iraya,Santa Elena,Camarines Norte,1.677681962,2.221410615,0.934219831,0.0,0,0,0,3191699,59.67187025463246,6.77857999942392,2.84896899975788,58.845935994999,28.3914449975872,14.2448429987894,12.2800369989564,0.34571769318643275
3135031,Basiad,Santa Elena,Camarines Norte,1.87391734,2.266394424,0.859992664,0.0,0,0,0,3191699,58.74535342483416,0.0,0.0,0.0,0.0,0.0,0.0,0.5
3135032,Basiad,Santa Elena,Camarines Norte,1.87391734,2.266394424,0.859992664,0.0,0,0,0,3191699,58.42072378154672,0.0,0.0,0.0,0.0,0.0,0.0,0.5
3135033,Basiad,Santa Elena,Camarines Norte,1.87391734,2.266394424,0.859992664,0.0,0,0,0,3191699,58.18947620873232,8.36653499928897,3.91875199966697,57.8603719950828,27.3920759976721,11.7758499989992,9.32662999920738,0.3469179358146986
3135034,Basiad,Santa Elena,Camarines Norte,1.87391734,2.266394424,0.859992664,0.0,0,0,0,3191699,57.90845655382845,396.215196,176.902272,2783.940144,1337.117328,579.700968000001,472.836600000001,0.48165475206975233
3135037,Maulawin,Santa Elena,Camarines Norte,1.8421819,2.266517878,0.945738409,0.0,0,0,0,3191699,57.937203910524175,7.23892,3.44942,57.182612,27.060932,12.43734,10.44542,0.341110237366888
3135038,Maulawin,Santa Elena,Camarines Norte,1.8421819,2.266517878,0.945738409,0.0,0,0,1,3191699,58.17671424599305,193.64111,92.2719849999998,1529.634871,723.879931,332.698844999999,279.414985,0.47236493234183097
3135039,Maulawin,Santa Elena,Camarines Norte,1.8421819,2.266517878,0.945738409,0.0,0,0,0,3191699,58.241079314313424,88.6767700000001,42.255395,700.486997,331.496417,152.357415,127.956395,0.4293735621783076
3135040,Patag Iraya,Santa Elena,Camarines Norte,1.677681962,2.221410615,0.934219831,0.0,0,0,0,3191699,58.36583869290365,47.74643,32.496738,383.595047,175.231094,83.602006,75.29884,0.3933945394622677
3136411,Polungguitguit,Santa Elena,Camarines Norte,1.92585589,2.269750214,0.840294395,0.0,0,0,0,3191699,57.85703400074992,6.401056,3.643154,54.068498,24.855166,11.406138,10.112308,0.34738195841040764
3136412,Polungguitguit,Santa Elena,Camarines Norte,1.92585589,2.269750214,0.840294395,0.0,0,0,0,3191699,57.62891355604789,51.208448,29.145232,432.547984,198.841328,91.249104,80.898464,0.39950179083279536
3136413,Polungguitguit,Santa Elena,Camarines Norte,1.92585589,2.269750214,0.840294395,0.0,0,0,0,3191699,57.74232432671364,0.0,0.0,0.0,0.0,0.0,0.0,0.5
3136414,Basiad,Santa Elena,Camarines Norte,1.87391734,2.266394424,0.859992664,0.0,0,0,1,3191699,57.24039976224718,33.46614,15.675008,231.441488,109.568304,47.1034,37.30652,0.39073990508228595
3136415,Basiad,Santa Elena,Camarines Norte,1.87391734,2.266394424,0.859992664,0.0,0,0,0,3191699,57.044046288767625,66.93228,31.350016,462.882976,219.136608,94.2068,74.61304,0.403551299146212
3136416,Kagtalaba,Santa Elena,Camarines Norte,1.88040288,2.276588167,0.894857799,0.0,0,0,0,3191699,56.84305970506736,59.38746,22.392,438.10422,219.37662,97.35648,85.6737,0.40108964353172416
3136417,Plaridel,Santa Elena,Camarines Norte,1.660888891,2.264914989,0.9605296,0.0,0,0,0,3191699,56.28040536820935,0.0,0.0,0.0,0.0,0.0,0.0,0.5
3136418,Kabuluan,Santa Elena,Camarines Norte,1.856621504,2.272644679,0.943946818,0.0,0,0,0,3191699,56.47687687949631,39.461832,29.596374,363.983478,174.11668,81.865994,67.846659,0.38396992318003004
3136419,Don Tomas,Santa Elena,Camarines Norte,1.899850992,2.213335991,0.967576618,0.0,0,0,0,3191699,56.73351105063828,2.62935485213825,1.55465869359041,21.045275024089,9.8496479900654,4.61180575641848,3.64144859879735,0.33932677362918423
3136420,Maulawin,Santa Elena,Camarines Norte,1.8421819,2.266517878,0.945738409,0.0,0,0,0,3191699,56.77555322685121,26.130858,13.502618,211.97627,99.865802,46.844004,39.72576,0.3537740943467606
3136421,Maulawin,Santa Elena,Camarines Norte,1.8421819,2.266517878,0.945738409,0.0,0,0,0,3191699,56.865434791669685,13.17558,7.07457,116.30856,54.58454,26.935295,24.988165,0.34225463953641755
3136422,Patag Iraya,Santa Elena,Camarines Norte,1.677681962,2.221410615,0.934219831,0.0,0,0,0,3191699,56.91933602423761,0.0,0.0,0.0,0.0,0.0,0.0,0.5
3137791,Del Pilar,Capalonga,Camarines Norte,1.638902709,2.213439178,0.846122088,0.0,0,0,0,3191699,57.37611214795328,0.0,0.0,0.0,0.0,0.0,0.0,0.5
3137792,Salvacion,Santa Elena,Camarines Norte,1.865467742,2.266874313,0.823656222,0.0,0,0,0,3191699,57.095527056113454,7.83562310023333,3.36858638581882,56.8265799936032,25.8502352575994,12.4491214474522,10.6183684551903,0.34991689617171207
3137793,Salvacion,Santa Elena,Camarines Norte,1.865467742,2.266874313,0.823656222,0.0,0,0,1,3191699,56.35372766463704,72.6529,31.233964,526.903321,239.686689,115.429847,98.454871,0.43278047118687435
3137794,Polungguitguit,Santa Elena,Camarines Norte,1.92585589,2.269750214,0.840294395,0.0,0,0,1,3191699,56.57190780972251,19.203168,10.929462,162.205494,74.565498,34.218414,30.336924,0.3822920404558973
3137795,Polungguitguit,Santa Elena,Camarines Norte,1.92585589,2.269750214,0.840294395,0.0,0,0,0,3191699,56.20092233691192,6.401056,3.643154,54.068498,24.855166,11.406138,10.112308,0.34738154551193723
3137796,San Vicente,Santa Elena,Camarines Norte,1.900343336,2.274449893,0.906342697,0.0,0,0,0,3191699,55.94114672283835,2.18229,1.414726,18.391441,9.030168,4.605385,3.882972,0.3427988070864042
3137797,San Vicente,Santa Elena,Camarines Norte,1.900343336,2.274449893,0.906342697,0.0,0,0,0,3191699,55.718143577273125,79.327082,42.273924,605.609398,293.377468,137.533688,114.036208,0.4206441345349746
3137798,Kagtalaba,Santa Elena,Camarines Norte,1.88040288,2.276588167,0.894857799,0.0,0,0,0,3191699,55.54092666337575,3.959164,1.4928,29.206948,14.625108,6.490432,5.71158,0.34398462972207644
3137799,Kagtalaba,Santa Elena,Camarines Norte,1.88040288,2.276588167,0.894857799,0.0,0,0,0,3191699,55.4122691704981,0.249449409724348,0.0940547243904286,1.84020059246087,0.921463358869409,0.408933408986347,0.359861389827093,0.34398462966254506
3137800,Kabuluan,Santa Elena,Camarines Norte,1.856621504,2.272644679,0.943946818,0.0,0,0,0,3191699,55.332509828356805,6.64164,3.868584,59.363925,28.791846,14.447277,12.256221,0.34088796109108954
3137801,Kabuluan,Santa Elena,Camarines Norte,1.856621504,2.272644679,0.943946818,0.0,0,0,0,3191699,55.3018602100061,84.141334,56.014024,721.596832,341.487534,160.232436,129.724237,0.4284344905178268
3137802,Kabuluan,Santa Elena,Camarines Norte,1.856621504,2.272644679,0.943946818,0.0,0,0,0,3191699,55.32040194344245,38.296716,22.6437,306.525732,143.460732,67.171236,53.037924,0.3702750512658106
3137803,Maulawin,Santa Elena,Camarines Norte,1.8421819,2.266517878,0.945738409,0.0,0,0,1,3191699,55.388085628690646,19.002089,10.376459,165.114083,77.456509,37.919957,34.405625,0.3748770326403811
3137804,Maulawin,Santa Elena,Camarines Norte,1.8421819,2.266517878,0.945738409,0.0,0,1,0,3191699,55.49135107653048,97.40165,54.752994,897.935951,426.326902,213.56001,187.830944,0.46010982801898076
3139171,Del Pilar,Capalonga,Camarines Norte,1.638902709,2.213439178,0.846122088,0.0,0,0,0,3191699,56.492279060642126,0.0,0.0,0.0,0.0,0.0,0.0,0.5
3139172,Del Pilar,Capalonga,Camarines Norte,1.638902709,2.213439178,0.846122088,0.0,0,0,0,3191699,56.20192676841736,5.905242,1.821243,41.502258,19.868103,8.581917,7.671294,0.3535857790890342
3139173,Del Pilar,Capalonga,Camarines Norte,1.638902709,2.213439178,0.846122088,0.0,0,0,0,3191699,56.094346843306326,0.0,0.0,0.0,0.0,0.0,0.0,0.5
3139174,Salvacion,Santa Elena,Camarines Norte,1.865467742,2.266874313,0.823656222,0.0,0,0,0,3191699,55.71906616716238,26.146773,11.112229,190.917061,88.071191,42.428596,36.055713,0.3580405766301983
3139175,Polungguitguit,Santa Elena,Camarines Norte,1.92585589,2.269750214,0.840294395,0.0,0,0,0,3191699,55.06188110228048,9.051973,3.763061,66.939809,31.674323,15.268632,12.889861,0.347393580127089
3139176,Polungguitguit,Santa Elena,Camarines Norte,1.92585589,2.269750214,0.840294395,0.0,0,0,1,3191699,54.942559611236064,108.817952,61.933618,919.164466000001,422.537822,193.904346,171.909236,0.4553043226343576
3139177,San Vicente,Santa Elena,Camarines Norte,1.900343336,2.274449893,0.906342697,0.0,0,0,0,3191699,54.66555367571848,4.36458,2.829452,36.782882,18.060336,9.21077,7.765944,0.3427988158440542
3139178,San Vicente,Santa Elena,Camarines Norte,1.900343336,2.274449893,0.906342697,0.0,0,0,0,3191699,54.409952150509255,0.0,0.0,0.0,0.0,0.0,0.0,0.5
3139179,San Pedro,Santa Elena,Camarines Norte,1.349665393,2.257457415,0.968962322,0.0,0,1,1,3191699,54.20336727747728,132.22463,76.777026,1075.713171,515.812688,245.235595,204.495292,0.48264441043354944
3139180,San Pedro,Santa Elena,Camarines Norte,1.349665393,2.257457415,0.968962322,0.0,0,1,0,3191699,54.04636114003439,21.643888,12.243008,174.681464,83.296168,38.915272,32.35652,0.4033359559821284
3139181,Plaridel,Santa Elena,Camarines Norte,1.660888891,2.264914989,0.9605296,0.0,0,0,0,3191699,53.939366681698885,30.99432,18.053392,277.03165,134.361948,67.420626,57.195698,0.36789392681981525
3139182,Kabuluan,Santa Elena,Camarines Norte,1.856621504,2.272644679,0.943946818,0.0,0,0,1,3191699,53.88268182881079,123.97728,72.213568,1108.1266,537.447792,269.682504,228.782792,0.46124599577736475
3139183,Kabuluan,Santa Elena,Camarines Norte,1.856621504,2.272644679,0.943946818,0.0,0,0,0,3191699,53.87646537979623,102.124576,60.3832,817.401952,382.561952,179.123296,141.434464,0.43373786138929116
3139184,Tabugon,Santa Elena,Camarines Norte,1.555188098,2.209468024,0.988583969,0.0,0,0,0,3191699,53.92073479195206,114.861349,64.6215970000001,969.264163,454.324921,219.061608,190.082618,0.4451710100959214
3139185,Tabugon,Santa Elena,Camarines Norte,1.555188098,2.209468024,0.988583969,0.0,0,0,1,3191699,54.0153659372056,74.361308,40.682934,668.158364,315.08542,156.461997,141.985031,0.4401973761095549
3139186,Tabugon,Santa Elena,Camarines Norte,1.555188098,2.209468024,0.988583969,0.0,0,0,0,3191699,54.25261263680752,6.87682,4.069956,66.569494,31.998268,16.27982,13.519736,0.3441157944375002
3140553,Del Pilar,Capalonga,Camarines Norte,1.638902709,2.213439178,0.846122088,0.0,0,0,0,3191699,56.272035004717765,0.0,0.0,0.0,0.0,0.0,0.0,0.5
3140554,Del Pilar,Capalonga,Camarines Norte,1.638902709,2.213439178,0.846122088,0.0,0,0,1,3191699,55.554588445026354,143.694222,44.316913,1009.888278,483.457173,208.826647,186.668154,0.4626099024252296
3140555,Del Pilar,Capalonga,Camarines Norte,1.638902709,2.213439178,0.846122088,0.0,0,0,0,3191699,55.03853457099104,1.96841399983272,0.607080999948407,13.8340859988243,6.62270099943717,2.86063899975689,2.55709799978269,0.35358575446888574
3140556,Salvacion,Santa Elena,Camarines Norte,1.865467742,2.266874313,0.823656222,0.0,0,0,0,3191699,54.56071618761258,22.208475,8.205631,163.172832,79.216122,36.878479,31.523586,0.35444143614595536
3140557,Salvacion,Santa Elena,Camarines Norte,1.865467742,2.266874313,0.823656222,0.0,0,0,0,3191699,54.12896801044776,167.239555,67.401915,1258.09236,615.12871,296.752435,248.44393,0.46000219542179
3140558,Polungguitguit,Santa Elena,Camarines Norte,1.92585589,2.269750214,0.840294395,0.0,0,0,0,3191699,53.734019254145615,433.245098000001,175.140787,3262.128889,1594.187123,768.780759000001,643.911973999999,0.4838328358293988
3140559,Santa Elena (Pob.),Santa Elena,Camarines Norte,1.879869277,2.272273881,0.887943793,0.0,0,0,1,3191699,53.40803239271103,5.720972,3.166392,47.29731,23.69964,11.356078,8.517058,0.37511534919490874
3140560,San Vicente,Santa Elena,Camarines Norte,1.900343336,2.274449893,0.906342697,0.0,0,0,1,3191699,53.12077977318676,1057.466534,588.173527999998,8747.347319,4380.50773199999,2102.89139099998,1583.17351899999,0.49496014463718147
3140561,San Vicente,Santa Elena,Camarines Norte,1.900343336,2.274449893,0.906342697,0.0,0,1,1,3191699,52.88344285336154,107.550092,65.111934,898.596042,445.261476,220.872058,177.235237,0.476000937616821
3140562,San Pedro,Santa Elena,Camarines Norte,1.349665393,2.257457415,0.968962322,0.0,0,1,0,3191699,52.69669607497328,53.180562,30.826144,446.159196,213.542078,98.927868,83.733426,0.4333335573027378
3140563,San Pedro,Santa Elena,Camarines Norte,1.349665393,2.257457415,0.968962322,0.0,0,1,0,3191699,52.561078675273166,50.295228,24.86512,399.868104,194.810836,90.630468,77.256048,0.42911007593453526
3140564,Kabuluan,Santa Elena,Camarines Norte,1.856621504,2.272644679,0.943946818,0.0,0,1,0,3191699,52.47698706205608,22.1388,12.89528,197.87975,95.97282,48.15759,40.85407,0.3946257881356274
3140565,Kabuluan,Santa Elena,Camarines Norte,1.856621504,2.272644679,0.943946818,0.0,0,0,1,3191699,52.444669092698646,173.366359,125.534007,1580.172686,755.884851,357.5444,295.776401,0.47087201351486896
3140566,Guitol,Santa Elena,Camarines Norte,1.39127036,2.236599731,1.018496616,0.0,0,0,0,3191699,52.464220447058366,12.209295,7.075839,99.893145,46.782091,22.179868,18.257114,0.34471899069200723
3140567,Don Tomas,Santa Elena,Camarines Norte,1.899850992,2.213335991,0.967576618,0.0,0,0,0,3191699,52.648573855553686,0.0,0.0,0.0,0.0,0.0,0.0,0.5
3140568,Tabugon,Santa Elena,Camarines Norte,1.555188098,2.209468024,0.988583969,0.0,0,1,0,3191699,53.1034082569844,0.0,0.0,0.0,0.0,0.0,0.0,0.5
3141935,Del Pilar,Capalonga,Camarines Norte,1.638902709,2.213439178,0.846122088,0.0,0,0,0,3191699,54.27932353308886,31.0829,8.125405,208.93901,98.27872,41.65883,33.146495,0.3619417035160928
3141936,Del Pilar,Capalonga,Camarines Norte,1.638902709,2.213439178,0.846122088,0.0,0,0,0,3191699,53.94127474106992,94.483872,29.139888,664.036128,317.889648,137.310672,122.740704,0.42747931994507826
3141937,Binawangan,Capalonga,Camarines Norte,0.009779037,2.219642131,0.891532877,0.0,0,0,0,3191699,53.42819416713355,0.0,0.0,0.0,0.0,0.0,0.0,0.5
3141938,Rizal,Santa Elena,Camarines Norte,1.517029857,2.273424934,0.900383923,0.0,0,0,0,3191699,52.961539579668646,6.65794003434738,2.68332397960626,50.0856600016102,24.488764422899,11.8139510552786,9.89075095205557,0.3506126382108505
3141939,Rizal,Santa Elena,Camarines Norte,1.517029857,2.273424934,0.900383923,0.0,0,0,1,3191699,52.54254798708705,95.56546,38.51538,718.90992,351.50212,169.57282,141.96796,0.4472195579310217
