fid,RHU_Presence,Road_Presence,POI_Presence,buildability_landcov,Distance_to_Nearest_RHU_km,Nearest_RHU,Neighbors3,admin_boun,bg_name,popden_chi,cm_name,drought_value,popden_eld,flood_probability_value,popden_all,pr_name,rain_intensity_value,popden_wom,popden_w_1,popden_you,HCFAI
2919337,0,1,0,1.0,13.200380688730691,2919329,"2919337, 2919336, 2917955, 2917954, 2919337, 2919336, 2919338, 2917955, 2919338, 2919336",bg-2646,Pacalat,0.0,Mangatarem,1.111671961,0.0,0.461596039,0.0,Pangasinan,0.289566994,0.0,0.0,0.0,0.5
2919338,0,0,0,1.0,14.850428386348987,2919329,"2919338, 2917955, 2919339, 2917956, 2919339, 2919338",bg-2612,Calumboyan Sur,0.0,Mangatarem,1.074765749,0.0,0.469107047,0.0,Pangasinan,0.283349101,0.0,0.0,0.0,0.5
2919339,0,0,0,1.0,16.500476108668696,2919329,"2919339, 2919338, 2919340, 2919339, 2917957, 2917956, 2919340, 2919339, 2919338",bg-2612,Calumboyan Sur,0.0,Mangatarem,1.074765749,0.0,0.469107047,0.0,Pangasinan,0.283349101,0.0,0.0,0.0,0.5
2919340,0,0,0,1.0,18.150523855660815,2919329,"2919340, 2919339, 2917958, 2917957, 2919340, 2919339",bg-2626,Lawak Langka,0.0,Mangatarem,1.071889706,0.0,0.373763125,0.0,Pangasinan,0.270741043,0.0,0.0,0.0,0.5
2919341,0,0,0,1.0,19.800571627302087,2919329,"2919341, 2919342, 2917959, 2917958, 2919341, 2919340, 2917958, 2919340",bg-2605,Cabaluyan 2nd,0.0,Mangatarem,1.104555309,0.0,0.497110776,0.0,Pangasinan,0.272821878,0.0,0.0,0.0,0.5
2919342,0,0,0,1.0,21.45018775538568,2919329,"2919342, 2919341, 2917960, 2919343, 2919342, 2917960, 2917959, 2919341",bg-2605,Cabaluyan 2nd,0.791646,Mangatarem,1.104555309,0.42856,0.497110776,6.178409000000002,Pangasinan,0.272821878,3.065396,1.583292,1.220206,0.5539236635047601
2919343,0,0,0,1.0,22.776411093128896,2919329,"2919343, 2919342, 2917960",bg-2610,Cacaoiten,0.0,Mangatarem,1.071323657,0.0,0.30539151,0.0,Pangasinan,0.268539317,0.0,0.0,0.0,0.5
2920658,0,0,0,1.0,13.137724459805064,2928944,"2920658, 2922041, 2920659",bg-1762,Poro,0.933963,City of San Fernando,1.332728597,0.740181999999999,1.607177265,10.50391200000001,La Union,1.046750188,5.274987000000008,2.924194999999998,2.066474,0.45846470244576737
2920659,0,0,0,1.0,13.67289478970509,2928944,2920659,bg-1762,Poro,0.933963,City of San Fernando,1.332728597,0.740182,1.607177265,10.503912,La Union,1.046750188,5.274987000000002,2.924195000000001,2.066474,0.45846470244576737
2920697,0,0,1,0.0,9.971276491094004,2928986,"2920697, 2922080, 2922079, 2920698, 2922080, 2920698, 2920697, 2922080, 2922079, 2920698, 2922080, 2920698, 2920697, 2920698, 2920697, 2922080",bg-2222,Caloocan Norte,1.838691608333337,Binmaley,1.185546837,1.708983924999997,0.834788556,19.275424399999963,Pangasinan,0.308539897,9.636594233333334,5.022634183333324,3.98433177500001,0.4547008002412732
2920698,0,0,1,0.0,10.81667138972653,2928986,"2920698, 2920697, 2922080, 2920698, 2922080, 2922081, 2920698, 2920699, 2922081, 2920697, 2922080, 2920698, 2922080, 2922081, 2920699, 2920699, 2920699, 2922081, 2920699, 2920698, 2920697, 2920698, 2920697, 2922080",bg-2222,Caloocan Norte,3.89042190454544,Binmaley,1.185546837,2.884702259090913,0.834788556,34.35468425909087,Pangasinan,0.308539897,17.361166831818206,8.77359540454547,6.67145056363638,0.4547008002412732
2920699,0,1,1,0.0,11.865616356968411,2928986,"2920699, 2922081, 2920700, 2922082, 2920698, 2922081, 2920700, 2920699, 2920700, 2920699, 2922082, 2920699, 2922081, 2920700, 2922082, 2920699, 2920698, 2920698",bg-2219,Biec,3.279014507812497,Binmaley,1.212019844,2.225394484374999,0.828781483,28.15769669531256,Pangasinan,0.298607488,14.032023499999967,6.825636328124986,5.476076328125002,0.5258531014176384
2920700,0,0,1,0.0,13.039584066656705,2928986,"2920700, 2922083, 2920701, 2920701, 2922083, 2920701, 2920700, 2922083, 2922082, 2920699, 2920700, 2922083, 2922082, 2920700, 2920699, 2920700, 2920699, 2922082, 2920699, 2920700, 2922083, 2922082, 2920699",bg-2213,Amancoro,1.637878967213114,Binmaley,1.218409912,1.760678983606558,0.792112343,16.42267293442624,Pangasinan,0.297977835,8.099044360655737,4.047797180327865,3.148281196721312,0.4523750427597536
2920701,0,0,1,0.0,13.505864917398702,2930381,"2920701, 2920700, 2922083, 2920701, 2920702, 2920701, 2922083, 2920702, 2922084, 2920701, 2920700, 2922083, 2920700, 2922083, 2920700, 2920700, 2920700, 2922083, 2922084",bg-2213,Amancoro,3.274238892617457,Binmaley,1.218409912,2.667984724832213,0.792112343,30.153405597315455,Pangasinan,0.297977835,14.54531206711412,7.478302174496632,6.319195543624176,0.4523750427597536
2920702,0,0,1,0.0,12.457174353553514,2930381,"2920702, 2920701, 2920702, 2920703, 2922085, 2922084, 2920701, 2922085, 2922084, 2920703, 2922085, 2920703, 2922085, 2920703, 2922085",bg-2415,Basing,2.358126676470587,Binmaley,1.233237771,1.162393911764706,0.927464516,18.572909764705884,Pangasinan,0.26241529,9.326652911764702,4.303614294117649,3.654505117647059,0.44601080773943724
2920703,0,0,1,0.0,11.549867531683706,2930381,"2920703, 2922085, 2922085, 2920703, 2922085, 2920703, 2922085, 2920704, 2922086, 2920703, 2920704, 2920704, 2922085, 2920704, 2922086",bg-2214,Balagan,1.915721196969694,Binmaley,1.242336117,1.028239984848484,0.80056343,15.364836984848534,Pangasinan,0.281714576,7.737154772727262,3.554986924242436,2.882965681818181,0.4493421707302597
2920704,0,0,1,0.0,10.820087022056972,2919329,"2920704, 2922086, 2920703, 2920704, 2920704, 2920705, 2922087, 2920705, 2922087, 2920705, 2920704, 2922086, 2922087, 2922087, 2922087, 2922087",bg-2426,Malawa,1.368022384615385,Lingayen,1.26362045,0.937521384615384,0.939579258,11.976881128205145,Pangasinan,0.256306609,5.884585743589744,2.762640384615386,2.151844410256411,0.44181296973135187
2920705,0,1,0,0.0,9.187073224082985,2919329,"2920705, 2922087, 2920706, 2922088, 2920706, 2922088, 2920705, 2922087, 2922088, 2920706, 2920706, 2920705, 2920704, 2922087, 2922088, 2922087, 2922087, 2922087",bg-2777,Antipangol,1.84292385,City of San Carlos,1.297657563,1.313230299999999,0.930175384,17.090052200000006,Pangasinan,0.25065589,8.385671350000003,4.159040749999999,3.4178849,0.46173062864276515
2920706,0,0,0,0.0,7.561459701194282,2919329,"2920706, 2922088, 2922089, 2920706, 2922088, 2920705, 2922088, 2922089, 2920707, 2920706, 2920706, 2920705, 2922088, 2922089, 2922089, 2920707",bg-2778,Aponit,2.173989139534885,City of San Carlos,1.394168815,1.545681697674418,0.930456435,21.42109060465118,Pangasinan,0.24986436,10.535682162790703,5.521964465116276,4.735671953488376,0.38516610109581617
2920707,0,0,0,0.0,5.949315807539302,2919329,"2920707, 2920706, 2922090, 2922089, 2920706, 2922089, 2920707, 2920706, 2920706, 2922090, 2922089, 2922089, 2920708, 2922090, 2920708, 2920707, 2922090",bg-2778,Aponit,1.118801641791043,City of San Carlos,1.394168815,0.889367820895523,0.930456435,11.320490179104482,Pangasinan,0.24986436,5.487066641791056,2.823958059701489,2.51047174626866,0.38516610109581617
2920708,0,0,0,0.0,4.36558953269461,2919329,"2920708, 2920709, 2922091, 2920709, 2920709, 2920708, 2920709, 2920707, 2922090, 2920707, 2922091, 2922090, 2920708, 2920709, 2922091, 2922090, 2920708, 2920707, 2922090",bg-1923,Bocboc West,1.773311338028168,Aguilar,1.365287605,1.525199845070424,0.816982777,17.356568985915494,Pangasinan,0.259143877,8.114647450704235,4.292623140845076,3.753788126760565,0.3914938111396139
2920709,0,0,0,0.0,2.857921137999194,2919329,"2920709, 2922091, 2920709, 2920710, 2920709, 2920710, 2920708, 2922092, 2920709, 2920710, 2920710, 2922092, 2920710, 2922092, 2922091, 2920708, 2920709, 2922091, 2920708",bg-1934,Panacol,4.703107500000004,Aguilar,1.42168838,2.546415548780486,0.757301827,34.98758490243906,Pangasinan,0.261698693,16.994101414634134,8.01684239024391,6.811398060975606,0.38749631451074057
2920710,0,0,0,0.0,1.649964428257761,2919329,"2920710, 2920711, 2920709, 2920711, 2920710, 2922093, 2922092, 2920709, 2920710, 2920711, 2920711, 2920710, 2922093, 2922092, 2920710, 2922093, 2920711, 2922093, 2920711, 2922092, 2922093, 2922093, 2920709",bg-1921,Bocacliw,2.911938999999995,Aguilar,1.345101173,1.463295094339624,0.777079002,20.798484726415133,Pangasinan,0.262535214,10.144460188679238,4.699827377358476,3.873553990566024,0.3948345760115144
2920711,0,0,1,0.0,1.649963746761765,2919329,"2920711, 2920710, 2920711, 2920711, 2920710, 2922093, 2920710, 2920712, 2920711, 2922094, 2920712, 2922094, 2920711, 2920710, 2922093, 2920710, 2922093, 2920711, 2922093, 2922094, 2920712, 2920712, 2920711, 2922093, 2922093, 2922094",bg-3192,Bayaoas,7.440679258426972,Aguilar,1.509586,5.477987258426972,0.750819318,60.393720505617885,Pangasinan,0.263370879,29.965000449438183,14.338248393258434,10.128059449438169,0.4185230267157435
2920712,0,1,1,0.0,2.857920000839688,2919329,"2920712, 2920711, 2922095, 2922094, 2920713, 2920712, 2922095, 2922094, 2920711, 2920711, 2922094, 2920713, 2920712, 2922095, 2920713, 2920713, 2920712, 2920711, 2920713, 2922095, 2922094",bg-2602,Bunlalacao,3.867369730769237,Mangatarem,1.457776413,3.357460638461548,0.55601546,34.627873169230746,Pangasinan,0.253308266,16.858734653846152,8.268047823076927,6.209092569230762,0.5050014612108764
2920713,0,1,1,0.0,4.365588386202248,2919329,"2920713, 2920712, 2922095, 2922096, 2920714, 2920713, 2920712, 2922096, 2922096, 2922095, 2920714, 2920713, 2920714, 2920713, 2920712, 2922096, 2920714, 2920713, 2922096, 2922095, 2922096",bg-2597,Bogtong Silag,2.124751942622954,Mangatarem,1.450435953,1.809157401639346,0.549438416,20.634258959016407,Pangasinan,0.252583385,10.144623901639331,5.18203646721312,3.825885942622954,0.5062907990030348
2920714,0,0,1,0.0,5.94931477495074,2919329,"2920714, 2922097, 2920715, 2920713, 2922097, 2922096, 2920715, 2922096, 2922097, 2920715, 2920714, 2922097, 2920713, 2920714, 2920713, 2922097, 2922097, 2922096, 2922097, 2920714, 2920713, 2922097, 2922096, 2922097, 2922096",bg-2635,Maravilla-Arellano Ext. (Pob.),0.970451845070421,Mangatarem,1.355996963,0.670488084507042,0.512874125,8.156082183098588,Pangasinan,0.254006743,3.985097028169008,2.034386746478875,1.522518253521128,0.446667353630471
2920715,0,0,1,0.0,7.561458852505448,2919329,"2920715, 2922097, 2922097, 2922097, 2920716, 2920715, 2920716, 2922097, 2920716, 2920715, 2922097, 2922098, 2922097, 2922097, 2922097, 2920715, 2920714, 2922097, 2920716, 2922098, 2920716, 2920715, 2922097, 2920715, 2922098, 2922097, 2920715, 2920714, 29",bg-2645,Osmena (Pob.),3.096422086956522,Mangatarem,1.346313866,2.416032652173913,0.515281984,25.721556072463752,Pangasinan,0.283269658,12.522745869565204,6.00130128985507,4.474291347826085,0.44710412161454155
2920716,0,0,1,1.0,9.187072616635811,2919329,"2920716, 2920715, 2920716, 2920717, 2920717, 2920716, 2920715, 2922098, 2920715, 2920716, 2920717, 2922099, 2922098, 2920716, 2920715, 2920717, 2920715, 2922099, 2922098, 2920715, 2922099, 2922098, 2920717, 2922099, 2920717, 2922099",bg-2601,Bunagan,0.742189600000001,Mangatarem,1.171451725,0.529972646153846,0.513311067,6.78524232307693,Pangasinan,0.283269658,3.156958292307696,1.521232846153845,1.056034723076923,0.5896628400903093
2920717,0,0,1,1.0,10.82008670909094,2919329,"2920717, 2922100, 2920718, 2920717, 2922100, 2920718, 2920716, 2920716, 2920717, 2922099, 2920716, 2920717, 2922099, 2922099, 2920717, 2922099, 2922100, 2920717, 2922099",bg-2646,Pacalat,1.10140917475728,Mangatarem,1.111671961,0.731789728155339,0.461596039,9.481695912621364,Pangasinan,0.289566994,4.520707475728158,2.127952825242714,1.548505155339806,0.598011896876633
2920718,0,1,0,1.0,12.457591244284965,2919329,"2920718, 2920717, 2922101, 2922100, 2920718, 2920717, 2920719, 2922101, 2922100, 2920718, 2920719, 2922101, 2920719, 2920717, 2920717, 2920717, 2922100, 2920717",bg-2646,Pacalat,1.562140366666666,Mangatarem,1.111671961,0.926305866666667,0.461596039,12.365551366666656,Pangasinan,0.289566994,5.874578500000002,2.793416983333333,2.242877616666666,0.6172604006093587
2920719,0,0,0,1.0,14.098021604472391,2919329,"2920719, 2922101, 2920718, 2922102, 2920719, 2922102, 2920720, 2922101, 2922102, 2920720, 2920719",bg-2612,Calumboyan Sur,1.377748272727273,Mangatarem,1.074765749,0.850546454545455,0.469107047,11.141486363636364,Pangasinan,0.283349101,5.31467890909091,2.531661454545455,2.030454636363637,0.5585545511021193
2920720,0,0,0,1.0,15.74046305824144,2919329,"2920720, 2920719, 2922102, 2920719, 2922103, 2922102, 2920721, 2920720, 2922103, 2922102, 2920720, 2920719",bg-2612,Calumboyan Sur,0.0,Mangatarem,1.074765749,0.0,0.469107047,0.0,Pangasinan,0.283349101,0.0,0.0,0.0,0.5
2920721,0,0,0,1.0,17.38434560852634,2919329,"2920721, 2920720, 2922103, 2920720",bg-2626,Lawak Langka,0.0,Mangatarem,1.071889706,0.0,0.373763125,0.0,Pangasinan,0.270741043,0.0,0.0,0.0,0.5
2920722,0,0,0,1.0,19.0292957896506,2919329,"2920722, 2922105, 2920723, 2922104, 2920722, 2920721",bg-2605,Cabaluyan 2nd,0.0,Mangatarem,1.104555309,0.0,0.497110776,0.0,Pangasinan,0.272821878,0.0,0.0,0.0,0.5
2920723,0,0,0,1.0,20.675058780356007,2919329,"2920723, 2920722, 2922106, 2922105, 2920724, 2920723, 2920722",bg-2605,Cabaluyan 2nd,0.791646,Mangatarem,1.104555309,0.42856,0.497110776,6.178409000000002,Pangasinan,0.272821878,3.065396,1.583292,1.220206,0.5539236635047601
2920724,0,0,0,1.0,21.88721183516621,2919329,"2920724, 2920723",bg-2610,Cacaoiten,0.0,Mangatarem,1.071323657,0.0,0.30539151,0.0,Pangasinan,0.268539317,0.0,0.0,0.0,0.5
2922041,0,0,0,1.0,13.258625576940402,2928944,"2922041, 2920659",bg-1762,Poro,0.933963000000003,City of San Fernando,1.332728597,0.740182000000002,1.607177265,10.503911999999964,La Union,1.046750188,5.274987000000008,2.924194999999998,2.066474000000008,0.45846470244576737
2922042,0,0,1,0.0,13.783032784458348,2928944,"2922042, 2922042, 2922041, 2920659",bg-3036,San Agustin,0.929842476038343,City of San Fernando,1.504668475,0.736686728434508,0.698842699,10.453109277955292,La Union,0.341348082,5.24925794568691,2.909557293929734,2.056300926517577,0.4192285334728475
2922079,0,0,1,0.0,8.314891962301163,2928986,"2922079, 2922080, 2920697, 2922080, 2922079, 2922080, 2920697, 2920697, 2922080",bg-2222,Caloocan Norte,3.023500028037379,Binmaley,1.185546837,2.684151588785047,0.834788556,29.469973485981388,Pangasinan,0.308539897,14.431145280373842,7.37654429906541,6.109359850467302,0.4547008002412732
2922080,0,0,1,0.0,9.177985325604814,2928986,"2922080, 2922079, 2920698, 2922080, 2922081, 2920698, 2922081, 2920697, 2922080, 2922079, 2920698, 2922080, 2922081, 2922081, 2920698, 2920697, 2920698, 2920697, 2922080",bg-2222,Caloocan Norte,2.364573400000004,Binmaley,1.185546837,1.681897729032258,0.834788556,21.43382697419356,Pangasinan,0.308539897,10.737840890322571,5.37995087741936,4.070921361290321,0.4547008002412732
2922081,0,0,1,0.0,10.261833377664288,2928986,"2922081, 2920698, 2920699, 2922081, 2922080, 2922082, 2920698, 2922080, 2922081, 2920699, 2920699, 2922082, 2920699, 2922081, 2922082, 2920699, 2920698, 2920698, 2922080",bg-2228,Linoc,2.271817545454544,Binmaley,1.209186494,1.779214993006992,0.8493228,19.778573440559462,Pangasinan,0.298237463,9.767846720279682,4.790690230769244,3.653070048951049,0.45130410979355184
2922082,0,1,1,0.0,11.481309922816685,2928986,"2922082, 2922081, 2920699, 2922081, 2920700, 2922083, 2922082, 2922081, 2920700, 2920699, 2920700, 2920699, 2922082, 2920699, 2922081, 2920700, 2922083, 2922082, 2920699",bg-2228,Linoc,1.629605622950822,Binmaley,1.209186494,1.200502536885246,0.8493228,14.251241803278631,Pangasinan,0.298237463,7.040553327868832,3.601070069672143,2.583905852459017,0.5254027849106289
2922083,0,0,1,0.0,12.797701930596324,2928986,"2922083, 2920701, 2920701, 2922083, 2922084, 2920701, 2920700, 2922083, 2922082, 2920700, 2922083, 2922082, 2920700, 2920700, 2922082, 2920700, 2922083, 2922082, 2922084",bg-2213,Amancoro,2.740406999999999,Binmaley,1.218409912,2.380034499999995,0.792112343,26.89218314,Pangasinan,0.297977835,13.19444006999999,6.738494809999994,5.284498849999996,0.4523750427597536
2922084,0,0,1,0.0,11.898387750970352,2930381,"2922084, 2920701, 2922083, 2922083, 2922083, 2922085, 2922084, 2922085, 2922085, 2922085",bg-2214,Balagan,0.804788205882354,Binmaley,1.242336117,0.416501661764705,0.80056343,6.61350113235293,Pangasinan,0.281714576,3.132353455882356,1.553943544117649,1.448679926470587,0.4493421707302597
2922085,0,0,1,0.0,10.819754681902236,2930381,"2922085, 2922084, 2922085, 2922084, 2920703, 2922085, 2920703, 2922085, 2922086, 2920703, 2922085, 2922086",bg-2214,Balagan,0.743353438596491,Binmaley,1.242336117,0.361334385964912,0.80056343,6.004834508771924,Pangasinan,0.281714576,2.839866912280705,1.409902771929825,1.331752701754385,0.4493421707302597
2922086,0,0,1,0.0,9.899899362144904,2930381,"2922086, 2920703, 2920704, 2920704, 2922087, 2922087, 2922085, 2920704, 2922086, 2922087, 2922087, 2922087, 2922087",bg-2426,Malawa,1.631855571428572,Lingayen,1.26362045,1.094183714285714,0.939579258,14.273295785714309,Pangasinan,0.256306609,6.994397285714284,3.292631285714287,2.617110785714289,0.44181296973135187
2922087,0,0,1,0.0,9.186641352183972,2930381,"2922087, 2922088, 2922088, 2920705, 2922087, 2922088, 2920705, 2920704, 2922086, 2922087, 2922088, 2922087, 2922087, 2922087",bg-2777,Antipangol,1.927369764705883,City of San Carlos,1.297657563,1.311046588235293,0.930175384,16.902795705882372,Pangasinan,0.25065589,8.303035352941174,3.885079411764708,3.03840123529412,0.43801169345539664
2922088,0,0,0,0.0,8.731190838496326,2919329,"2922088, 2922089, 2920706, 2922088, 2920705, 2922087, 2922088, 2922089, 2920706, 2920706, 2920705, 2922087, 2922088, 2922087, 2922089, 2922087, 2922087, 2922089",bg-2778,Aponit,1.905847740740741,City of San Carlos,1.394168815,1.334131888888887,0.930456435,17.733534222222215,Pangasinan,0.24986436,8.738411876543205,4.35089343209876,3.543096148148154,0.38516610109581617
2922089,0,0,1,0.0,7.192332465582068,2919329,"2922089, 2920706, 2922088, 2922088, 2922089, 2920707, 2920706, 2920706, 2922088, 2922090, 2922089, 2922089, 2922090, 2920707, 2922090",bg-2778,Aponit,1.546735532786881,City of San Carlos,1.394168815,1.005642950819668,0.930456435,13.575106114754082,Pangasinan,0.24986436,6.588333901639348,3.231548262295079,2.698461057377047,0.4260976759816614
2922090,0,0,0,0.0,5.715850026456258,2919329,"2922090, 2922089, 2922089, 2920707, 2922091, 2922090, 2922089, 2922089, 2920708, 2922091, 2922090, 2920708, 2920707, 2922090",bg-2778,Aponit,1.106016354430378,City of San Carlos,1.394168815,0.918847303797468,0.930456435,10.116887354430387,Pangasinan,0.24986436,4.887942721518994,2.49083206329114,2.029866430379749,0.38516610109581617
2922091,0,0,1,0.0,4.365498756697381,2919329,"2922091, 2920709, 2920709, 2920708, 2922092, 2920709, 2922092, 2922090, 2922092, 2922091, 2922090, 2920708, 2920709, 2922091, 2922090, 2920708, 2922090",bg-1934,Panacol,1.032646999999998,Aguilar,1.42168838,0.929762999999998,0.757301827,9.682495000000012,Pangasinan,0.261698693,4.679301000000008,2.431103000000002,1.970031000000004,0.42889763196682873
2922092,0,0,1,0.0,3.299933355773683,2919329,"2922092, 2920709, 2922091, 2920709, 2920710, 2920709, 2920710, 2922093, 2922092, 2920709, 2920710, 2920710, 2922093, 2922092, 2920710, 2922093, 2922093, 2922092, 2922091, 2922093, 2922093, 2920709, 2922091",bg-1934,Panacol,5.668147000000002,Aguilar,1.42168838,2.934181666666667,0.757301827,40.510101,Pangasinan,0.261698693,19.643035666666673,9.180855,8.016673000000003,0.42889763196682873
2922093,0,0,1,0.0,2.857776066417161,2919329,"2922093, 2922092, 2920710, 2920711, 2922094, 2922094, 2920711, 2920710, 2922093, 2922092, 2920710, 2922093, 2920711, 2922093, 2922094, 2920711, 2922092, 2922093, 2922093, 2922094",bg-1925,Calsib,7.990811333333336,Aguilar,1.458953952,3.734839619047619,0.763759188,53.55758561904762,Pangasinan,0.258904576,25.354941333333333,11.840841523809525,8.724530476190479,0.42419642391691526
2922094,0,0,1,0.0,3.299932017717278,2919329,"2922094, 2920712, 2922095, 2922094, 2920711, 2922093, 2922093, 2920711, 2922093, 2922094, 2920712, 2922095, 2920712, 2920711, 2922095, 2922093, 2922093, 2922094",bg-2602,Bunlalacao,1.714307793103448,Mangatarem,1.457776413,1.354452413793103,0.55601546,14.210302068965516,Pangasinan,0.253308266,6.933639896551728,3.022490413793103,1.973159827586206,0.43219612695812826
2922095,0,0,1,0.0,4.365496790350236,2919329,"2922095, 2922094, 2922096, 2920713, 2920712, 2922095, 2922094, 2922096, 2922094, 2920713, 2920712, 2922096, 2922096, 2922095, 2920713, 2920713, 2920712, 2922096, 2920713, 2922096, 2922095, 2922096, 2922094",bg-2602,Bunlalacao,1.172858516010423,Mangatarem,1.457776413,0.943295334553518,0.55601546,11.09305164284796,Pangasinan,0.253308266,5.476399197380914,2.834098449511304,2.072009604175346,0.43219612695812826
2922096,0,1,1,0.0,5.715847881739504,2919329,"2922096, 2922097, 2922095, 2922097, 2922096, 2920713, 2922095, 2922097, 2922096, 2922097, 2922097, 2922097, 2922097, 2920714, 2922097, 2920713, 2922097, 2922096, 2922096, 2922095, 2922097, 2920714, 2922097, 2920713, 2920714, 2920713, 2922097, 2922097, 29",bg-2664,Torre 1st,0.712187954356849,Mangatarem,1.417464744,0.48022737759336,0.539384394,6.251940634854768,Pangasinan,0.23847805,3.11107887136931,1.638545863070542,1.188901232365147,0.5115493939434704
2922097,0,1,1,0.0,7.192330353200312,2919329,"2922097, 2922096, 2922097, 2922097, 2922096, 2920715, 2922097, 2922096, 2920715, 2922097, 2922098, 2922097, 2922097, 2922097, 2920715, 2920714, 2922097, 2922098, 2920715, 2922097, 2922096, 2920715, 2922098, 2922096, 2922097, 2920715, 2920714, 2922097, 29",bg-2645,Osmena (Pob.),0.824458457831324,Mangatarem,1.346313866,0.744402578313251,0.515281984,7.727661815261054,Pangasinan,0.23620221,3.869515040160654,1.94646521285141,1.426220979919679,0.522225659251964
2922098,0,0,0,0.0,8.731188875483777,2919329,"2922098, 2922097, 2922097, 2922097, 2920715, 2922097, 2920716, 2922099, 2922098, 2920716, 2920715, 2922097, 2920715, 2922099, 2922098, 2922097, 2920715, 2922097, 2922097, 2922097, 2922099, 2922098, 2922099, 2922099, 2922097, 2922097, 2922097",bg-2618,Caviernesan,6.593022372549032,Mangatarem,1.34076393,7.328031509803916,0.486251936,71.33278996078437,Pangasinan,0.23620221,35.2453316470588,17.35248798039217,12.344976862745083,0.40552730261305564
2922099,0,0,0,0.0,10.3045158577224,2919329,"2922099, 2922098, 2920716, 2920717, 2922099, 2922098, 2922099, 2922098, 2920717, 2922099, 2922100, 2920717, 2922099",bg-2638,Naguilayan West,1.10488317647059,Mangatarem,1.336298738,0.816221705882353,0.492410434,9.153093676470585,Pangasinan,0.256578892,4.344906352941176,1.985748215686274,1.423406098039214,0.4053845966604894
2922100,0,0,1,1.0,11.898646133181918,2919329,"2922100, 2920718, 2920717, 2922101, 2922100, 2920718, 2920717, 2922101, 2922100, 2920718, 2922101, 2920717, 2922099, 2920717, 2922099, 2922099, 2920717, 2922099, 2922100, 2920717, 2922099",bg-3002,Sapang,0.971837634146341,Mangatarem,1.336168818,0.617992975609756,0.91419686,8.099172292682924,Pangasinan,0.30208984,3.923835292682932,1.878184768292684,1.539751719512194,0.5543384448010363
2922101,0,0,1,1.0,13.50621551901176,2919329,"2922101, 2922100, 2920718, 2922101, 2922100, 2920718, 2920719, 2922101, 2922100, 2920718, 2922102, 2920719, 2922102, 2922101, 2922102, 2920719, 2922100",bg-3002,Sapang,2.922424639999999,Mangatarem,1.336168818,1.47797112,0.91419686,21.36720691999999,Pangasinan,0.30208984,9.99696312,4.716993480000002,3.81987408,0.5543384448010363
2922102,0,0,0,1.0,15.122938895478187,2919329,"2922102, 2920719, 2922103, 2922102, 2920720, 2922101, 2922103, 2922102, 2920720, 2920719",bg-2615,Catarataraan,0.736409,Mangatarem,1.214372517,0.467836,0.387842191,6.402426000000002,Pangasinan,0.285259485,3.084254000000001,1.542127,1.134936,0.5437008328862265
2922103,0,0,0,1.0,16.7461652212653,2919329,"2922103, 2922102, 2920721, 2920720, 2922103, 2922102, 2920720",bg-2626,Lawak Langka,0.0,Mangatarem,1.071889706,0.0,0.373763125,0.0,Pangasinan,0.270741043,0.0,0.0,0.0,0.5
2922104,0,0,0,1.0,18.374171116933567,2919329,"2922104, 2920722, 2922105, 2922104, 2922103, 2920722, 2920721, 2922103",bg-2605,Cabaluyan 2nd,0.0,Mangatarem,1.104555309,0.0,0.497110776,0.0,Pangasinan,0.272821878,0.0,0.0,0.0,0.5
2922105,0,0,0,1.0,20.00578978518825,2919329,"2922105, 2922104, 2920723, 2920722, 2922106, 2922105, 2920723, 2922104, 2920722",bg-2605,Cabaluyan 2nd,0.0,Mangatarem,1.104555309,0.0,0.497110776,0.0,Pangasinan,0.272821878,0.0,0.0,0.0,0.5
2922106,0,0,0,1.0,21.60068066408125,2919329,"2922106, 2922105, 2920724, 2920723",bg-2610,Cacaoiten,5.724115,Mangatarem,1.071323657,3.669304,0.30539151,43.371176,Pangasinan,0.268539317,21.795667,9.026488,6.75152,0.5656038127053373
2922107,0,0,0,1.0,22.47822226571812,2919329,"2922107, 2922106, 2920724",bg-2610,Cacaoiten,0.0,Mangatarem,1.071323657,0.0,0.30539151,0.0,Pangasinan,0.268539317,0.0,0.0,0.0,0.5
2923421,0,1,1,0.0,9.673315473116482,2928944,"2923421, 2924804, 2924803, 2924804, 2924803, 2924803, 2924804, 2924804, 2924803, 2924804",bg-1746,Lingsat,0.500668000000001,City of San Fernando,1.327321158,0.611216999999999,1.575091123,6.401787999999982,La Union,1.040102959,3.269872999999996,1.810810000000003,1.198678999999999,0.4606288286377053
2923423,0,1,1,0.0,13.175311645133029,2928944,"2923423, 2923424, 2923424, 2924806, 2923424, 2923424, 2924806, 2923423, 2924805, 2924806, 2924805, 2923423, 2924806, 2923423, 2924806, 2924805, 2924805, 2924805, 2924805, 2924806, 2924805, 2924805, 2924805",bg-3036,San Agustin,0.612327319902329,City of San Fernando,1.504668475,0.502141529914531,0.698842699,6.221267175824206,La Union,0.341348082,3.1347180537241,1.711417752136732,1.217281153846144,0.4904357963274765
