fid,RHU_Presence,Road_Presence,POI_Presence,buildability_landcov,Distance_to_Nearest_RHU_km,Nearest_RHU,Neighbors3,admin_boun,bg_name,popden_chi,cm_name,drought_value,popden_eld,flood_probability_value,popden_all,pr_name,rain_intensity_value,popden_wom,popden_w_1,popden_you,HCFAI
2868176,0,0,1,0.0,14.834872636739384,2877844,"2868176, 2869558, 2869559, 2868177, 2869558",bg-1903,Aloleng,1.627150999999999,Agno,1.221724545,1.063496999999999,1.089601628,13.017207999999991,Pangasinan,1.154037078,6.380984000000006,2.983109999999999,2.217392000000001,0.4203946050813214
2868177,0,0,1,1.0,15.90370884545404,2877844,"2868177, 2868176, 2869559, 2868177, 2869560, 2868178, 2869560, 2868178",bg-1903,Aloleng,0.784104,Agno,1.221724545,0.899016,1.089601628,8.726537,Pangasinan,1.154037078,4.136825,2.027855,1.426258,0.5412882262055755
2868178,0,0,0,1.0,17.14379720764156,2877844,"2868178, 2869561, 2869560, 2868179, 2868178, 2869561",bg-2404,Magsaysay,0.784104,Agno,1.119130326,0.899016,0.904484395,8.726537,Pangasinan,0.270884752,4.136825000000001,2.027855,1.426258,0.5358742932820526
2868179,0,0,0,1.0,18.55820566723837,2877844,"2868179, 2869562, 2868178, 2869561",bg-2273,Tupa,1.309890000000001,Agno,1.080508884,1.670883000000001,0.838775211,12.315024999999997,Pangasinan,1.100792476,5.930602999999998,2.599151000000002,1.835908000000002,0.5226746252624982
2868180,0,0,0,1.0,20.00298336229847,2877844,"2868180, 2869562, 2869563, 2869562, 2868180, 2868179, 2869562",bg-1909,Gayusan,1.361436575757577,Agno,1.233991516,1.691267393939395,0.853294888,12.633395196969698,Pangasinan,1.143231201,6.124496621212122,2.706307439393943,1.929635439393942,0.5001708406683562
2868181,0,0,0,1.0,21.384434062641233,2877844,"2868181, 2869564, 2868181, 2869564, 2869563, 2868180, 2869563, 2868180",bg-1905,Baruan,1.688547523809523,Agno,1.198836075,1.671148952380953,0.926651032,14.504260047619049,Pangasinan,1.173055376,7.122641476190476,3.244485523809522,2.34580238095238,0.5011446193777
2868182,0,0,0,1.0,22.671748637962207,2877844,"2868182, 2868181, 2869565, 2869564, 2868181, 2869564",bg-1905,Baruan,2.062817999999997,Agno,1.198836075,1.340832,0.926651032,16.33752100000001,Pangasinan,1.173055376,7.787139000000008,3.568676000000001,2.454753999999998,0.5011446193777
2868183,0,0,0,1.0,24.427372376791727,2877844,"2868183, 2869566, 2869565, 2868184, 2868183, 2868182, 2869566, 2869565, 2868184, 2869566, 2868184",bg-1902,Allabon,1.912755642857141,Agno,1.230244575,1.278749357142857,0.860151653,15.324309464285728,Pangasinan,1.176558568,7.317057750000008,3.352509285714286,2.31961332142857,0.49953661174773195
2868184,0,0,0,1.0,25.92910953624274,2877844,"2868184, 2868183, 2869566, 2868184, 2868183, 2869566, 2868184, 2869567, 2869566, 2868185, 2868184, 2869567, 2868185",bg-1902,Allabon,0.662236,Agno,1.230244575,0.761394,0.860151653,6.88088,Pangasinan,1.176558568,3.399714000000002,1.55112,1.193441,0.49953661174773195
2868185,0,0,0,1.0,27.458669555633904,2877844,"2868185, 2869568, 2868184, 2869567, 2868186, 2868185, 2869568",bg-2306,Pogoruac,0.662236,Burgos,1.186073125,0.761394,0.955769606,6.880880000000002,Pangasinan,1.182768345,3.399714000000001,1.55112,1.193441,0.5014238068917752
2868186,0,0,0,1.0,29.001419514338583,2877844,"2868186, 2868185, 2869569, 2869568, 2868187, 2869569, 2869569, 2868187",bg-2303,Ilio-ilio (Iliw-iliw),1.299293,Burgos,1.166831299,1.279506,0.934143909,12.386149999999994,Pangasinan,1.178482135,5.691824999999998,2.545822000000001,2.103931000000001,0.5050482397692172
2868187,0,0,0,1.0,30.555361588882327,2877844,"2868187, 2869570, 2869569, 2869570, 2869569, 2868188, 2868187, 2869570",bg-2303,Ilio-ilio (Iliw-iliw),0.627586333333333,Burgos,1.166831299,0.564349555555556,0.934143909,5.531936666666666,Pangasinan,1.178482135,2.646692555555556,1.167926,0.836524777777778,0.5050482397692172
2868188,0,0,0,1.0,32.105755777488845,2877844,"2868188, 2868187, 2869570, 2869571, 2868189",bg-2384,Tambobong,0.543623,Dasol,1.165183332,0.474955,0.899873165,4.675160000000004,Pangasinan,1.021503448,2.266051000000001,0.995688999999999,0.678099,0.5107358236792172
2868189,0,0,0,1.0,33.47898072657916,2877844,2868189,bg-2384,Tambobong,0.543623,Dasol,1.165183332,0.474955,0.899873165,4.675160000000004,Pangasinan,1.021503448,2.266051,0.995688999999999,0.678099,0.5107358236792172
2868190,0,0,0,1.0,34.54103815423858,2877844,"2868190, 2868189",bg-2384,Tambobong,0.0,Dasol,1.165183332,0.0,0.899873165,0.0,Pangasinan,1.021503448,0.0,0.0,0.0,0.5
2869544,0,1,0,0.0,11.958281412708534,2880597,2869544,bg-2453,Patar,1.055459,Bolinao,1.345912733,0.70364,0.851582478,9.037656999999998,Pangasinan,1.201138115,4.514259000000002,2.138333,1.667717,0.43540510105115365
2869545,0,1,0,0.0,12.913072201782732,2880597,"2869545, 2869544",bg-2453,Patar,1.055458999999999,Bolinao,1.345912733,0.703640000000001,0.851582478,9.037656999999992,Pangasinan,1.201138115,4.514258999999996,2.138332999999997,1.667717000000001,0.43540510105115365
2869546,0,1,0,0.0,12.941734239693462,2877844,"2869546, 2869546, 2869545",bg-2250,Catuday,1.075946621951219,Bolinao,1.117813889,0.691347646341463,0.747140191,8.89742701219512,Pangasinan,1.094020117,4.427783597560979,2.074768743902438,1.614189060975609,0.4718002351227055
2869547,0,0,0,0.0,11.813756023954085,2877844,"2869547, 2868165, 2869548, 2869547, 2869547, 2869546, 2869546",bg-2060,Centro Toma,1.242124,Bani,1.152045543,0.591643,0.706414798,7.760006,Pangasinan,1.092625713,3.726372,1.559192,1.180018,0.40101184587914446
2869548,0,0,0,1.0,10.81831547545806,2877844,"2869548, 2869547, 2868165, 2869548, 2869547, 2869547",bg-2060,Centro Toma,0.0,Bani,1.152045543,0.0,0.706414798,0.0,Pangasinan,1.092625713,0.0,0.0,0.0,0.5
2869549,0,0,0,1.0,9.898582949562751,2877844,"2869549, 2869548, 2869548, 2869550",bg-2060,Centro Toma,18.948646,Bani,1.152045543,13.48269,0.706414798,147.945198,Pangasinan,1.092625713,69.964231,33.25123,23.32141,0.5186716975642041
2869550,0,1,0,0.0,9.054318678481488,2877844,"2869550, 2869549, 2869550, 2869551, 2869551",bg-2060,Centro Toma,4.294679000000001,Bani,1.152045543,2.719963999999999,0.706414798,34.89427,Pangasinan,1.092625713,17.178718,8.356730000000002,5.744134000000002,0.4689176862136002
2869551,0,0,0,1.0,8.70839038984808,2877844,"2869551, 2868169, 2869552, 2869551",bg-2063,Dacap Sur,4.294679000000001,Bani,1.159697305,2.719964,0.717827816,34.89427,Pangasinan,1.107051611,17.178718,8.356730000000002,5.744134,0.5167970980805259
2869552,0,0,0,0.0,8.572279495522636,2877844,"2869552, 2869551, 2868170, 2869553, 2868170, 2869553",bg-2074,San Simon,1.781141571428571,Bani,1.178718628,1.303991285714286,0.695192921,16.33331042857142,Pangasinan,1.106414223,7.988868571428576,3.763450857142858,2.976975714285715,0.39819361917870644
2869553,0,0,0,0.0,8.72960496178094,2877844,"2869553, 2869554, 2868170, 2868171, 2869553",bg-2074,San Simon,1.78169955172414,Bani,1.178718628,1.129638931034482,0.695192921,14.498174241379305,Pangasinan,1.106414223,7.023402827586212,3.334787034482761,2.537720620689655,0.39819361917870644
2869554,0,0,0,1.0,9.185425332443872,2877844,"2869554, 2869553, 2869555, 2869554, 2868171, 2869553, 2868172",bg-2453,Patar,2.535103,Agno,1.345912733,1.229900999999999,0.851582478,18.85848700000001,Pangasinan,1.201138115,9.052742999999994,4.451071,3.355037,0.4835478235175484
2869555,0,0,1,1.0,9.898589962427302,2877844,"2869555, 2869555, 2869554, 2868173, 2869555, 2869554, 2868172",bg-1906,Boboy,0.0,Agno,1.214560048,0.0,1.103491785,0.0,Pangasinan,1.127814849,0.0,0.0,0.0,0.5
2869556,0,0,1,1.0,10.81832413800548,2877844,"2869556, 2869555, 2869555, 2868173, 2869555",bg-1906,Boboy,2.539099999999999,Agno,1.214560048,1.468955999999999,1.103491785,20.611909000000008,Pangasinan,1.127814849,9.956995000000004,4.752504000000002,3.888412000000001,0.5423264469606441
2869557,0,1,1,1.0,11.896533291728367,2877844,"2869557, 2869558, 2868175, 2869557, 2868174, 2869556, 2869558",bg-1903,Aloleng,2.438885824175822,Agno,1.221724545,1.424400065934068,1.089601628,19.777326472527456,Pangasinan,1.154037078,9.564026758241765,4.558065098901094,3.70478342857143,0.6072641183554608
2869558,0,0,1,1.0,13.059888968662456,2877844,"2869558, 2869559, 2869558, 2868176, 2868175, 2869557, 2869558, 2868175, 2869557, 2869559, 2869558",bg-1908,Dangley,1.625144447368419,Agno,1.213156189,1.062563697368422,1.104217753,13.008048578947356,Pangasinan,1.153924068,6.376158789473696,2.981624453947375,2.21838527631579,0.5418318543881615
2869559,0,0,1,1.0,14.38271033485124,2877844,"2869559, 2869558, 2869559, 2869558, 2868177, 2868176, 2869558, 2869559, 2868177, 2869560, 2869558, 2869560",bg-1908,Dangley,1.329605,Agno,1.213156189,1.005444882352941,1.104217753,11.502853529411768,Pangasinan,1.153924068,5.588927882352942,2.645961176470589,1.938168235294118,0.5418318543881615
2869560,0,0,0,1.0,15.738247989077722,2877844,"2869560, 2868178, 2869561, 2869560, 2868178, 2869561",bg-2404,Magsaysay,0.784104,Agno,1.119130326,0.899016000000001,0.904484395,8.726537000000006,Pangasinan,0.270884752,4.136824999999997,2.027855000000002,1.426257999999999,0.5358742932820526
2869561,0,0,0,1.0,17.145452848738955,2877844,"2869561, 2869562, 2869560, 2868179, 2869562, 2868178, 2869561",bg-2404,Magsaysay,0.929311028571428,Agno,1.119130326,1.022520771428571,0.904484395,9.532370657142852,Pangasinan,0.270884752,4.786144657142858,2.433786028571431,1.826979999999999,0.5358742932820526
2869562,0,0,0,1.0,18.592597120590828,2877844,"2869562, 2869561, 2869563, 2869562, 2868180, 2868179, 2869562, 2869561",bg-1909,Gayusan,1.28669612,Agno,1.233991516,1.5100175,0.853294888,12.034191440000004,Pangasinan,1.143231201,5.936483920000002,2.749093600000001,2.010957180000002,0.5001708406683562
2869563,0,0,0,1.0,20.071043642784087,2877844,"2869563, 2868180, 2869562, 2869563, 2869562, 2868180, 2869562",bg-1909,Gayusan,1.571588000000002,Agno,1.233991516,1.774372999999998,0.853294888,13.931366000000017,Pangasinan,1.143231201,6.914986,3.143176000000003,2.311755000000002,0.5001708406683562
2869564,0,0,0,1.0,21.574358143360914,2877844,"2869564, 2868182, 2868181, 2869565, 2869564, 2868181, 2869564, 2869563, 2869563",bg-1902,Allabon,1.6943955,Agno,1.230244575,1.66598775,0.860151653,14.53290475,Pangasinan,1.176558568,7.13302425,3.249551,2.34750475,0.49953661174773195
2869565,0,0,0,1.0,23.097685535441993,2877844,"2869565, 2869564, 2868183, 2868182, 2869566, 2869565, 2869564, 2869564, 2869566",bg-1902,Allabon,2.062818,Agno,1.230244575,1.340832,0.860151653,16.337521000000002,Pangasinan,1.176558568,7.787138999999998,3.568675999999999,2.454754,0.49953661174773195
2869566,0,0,0,1.0,24.63731390679464,2877844,"2869566, 2869565, 2868184, 2868183, 2869566, 2869565, 2868184, 2869567, 2869566, 2868184, 2869567",bg-1902,Allabon,0.0,Agno,1.230244575,0.0,0.860151653,0.0,Pangasinan,1.176558568,0.0,0.0,0.0,0.5
2869567,0,0,0,1.0,26.190368609161474,2877844,"2869567, 2869566, 2868185, 2869568, 2868184, 2869567, 2868185, 2869568",bg-2306,Pogoruac,0.170549,Burgos,1.186073125,0.256903,0.955769606,1.99478,Pangasinan,1.182768345,0.973643,0.449041,0.321669,0.5014238068917752
2869568,0,0,0,1.0,27.75459586017444,2877844,"2869568, 2869567, 2868186, 2868185, 2869569, 2869568, 2869569, 2869569",bg-2306,Pogoruac,0.213933147058824,Burgos,1.186073125,0.301416911764706,0.955769606,2.425906470588235,Pangasinan,1.182768345,1.187708088235294,0.546283264705882,0.398590058823529,0.5014238068917752
2869569,0,0,0,1.0,29.32820804647239,2877844,"2869569, 2869568, 2868186, 2869569, 2869568, 2868187, 2869570, 2869569, 2869570, 2869569, 2868187, 2869570",bg-2306,Pogoruac,2.628532,Burgos,1.186073125,1.997002,0.955769606,25.97809,Pangasinan,1.182768345,11.623574,5.700842,5.137585,0.5014238068917752
2869570,0,0,0,1.0,30.909771847938888,2877844,"2869570, 2869571, 2869569, 2869570, 2869569, 2868188, 2868187, 2869570, 2869571",bg-2379,Osmena,0.543623,Dasol,1.177828699,0.474955,1.003562473,4.67516,Pangasinan,0.715974867,2.266051,0.995689,0.678099,0.5125953533658072
2869571,0,0,0,1.0,32.21780385019613,2877844,"2869571, 2869570, 2868188, 2869570, 2869571, 2868189",bg-2379,Osmena,0.543622999999998,Dasol,1.177828699,0.474955000000001,1.003562473,4.675160000000004,Pangasinan,0.715974867,2.266051000000003,0.995688999999999,0.678099000000002,0.5125953533658072
2870925,0,0,0,0.0,10.690273975657997,2880597,"2870925, 2872308, 2872307, 2870925, 2872308, 2872307",bg-2453,Patar,1.454950585365853,Bolinao,1.345912733,0.962979841463415,0.851582478,11.924338926829254,Pangasinan,1.201138115,5.718180365853652,2.709494109756097,2.065831817073172,0.37463989214610427
2870926,0,1,0,0.0,11.54843011769162,2880597,"2870926, 2872309, 2870925, 2872308, 2872309, 2870925, 2872308",bg-2453,Patar,1.055459,Bolinao,1.345912733,0.70364,0.851582478,9.037657,Pangasinan,1.201138115,4.514259,2.138333,1.667717,0.43540510105115365
2870927,0,0,0,0.0,12.45562444043438,2880597,"2870927, 2872310, 2872309, 2870927, 2870926, 2872309, 2872310, 2872309",bg-2250,Catuday,0.0,Bolinao,1.117813889,0.0,0.747140191,0.0,Pangasinan,1.094020117,0.0,0.0,0.0,0.5
