ID,barangay_name,city_name,province_name,children_m,elderly_me,women_mean,youth_mean,women_repr,phall_mean,flood_probability_value,rain intensity_value,drought_value,buildability_landcov,RHU_Presence,Road_Presence,POI_Presence,Nearest_RHU,Distance_to_Nearest_RHU_km
3098945,San Dionisio I,Maddela,Quirino,,,,,,0.06149397781784,0.14103263,2.705141155,0.64030113,0.0,0,0,0,3065788,38.1969300056727
3098946,San Dionisio I,Maddela,Quirino,,,,,,0.008536930928434,0.14103263,2.705141155,0.64030113,0.0,0,0,0,3065788,37.46587160913104
3098947,San Dionisio I,Maddela,Quirino,,,,,,0.008854013064087,0.14103263,2.705141155,0.64030113,0.0,0,0,0,3065788,36.794329017025404
3098948,San Dionisio I,Maddela,Quirino,,,,,,0.008346759715797,0.14103263,2.705141155,0.64030113,0.0,0,0,0,3065788,36.18561591651408
3098949,San Dionisio I,Maddela,Quirino,,,,,,0.007614992273551,0.14103263,2.705141155,0.64030113,0.0,0,0,0,3065788,35.43048375185742
3100060,San Joaquin,Basco,Batanes,,,,,,0.068894578034387,0.411467942,2.181288326,0.468626962,0.0,0,0,0,3065658,246.32137873357593
3100205,Tapel,Gonzaga,Cagayan,0.820484,0.485431,3.474526999999998,1.174005,1.728029999999999,5.647519981861114,0.865527877,2.173877716,0.987748235,0.0,0,0,0,3065658,36.90673846446446
3100206,Calayan,Gonzaga,Cagayan,0.781422747330958,0.479013249110322,3.325162622775793,1.1159837544484,1.653246953736647,6.401435706130696,0.849383519,2.179224332,0.994050232,0.0,0,1,0,3065658,36.437381122132976
3100207,Calayan,Gonzaga,Cagayan,0.415427111111111,0.350031611111111,1.852249055555556,0.577393055555555,0.931981333333334,1.378741598620857,0.849383519,2.179224332,0.994050232,1.0,0,0,0,3065658,36.26050379409242
3100208,Santa Clara,Gonzaga,Cagayan,0.208068,0.086954,0.852976,0.330218,0.47307,0.287246201646655,0.457538615,2.035574106,0.892579904,1.0,0,0,0,3065658,36.235377878804655
3100209,Santa Clara,Gonzaga,Cagayan,0.208068000000001,0.086954,0.852975999999999,0.330218,0.47307,0.298864548763459,0.457538615,2.035574106,0.892579904,1.0,0,0,0,3065658,36.2853426984612
3100210,Pateng,Gonzaga,Cagayan,0.2517895,0.1159005,0.915684249999999,0.36649175,0.50009975,0.284169024007902,0.655813285,2.028760195,0.935194257,1.0,0,0,0,3065658,36.41008912176004
3100211,Santa Clara,Gonzaga,Cagayan,0.382954,0.20274,1.103808999999999,0.475313,0.581189,0.159421447022208,0.457538615,2.035574106,0.892579904,0.0,0,0,0,3065658,36.60885269476587
3100212,Pateng,Gonzaga,Cagayan,,,,,,0.075167268297005,0.655813285,2.028760195,0.935194257,1.0,0,0,0,3065658,36.8804367156852
3100213,Pateng,Gonzaga,Cagayan,,,,,,0.016231242660113,0.655813285,2.028760195,0.935194257,1.0,0,0,0,3065658,37.22324730956991
3100214,Pateng,Gonzaga,Cagayan,,,,,,0.010234964837055,0.655813285,2.028760195,0.935194257,1.0,0,0,0,3065658,37.63533817694596
3100215,Dagupan,Lal-Lo,Cagayan,,,,,,0.007555959774947,0.004463237,1.999878836,0.89731214,1.0,0,0,0,3065658,38.1144622274461
3100216,Dagupan,Lal-Lo,Cagayan,,,,,,0.014917791704647,0.004463237,1.999878836,0.89731214,1.0,0,0,0,3065658,38.65812714201768
3100217,Dagupan,Lal-Lo,Cagayan,,,,,,0.020649906273546,0.004463237,1.999878836,0.89731214,1.0,0,0,0,3062899,39.09932134508105
3100218,Dagupan,Lal-Lo,Cagayan,,,,,,0.05774465148238,0.004463237,1.999878836,0.89731214,1.0,0,0,0,3062899,39.44820722977696
3100219,Tanglagan,Gattaran,Cagayan,,,,,,0.05808308414346,0.509022359,1.952030688,0.891662596,1.0,0,0,0,3062899,39.86239097407478
3100220,Tanglagan,Gattaran,Cagayan,,,,,,0.051287496097616,0.509022359,1.952030688,0.891662596,1.0,0,0,0,3062899,40.33986132228069
3100221,Tanglagan,Gattaran,Cagayan,,,,,,0.060665084042705,0.509022359,1.952030688,0.891662596,1.0,0,0,0,3061526,40.58184625459708
3100222,Tanglagan,Gattaran,Cagayan,,,,,,0.061131269048,0.509022359,1.952030688,0.891662596,1.0,0,0,0,3069833,40.21537201066067
3100223,Tanglagan,Gattaran,Cagayan,0.60192,0.275578,2.400429,1.145824,1.240101,0.05053085895236,0.509022359,1.952030688,0.891662596,1.0,0,0,0,3069833,39.231437270947325
3100224,Santa Margarita,Baggao,Cagayan,,,,,,0.049935464224178,0.007578263,1.283066497,0.776533604,1.0,0,0,0,3069833,38.2933434964346
3100225,Santa Margarita,Baggao,Cagayan,0.714857,0.313662,2.91049,0.977458,1.385948,0.091888733055085,0.007578263,1.283066497,0.776533604,1.0,0,0,0,3069833,37.40453987963749
3100226,Santa Margarita,Baggao,Cagayan,0.714857,0.313662,2.91049,0.977458,1.385948,0.216391959550864,0.007578263,1.283066497,0.776533604,1.0,0,0,0,3069833,36.56862060614228
3100227,Santa Margarita,Baggao,Cagayan,,,,,,0.841176736971428,0.007578263,1.283066497,0.776533604,1.0,0,0,0,3069833,35.78929148080141
3100228,Santa Margarita,Baggao,Cagayan,0.402088,0.214251,1.954675,0.82472,0.994947,0.155671554136793,0.007578263,1.283066497,0.776533604,1.0,0,0,0,3069833,35.07032533166555
3100229,Santa Margarita,Baggao,Cagayan,,,,,,0.136655621795819,0.007578263,1.283066497,0.776533604,1.0,0,0,0,3069833,34.415505456477526
3100230,Santa Margarita,Baggao,Cagayan,0.473043,0.33298,2.433924,1.210355,1.316063,0.130135250724342,0.007578263,1.283066497,0.776533604,1.0,0,0,0,3069833,33.82855710551597
3100231,Santa Margarita,Baggao,Cagayan,,,,,,0.165553572328435,0.007578263,1.283066497,0.776533604,1.0,0,0,0,3069833,33.313067994303445
