ID,barangay_name,city_name,province_name,flood_probability_value,rain intensity_value,drought_value,buildability_landcov,RHU_Presence,Road_Presence,POI_Presence,Nearest_RHU,Distance_to_Nearest_RHU_km,popden_chi,popden_eld,popden_all,popden_wom,popden_w_1,popden_you,HCFAI
2937258,San Pascual,Tuba,Benguet,0.660628152,1.040006002,1.016221507,0.0,0,0,0,2949695,11.881193840971765,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2938639,San Pascual,Tuba,Benguet,0.660628152,1.040006002,1.016221507,0.0,0,0,0,2949695,10.5210394418903,4.463704,3.074064,42.700084,20.8026,10.99084,9.39064,0.38418827922287324
2938640,San Pascual,Tuba,Benguet,0.660628152,1.040006002,1.016221507,0.0,0,0,0,2949695,10.795343755022854,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2938641,San Pascual,Tuba,Benguet,0.660628152,1.040006002,1.016221507,0.0,0,1,0,2949695,11.184975505628888,2.169792,2.414076,22.531374,11.466858,5.618472,4.195896,0.4478758188547696
2939947,Tangadan,San Quintin,Abra,0.889123002,0.085880665,1.329498543,1.0,0,0,0,2945473,6.61396091304037,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2939948,Tangadan,San Quintin,Abra,0.889123002,0.085880665,1.329498543,1.0,0,0,0,2945473,7.643160849616566,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2940014,Poblacion,Sablan,Benguet,0.548450539,0.993987004,1.064979092,0.0,0,1,0,2949695,13.942798066982292,58.5465970000001,49.757376,631.101639,313.720687,166.664575,113.676122,0.45292677435080614
2940015,Poblacion,Sablan,Benguet,0.548450539,0.993987004,1.064979092,0.0,0,0,0,2949695,12.940178665484453,5.610912,4.850112,62.93268,29.86152,15.382488,12.053976,0.38688321708832357
2940016,Bayabas,Sablan,Benguet,0.372182042,1.009904981,1.014086761,0.0,0,0,0,2949695,11.577683536956728,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2940018,Nangalisan,Tuba,Benguet,0.411731021,1.028937022,0.988501768,0.0,0,0,0,2949695,9.71008791785904,0.0,0.0,0.0,0.0,0.0,0.0,0.5
