ID,barangay_name,city_name,province_name,popden_chi,popden_eld,popden_wom,popden_you,popden_w_1,popden_all,flood_probability_value,rain intensity_value,drought_value,buildability_landcov,RHU_Presence,Road_Presence,POI_Presence,Nearest_RHU,Distance_to_Nearest_RHU_km,HCFAI
3317956,Datu Karon,Lebak,Sultan Kudarat,1.080568,0.616431,6.795251,2.661534,3.691337,2.251691430807114,0.584826133,0.669112614,1.015114861,0.0,0,0,0,3362142,76.13930015208692,0.3637610248190173
3319336,Datu Karon,Lebak,Sultan Kudarat,0.0,0.0,0.0,0.0,0.0,5.19854868323048,0.584826133,0.669112614,1.015114861,0.0,0,0,0,3362142,74.13408916756349,0.3637610248190172
3319337,Datu Karon,Lebak,Sultan Kudarat,0.0,0.0,0.0,0.0,0.0,1.026178771853447,0.584826133,0.669112614,1.015114861,0.0,0,0,0,3362142,75.12475183547683,0.3637610248190172
3319338,Datu Karon,Lebak,Sultan Kudarat,2.443774909090909,1.188085181818182,11.957149909090912,5.523544181818182,6.534692636363636,0.881855835477191,0.584826133,0.669112614,1.015114861,0.0,0,0,0,3362142,76.37802853553218,0.36376102635458923
3319339,Datu Karon,Lebak,Sultan Kudarat,4.829387,2.18848,20.990473,10.532062,11.510565,3.619124219630116,0.584826133,0.669112614,1.015114861,0.0,0,0,0,3362142,77.47092630839404,0.3637695906702708
3319350,Bantogon (Santa Clara),Kalamansig,Sultan Kudarat,4.814138,2.902774,20.381936,8.03845,10.137379,3.198589496953147,0.629424454,0.669650577,1.0075289,1.0,0,0,0,3398135,81.96540989210206,0.46243000831636216
3319351,Bantogon (Santa Clara),Kalamansig,Sultan Kudarat,4.814138,2.902774,20.381936,8.03845,10.137379,2.341315230070534,0.629424454,0.669650577,1.0075289,1.0,0,0,0,3398135,81.83436212662306,0.4624299753478952
3319352,Bantogon (Santa Clara),Kalamansig,Sultan Kudarat,0.0,0.0,0.0,0.0,0.0,3.714299578292697,0.629424454,0.669650577,1.0075289,1.0,0,0,0,3398135,81.27183661421485,0.46242803955991624
3319355,Paril,Kalamansig,Sultan Kudarat,1.971438,0.872379,9.506866,4.224511,4.993852,3.317526824036041,0.650217952,0.652352129,0.90662164,0.0,0,0,0,3398135,80.38987659819999,0.3676734121503718
3320719,Tran,Lebak,Sultan Kudarat,0.0,0.0,0.0,0.0,0.0,0.741328174030626,0.573231064,0.666792095,1.011508346,0.0,0,0,0,3362142,73.68787657313338,0.365317471710095
3320720,Tran,Lebak,Sultan Kudarat,1.080568,0.616431,6.795251000000006,2.661534000000002,3.691337000000001,0.891465907313607,0.573231064,0.666792095,1.011508346,0.0,0,0,1,3362142,74.95817456676832,0.4016921917484312
3320721,Tran,Lebak,Sultan Kudarat,1.789804027027027,0.913845675675675,9.480833540540544,4.150552810810812,5.170650405405406,1.415758166048262,0.573231064,0.666792095,1.011508346,0.0,0,0,0,3362142,76.32204435806467,0.36531747171677365
3320722,Datu Karon,Lebak,Sultan Kudarat,4.829386999999998,2.188479999999999,20.990473,10.532061999999998,11.510564999999993,3.522066300770022,0.584826133,0.669112614,1.015114861,0.0,0,0,0,3362142,77.68921394103877,0.3637698425797034
3320723,Taguisa,Lebak,Sultan Kudarat,3.784028,0.641814,14.400701,6.351284,7.327376,4.602191097833016,0.582454854,0.663885525,1.047318148,0.0,0,1,0,3362142,78.86217598691955,0.41989136758406675
3320724,Taguisa,Lebak,Sultan Kudarat,3.784028,0.641814,14.400701,6.351283999999998,7.327376,6.296126825767652,0.582454854,0.663885525,1.047318148,0.0,0,0,0,3362142,79.99251962984134,0.36316618387092575
3320730,Dumangas Nuevo,Kalamansig,Sultan Kudarat,2.599388,1.004806,10.899955,4.805592,5.88685,5.116186730563642,0.600120905,0.676013152,1.084068949,0.0,0,0,1,3398135,81.482343328091,0.3920158568707287
3320731,Dumangas Nuevo,Kalamansig,Sultan Kudarat,0.896392,0.584216,4.907116000000002,1.987523,2.567279,4.724772417356098,0.600120905,0.676013152,1.084068949,0.0,0,0,1,3398135,81.20748083612315,0.39201585614762385
3320732,Bantogon (Santa Clara),Kalamansig,Sultan Kudarat,0.0,0.0,0.0,0.0,0.0,3.949706064330207,0.629424454,0.669650577,1.0075289,1.0,0,0,0,3398135,81.46531382957383,0.46242803955991624
3320733,Bantogon (Santa Clara),Kalamansig,Sultan Kudarat,4.814138,2.902774,20.381936,8.03845,10.137379,1.620819877390661,0.629424454,0.669650577,1.0075289,1.0,0,0,0,3398135,80.89221993078279,0.4624297512705045
3320734,Bantogon (Santa Clara),Kalamansig,Sultan Kudarat,4.814138,2.902774,20.381936,8.03845,10.137379,1.777033779215305,0.629424454,0.669650577,1.0075289,1.0,0,0,0,3398135,80.4654928037047,0.4624296569678464
