ID,barangay_name,city_name,province_name,children_m,elderly_me,women_mean,youth_mean,women_repr,allph_mean,flood_probability_value,rain intensity_value,drought_value,buildability_landcov,RHU_Presence,Road_Presence,POI_Presence,Nearest_RHU,Distance_to_Nearest_RHU_km,youth_children_sum,youth_elderly_sum,youth_phall_sum,youth_women_sum,youth_women_repr_sum,youth_youth_sum
"3176807",Tayawan,City of Bayawan (Tulong),Negros Oriental,"13.223314666666662","6.643262083333336","50.282173333333326","20.710168416666665","22.31801941666665","2.601991239628057","0.557591651","0.612266281","1.146668482","1.0","0","0","0","3187871","17.790439895451247",317.359552,159.43829,2565.190712,1206.77216,535.632466,497.044042
"3176808",Cabatuanan,Basay,Negros Oriental,,,,,,"1.71757344579522","0.725551394","0.602248731","1.068460254","1.0","0","0","0","3187871","16.560373227567684",0,0,0,0,0,0
"3176809",Olandao,Basay,Negros Oriental,"19.807138","11.318365","75.29173","33.21694","36.415608","0.871288139266627","0.751099731","0.619150718","1.095847726","1.0","0","0","0","3187871","15.408873338485554",79.228552,45.27346,615.128512,301.16692,145.662432,132.86776
"3176810",Olandao,Basay,Negros Oriental,"19.807138","11.318365","75.29173","33.21694","36.415608","0.958754530123302","0.751099731","0.619150718","1.095847726","1.0","0","0","0","3187871","14.354859811126913",19.8071379992073,11.318364999547,153.782127993846,75.2917299969868,36.4156079985426,33.2169399986706
"3176811",Olandao,Basay,Negros Oriental,"14.738478999999998","8.391378333333334","56.01360233333333","24.67075433333333","26.859586666666665","1.165049586764404","0.751099731","0.619150718","1.095847726","1.0","0","0","1","3187871","13.421319960822537",44.215437,25.174135,344.576539,168.040807,80.57876,74.012263
"3176812",Olandao,Basay,Negros Oriental,"4.555399952380954","2.485453190476191","17.185676809523812","7.406199666666668","7.68016942857143","1.116028710561139","0.751099731","0.619150718","1.095847726","1.0","0","0","1","3187871","12.634985777165694",95.663399,52.194517,764.815343,360.899213,161.283558,155.530193
"3176813",Olandao,Basay,Negros Oriental,"4.12067","1.991911","14.60481","5.770458","7.040111","0.999038430409772","0.751099731","0.619150718","1.095847726","1.0","0","0","1","3187871","12.02477062727714",8.24134,3.983822,61.581966,29.20962,14.080222,11.540916
"3176814",Actin,Basay,Negros Oriental,"4.12067","1.991911000000001","14.604809999999992","5.770457999999998","7.040110999999998","3.154618080033631","0.793061992","0.618180699","1.07826082","1.0","0","0","1","3187871","11.63230792702016",160.70613,77.6845290000001,1200.848337,569.58759,274.564329,225.047862
"3178181",Kalamtukan,City of Bayawan (Tulong),Negros Oriental,,,,,,"0.250330491763789","0.935169962","0.616614819","1.218566045","1.0","0","0","0","3187871","27.268058685211944",0,0,0,0,0,0
"3178182",Kalamtukan,City of Bayawan (Tulong),Negros Oriental,,,,,,"0.237200317614608","0.935169962","0.616614819","1.218566045","1.0","0","0","0","3187871","26.302563050652072",0,0,0,0,0,0
"3178183",Tayawan,City of Bayawan (Tulong),Negros Oriental,,,,,,"0.1905983638721","0.557591651","0.612266281","1.146668482","1.0","0","0","1","3187871","24.81013771782693",0,0,0,0,0,0
"3178184",Tayawan,City of Bayawan (Tulong),Negros Oriental,"2.099132","0.976272","7.836565","3.242514","3.529826","0.21673790008894","0.557591651","0.612266281","1.146668482","1.0","0","0","0","3187871","23.310148052723072",2.09913199982161,0.976271999917032,16.3738169986085,7.83656499933401,3.52982599970002,3.24251399972444
"3178185",Tayawan,City of Bayawan (Tulong),Negros Oriental,"2.099132","0.976272","7.836565","3.242514","3.529826","0.273904773273638","0.557591651","0.612266281","1.146668482","1.0","0","0","0","3187871","21.831725530856872",4.198264,1.952544,32.747634,15.67313,7.059652,6.485028
"3178186",Tayawan,City of Bayawan (Tulong),Negros Oriental,,,,,,"0.398314667280231","0.557591651","0.612266281","1.146668482","1.0","0","0","0","3187871","20.37956442059784",0,0,0,0,0,0
"3178187",Tayawan,City of Bayawan (Tulong),Negros Oriental,"2.099132","0.976272","7.836565","3.242514","3.529826","0.526839600822755","0.557591651","0.612266281","1.146668482","1.0","0","0","1","3187871","18.95969992765572",2.099132,0.976272,16.373817,7.836565,3.529826,3.242514
"3178188",Tayawan,City of Bayawan (Tulong),Negros Oriental,,,,,,"0.510976415872574","0.557591651","0.612266281","1.146668482","1.0","0","0","0","3187871","17.57995921284093",0,0,0,0,0,0
"3178189",Tayawan,City of Bayawan (Tulong),Negros Oriental,"12.886218222222222","6.471535111111112","48.995942777777785","20.18084555555556","21.748680222222223","2.400121330044099","0.557591651","0.612266281","1.146668482","1.0","0","0","1","3187871","16.25056552425911",115.975964,58.243816,937.262209,440.963485,195.738122,181.62761
"3178190",Olandao,Basay,Negros Oriental,"19.807138","11.318365","75.29173","33.21694","36.415608","1.882685666594558","0.751099731","0.619150718","1.095847726","1.0","0","0","1","3187871","14.984924534172974",19.7157953909318,11.2661692214132,153.072946249483,74.9445146143416,36.2476737610643,33.063756740265
"3178191",Olandao,Basay,Negros Oriental,"19.807138","11.318365","75.29173","33.21694","36.415608","1.33337180529322","0.751099731","0.619150718","1.095847726","1.0","0","0","0","3187871","13.80058753761696",19.8071379992073,11.318364999547,153.782127993846,75.2917299969868,36.4156079985426,33.2169399986706
